"u_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.092793,1,0,0.5,0,0
-0.096298,1,0.001,0.5,0.001,0
-0.099803,1,0.002,0.5,0.002,0
-0.10331,1,0.003,0.5,0.003,0
-0.10681,1,0.004,0.5,0.004,0
-0.11032,1,0.005,0.5,0.005,0
-0.11382,1,0.006,0.5,0.006,0
-0.11733,1,0.007,0.5,0.007,0
-0.12083,1,0.008,0.5,0.008,0
-0.12434,1,0.009,0.5,0.009,0
-0.12784,1,0.01,0.5,0.01,0
-0.13135,1,0.011,0.5,0.011,0
-0.13485,1,0.012,0.5,0.012,0
-0.13836,1,0.013,0.5,0.013,0
-0.14186,1,0.014,0.5,0.014,0
-0.14537,1,0.015,0.5,0.015,0
-0.14887,1,0.016,0.5,0.016,0
-0.15238,1,0.017,0.5,0.017,0
-0.15588,1,0.018,0.5,0.018,0
-0.15939,1,0.019,0.5,0.019,0
-0.16289,1,0.02,0.5,0.02,0
-0.16639,1,0.021,0.5,0.021,0
-0.1699,1,0.022,0.5,0.022,0
-0.1734,1,0.023,0.5,0.023,0
-0.17691,1,0.024,0.5,0.024,0
-0.18041,1,0.025,0.5,0.025,0
-0.18392,1,0.026,0.5,0.026,0
-0.18742,1,0.027,0.5,0.027,0
-0.19093,1,0.028,0.5,0.028,0
-0.19443,1,0.029,0.5,0.029,0
-0.19794,1,0.03,0.5,0.03,0
-0.20144,1,0.031,0.5,0.031,0
-0.20495,1,0.032,0.5,0.032,0
-0.20845,1,0.033,0.5,0.033,0
-0.21196,1,0.034,0.5,0.034,0
-0.21546,1,0.035,0.5,0.035,0
-0.21897,1,0.036,0.5,0.036,0
-0.22247,1,0.037,0.5,0.037,0
-0.22598,1,0.038,0.5,0.038,0
-0.22948,1,0.039,0.5,0.039,0
-0.23299,1,0.04,0.5,0.04,0
-0.23649,1,0.041,0.5,0.041,0
-0.24,1,0.042,0.5,0.042,0
-0.2435,1,0.043,0.5,0.043,0
-0.24701,1,0.044,0.5,0.044,0
-0.25051,1,0.045,0.5,0.045,0
-0.25402,1,0.046,0.5,0.046,0
-0.25752,1,0.047,0.5,0.047,0
-0.26103,1,0.048,0.5,0.048,0
-0.26453,1,0.049,0.5,0.049,0
-0.26803,1,0.05,0.5,0.05,0
