"v_sol","Points:0","Points:1","Points:2"
-0.010471,0,0,0
-0.019102,0.0625,0,0
0.011179,0.125,0,0
0.077332,0.1875,0,0
-0.031873,0.25,0,0
-0.042008,0.3125,0,0
-0.013863,0.375,0,0
-0.0054476,0.4375,0,0
0.0026261,0.5,0,0
0.0051112,0.5625,0,0
-0.00015749,0.625,0,0
0.0095329,0.6875,0,0
0.026478,0.75,0,0
-0.0148,0.8125,0,0
-0.0041523,0.875,0,0
0.0063341,0.9375,0,0
-0.003908,1,0,0
0.078543,0,0.0625,0
0.035757,0.0625,0.0625,0
-0.1367,0.125,0.0625,0
-0.029246,0.1875,0.0625,0
0.065961,0.25,0.0625,0
0.051825,0.3125,0.0625,0
0.079437,0.375,0.0625,0
0.042331,0.4375,0.0625,0
0.0082963,0.5,0.0625,0
-0.035366,0.5625,0.0625,0
-0.082995,0.625,0.0625,0
-0.063708,0.6875,0.0625,0
-0.027058,0.75,0.0625,0
0.03265,0.8125,0.0625,0
0.032572,0.875,0.0625,0
-0.020793,0.9375,0.0625,0
0.01553,1,0.0625,0
0.070894,0,0.125,0
0.13505,0.0625,0.125,0
-0.11023,0.125,0.125,0
-0.037194,0.1875,0.125,0
0.13119,0.25,0.125,0
0.16187,0.3125,0.125,0
0.12466,0.375,0.125,0
0.068879,0.4375,0.125,0
0.008861,0.5,0.125,0
-0.052898,0.5625,0.125,0
-0.1158,0.625,0.125,0
-0.17084,0.6875,0.125,0
-0.16947,0.75,0.125,0
-0.048601,0.8125,0.125,0
0.050552,0.875,0.125,0
-0.00063478,0.9375,0.125,0
-0.021664,1,0.125,0
-0.013247,0,0.1875,0
0.042926,0.0625,0.1875,0
-0.017347,0.125,0.1875,0
0.21322,0.1875,0.1875,0
0.21494,0.25,0.1875,0
0.19082,0.3125,0.1875,0
0.12081,0.375,0.1875,0
0.062146,0.4375,0.1875,0
0.0079489,0.5,0.1875,0
-0.045089,0.5625,0.1875,0
-0.099357,0.625,0.1875,0
-0.16422,0.6875,0.1875,0
-0.2338,0.75,0.1875,0
-0.26239,0.8125,0.1875,0
-0.046693,0.875,0.1875,0
