"u_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.0039106,1,0,0.5,0,0
-0.021019,1,0.001,0.5,0.001,0
-0.038128,1,0.002,0.5,0.002,0
-0.055237,1,0.003,0.5,0.003,0
-0.072346,1,0.004,0.5,0.004,0
-0.089455,1,0.005,0.5,0.005,0
-0.10656,1,0.006,0.5,0.006,0
-0.12367,1,0.007,0.5,0.007,0
-0.13979,1,0.008,0.5,0.008,0
-0.15161,1,0.009,0.5,0.009,0
-0.16342,1,0.01,0.5,0.01,0
-0.17524,1,0.011,0.5,0.011,0
-0.18706,1,0.012,0.5,0.012,0
-0.19887,1,0.013,0.5,0.013,0
-0.21069,1,0.014,0.5,0.014,0
-0.22251,1,0.015,0.5,0.015,0
-0.23304,1,0.016,0.5,0.016,0
-0.24142,1,0.017,0.5,0.017,0
-0.2498,1,0.018,0.5,0.018,0
-0.25818,1,0.019,0.5,0.019,0
-0.26656,1,0.02,0.5,0.02,0
-0.27495,1,0.021,0.5,0.021,0
-0.28333,1,0.022,0.5,0.022,0
-0.29171,1,0.023,0.5,0.023,0
-0.2994,1,0.024,0.5,0.024,0
-0.30654,1,0.025,0.5,0.025,0
-0.31369,1,0.026,0.5,0.026,0
-0.32084,1,0.027,0.5,0.027,0
-0.32798,1,0.028,0.5,0.028,0
-0.33513,1,0.029,0.5,0.029,0
-0.34227,1,0.03,0.5,0.03,0
-0.34942,1,0.031,0.5,0.031,0
-0.35579,1,0.032,0.5,0.032,0
-0.3619,1,0.033,0.5,0.033,0
-0.368,1,0.034,0.5,0.034,0
-0.37411,1,0.035,0.5,0.035,0
-0.38022,1,0.036,0.5,0.036,0
-0.38633,1,0.037,0.5,0.037,0
-0.39244,1,0.038,0.5,0.038,0
-0.39854,1,0.039,0.5,0.039,0
-0.40319,1,0.04,0.5,0.04,0
-0.40773,1,0.041,0.5,0.041,0
-0.41228,1,0.042,0.5,0.042,0
-0.41683,1,0.043,0.5,0.043,0
-0.42137,1,0.044,0.5,0.044,0
-0.42592,1,0.045,0.5,0.045,0
-0.43046,1,0.046,0.5,0.046,0
-0.43478,1,0.047,0.5,0.047,0
