"u_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.0043402,1,0,0.5,0,0
-0.021851,1,0.001,0.5,0.001,0
-0.039361,1,0.002,0.5,0.002,0
-0.056871,1,0.003,0.5,0.003,0
-0.074382,1,0.004,0.5,0.004,0
-0.091892,1,0.005,0.5,0.005,0
-0.1094,1,0.006,0.5,0.006,0
-0.12691,1,0.007,0.5,0.007,0
-0.14331,1,0.008,0.5,0.008,0
-0.15488,1,0.009,0.5,0.009,0
-0.16645,1,0.01,0.5,0.01,0
-0.17802,1,0.011,0.5,0.011,0
-0.18958,1,0.012,0.5,0.012,0
-0.20115,1,0.013,0.5,0.013,0
-0.21272,1,0.014,0.5,0.014,0
-0.22429,1,0.015,0.5,0.015,0
-0.23465,1,0.016,0.5,0.016,0
-0.243,1,0.017,0.5,0.017,0
-0.25135,1,0.018,0.5,0.018,0
-0.2597,1,0.019,0.5,0.019,0
-0.26805,1,0.02,0.5,0.02,0
-0.2764,1,0.021,0.5,0.021,0
-0.28475,1,0.022,0.5,0.022,0
-0.29309,1,0.023,0.5,0.023,0
-0.30086,1,0.024,0.5,0.024,0
-0.30817,1,0.025,0.5,0.025,0
-0.31548,1,0.026,0.5,0.026,0
-0.3228,1,0.027,0.5,0.027,0
-0.33011,1,0.028,0.5,0.028,0
-0.33742,1,0.029,0.5,0.029,0
-0.34473,1,0.03,0.5,0.03,0
-0.35204,1,0.031,0.5,0.031,0
-0.35846,1,0.032,0.5,0.032,0
-0.36458,1,0.033,0.5,0.033,0
-0.3707,1,0.034,0.5,0.034,0
-0.37681,1,0.035,0.5,0.035,0
-0.38293,1,0.036,0.5,0.036,0
-0.38905,1,0.037,0.5,0.037,0
-0.39517,1,0.038,0.5,0.038,0
-0.40129,1,0.039,0.5,0.039,0
-0.40572,1,0.04,0.5,0.04,0
-0.41004,1,0.041,0.5,0.041,0
-0.41436,1,0.042,0.5,0.042,0
-0.41868,1,0.043,0.5,0.043,0
-0.423,1,0.044,0.5,0.044,0
-0.42733,1,0.045,0.5,0.045,0
-0.43165,1,0.046,0.5,0.046,0
-0.43571,1,0.047,0.5,0.047,0
-0.43798,1,0.048,0.5,0.048,0
-0.44025,1,0.049,0.5,0.049,0
-0.44252,1,0.05,0.5,0.05,0
-0.44479,1,0.051,0.5,0.051,0
-0.44706,1,0.052,0.5,0.052,0
-0.44933,1,0.053,0.5,0.053,0
-0.4516,1,0.054,0.5,0.054,0
-0.45329,1,0.055,0.5,0.055,0
-0.4537,1,0.056,0.5,0.056,0
-0.4541,1,0.057,0.5,0.057,0
-0.45451,1,0.058,0.5,0.058,0
-0.45492,1,0.059,0.5,0.059,0
-0.45533,1,0.06,0.5,0.06,0
-0.45574,1,0.061,0.5,0.061,0
-0.45614,1,0.062,0.5,0.062,0
-0.45589,1,0.063,0.5,0.063,0
-0.45498,1,0.064,0.5,0.064,0
-0.45407,1,0.065,0.5,0.065,0
-0.45316,1,0.066,0.5,0.066,0
-0.45225,1,0.067,0.5,0.067,0
-0.45134,1,0.068,0.5,0.068,0
-0.45043,1,0.069,0.5,0.069,0
-0.44952,1,0.07,0.5,0.07,0
-0.44814,1,0.071,0.5,0.071,0
-0.44656,1,0.072,0.5,0.072,0
-0.44497,1,0.073,0.5,0.073,0
-0.44339,1,0.074,0.5,0.074,0
-0.4418,1,0.075,0.5,0.075,0
-0.44022,1,0.076,0.5,0.076,0
-0.43864,1,0.077,0.5,0.077,0
-0.43705,1,0.078,0.5,0.078,0
-0.43534,1,0.079,0.5,0.079,0
-0.4336,1,0.08,0.5,0.08,0
-0.43187,1,0.081,0.5,0.081,0
-0.43013,1,0.082,0.5,0.082,0
-0.4284,1,0.083,0.5,0.083,0
-0.42667,1,0.084,0.5,0.084,0
-0.42493,1,0.085,0.5,0.085,0
-0.42321,1,0.086,0.5,0.086,0
-0.42163,1,0.087,0.5,0.087,0
-0.42004,1,0.088,0.5,0.088,0
-0.41846,1,0.089,0.5,0.089,0
-0.41688,1,0.09,0.5,0.09,0
-0.4153,1,0.091,0.5,0.091,0
-0.41371,1,0.092,0.5,0.092,0
-0.41213,1,0.093,0.5,0.093,0
-0.41061,1,0.094,0.5,0.094,0
-0.40927,1,0.095,0.5,0.095,0
-0.40794,1,0.096,0.5,0.096,0
-0.4066,1,0.097,0.5,0.097,0
-0.40526,1,0.098,0.5,0.098,0
-0.40393,1,0.099,0.5,0.099,0
-0.40259,1,0.1,0.5,0.1,0
-0.40125,1,0.101,0.5,0.101,0
-0.40001,1,0.102,0.5,0.102,0
-0.39889,1,0.103,0.5,0.103,0
-0.39777,1,0.104,0.5,0.104,0
-0.39664,1,0.105,0.5,0.105,0
-0.39552,1,0.106,0.5,0.106,0
-0.3944,1,0.107,0.5,0.107,0
-0.39328,1,0.108,0.5,0.108,0
-0.39216,1,0.109,0.5,0.109,0
-0.39112,1,0.11,0.5,0.11,0
-0.39014,1,0.111,0.5,0.111,0
-0.38915,1,0.112,0.5,0.112,0
-0.38817,1,0.113,0.5,0.113,0
-0.38718,1,0.114,0.5,0.114,0
-0.3862,1,0.115,0.5,0.115,0
-0.38522,1,0.116,0.5,0.116,0
-0.38423,1,0.117,0.5,0.117,0
-0.3833,1,0.118,0.5,0.118,0
-0.38239,1,0.119,0.5,0.119,0
-0.38147,1,0.12,0.5,0.12,0
-0.38055,1,0.121,0.5,0.121,0
-0.37963,1,0.122,0.5,0.122,0
-0.37872,1,0.123,0.5,0.123,0
-0.3778,1,0.124,0.5,0.124,0
-0.37688,1,0.125,0.5,0.125,0
-0.37598,1,0.126,0.5,0.126,0
-0.37509,1,0.127,0.5,0.127,0
-0.37419,1,0.128,0.5,0.128,0
-0.37329,1,0.129,0.5,0.129,0
-0.37239,1,0.13,0.5,0.13,0
-0.3715,1,0.131,0.5,0.131,0
-0.3706,1,0.132,0.5,0.132,0
-0.3697,1,0.133,0.5,0.133,0
-0.3688,1,0.134,0.5,0.134,0
-0.36789,1,0.135,0.5,0.135,0
-0.36699,1,0.136,0.5,0.136,0
-0.36609,1,0.137,0.5,0.137,0
-0.36519,1,0.138,0.5,0.138,0
-0.36429,1,0.139,0.5,0.139,0
-0.36338,1,0.14,0.5,0.14,0
-0.36248,1,0.141,0.5,0.141,0
-0.36156,1,0.142,0.5,0.142,0
-0.36065,1,0.143,0.5,0.143,0
-0.35974,1,0.144,0.5,0.144,0
-0.35882,1,0.145,0.5,0.145,0
-0.35791,1,0.146,0.5,0.146,0
-0.357,1,0.147,0.5,0.147,0
-0.35608,1,0.148,0.5,0.148,0
-0.35516,1,0.149,0.5,0.149,0
-0.35424,1,0.15,0.5,0.15,0
-0.35331,1,0.151,0.5,0.151,0
-0.35239,1,0.152,0.5,0.152,0
-0.35147,1,0.153,0.5,0.153,0
-0.35054,1,0.154,0.5,0.154,0
-0.34962,1,0.155,0.5,0.155,0
-0.34869,1,0.156,0.5,0.156,0
-0.34777,1,0.157,0.5,0.157,0
-0.34683,1,0.158,0.5,0.158,0
-0.3459,1,0.159,0.5,0.159,0
-0.34497,1,0.16,0.5,0.16,0
-0.34404,1,0.161,0.5,0.161,0
-0.34311,1,0.162,0.5,0.162,0
-0.34218,1,0.163,0.5,0.163,0
-0.34125,1,0.164,0.5,0.164,0
-0.34032,1,0.165,0.5,0.165,0
-0.33938,1,0.166,0.5,0.166,0
-0.33845,1,0.167,0.5,0.167,0
-0.33752,1,0.168,0.5,0.168,0
-0.33658,1,0.169,0.5,0.169,0
-0.33565,1,0.17,0.5,0.17,0
-0.33471,1,0.171,0.5,0.171,0
-0.33378,1,0.172,0.5,0.172,0
-0.33285,1,0.173,0.5,0.173,0
-0.33191,1,0.174,0.5,0.174,0
-0.33098,1,0.175,0.5,0.175,0
-0.33004,1,0.176,0.5,0.176,0
