"v_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.0026619,1,0,0,0.5,0
0.022555,1,0.001,0.001,0.5,0
0.042448,1,0.002,0.002,0.5,0
0.062342,1,0.003,0.003,0.5,0
0.082235,1,0.004,0.004,0.5,0
0.10213,1,0.005,0.005,0.5,0
0.12202,1,0.006,0.006,0.5,0
0.14191,1,0.007,0.007,0.5,0
0.16069,1,0.008,0.008,0.5,0
0.17461,1,0.009,0.009,0.5,0
0.18854,1,0.01,0.01,0.5,0
0.20246,1,0.011,0.011,0.5,0
0.21639,1,0.012,0.012,0.5,0
0.23031,1,0.013,0.013,0.5,0
0.24424,1,0.014,0.014,0.5,0
0.25816,1,0.015,0.015,0.5,0
0.26996,1,0.016,0.016,0.5,0
0.27822,1,0.017,0.017,0.5,0
0.28648,1,0.018,0.018,0.5,0
0.29474,1,0.019,0.019,0.5,0
0.303,1,0.02,0.02,0.5,0
0.31126,1,0.021,0.021,0.5,0
0.31952,1,0.022,0.022,0.5,0
0.32778,1,0.023,0.023,0.5,0
0.3345,1,0.024,0.024,0.5,0
0.34002,1,0.025,0.025,0.5,0
0.34554,1,0.026,0.026,0.5,0
0.35105,1,0.027,0.027,0.5,0
0.35657,1,0.028,0.028,0.5,0
0.36209,1,0.029,0.029,0.5,0
0.36761,1,0.03,0.03,0.5,0
0.37313,1,0.031,0.031,0.5,0
0.37778,1,0.032,0.032,0.5,0
0.38215,1,0.033,0.033,0.5,0
0.38652,1,0.034,0.034,0.5,0
0.39089,1,0.035,0.035,0.5,0
0.39526,1,0.036,0.036,0.5,0
0.39962,1,0.037,0.037,0.5,0
0.40399,1,0.038,0.038,0.5,0
0.40836,1,0.039,0.039,0.5,0
0.41174,1,0.04,0.04,0.5,0
0.41504,1,0.041,0.041,0.5,0
0.41835,1,0.042,0.042,0.5,0
0.42166,1,0.043,0.043,0.5,0
0.42496,1,0.044,0.044,0.5,0
0.42827,1,0.045,0.045,0.5,0
0.43158,1,0.046,0.046,0.5,0
0.43474,1,0.047,0.047,0.5,0
0.43686,1,0.048,0.048,0.5,0
0.43899,1,0.049,0.049,0.5,0
0.44111,1,0.05,0.05,0.5,0
0.44324,1,0.051,0.051,0.5,0
0.44536,1,0.052,0.052,0.5,0
0.44749,1,0.053,0.053,0.5,0
0.44961,1,0.054,0.054,0.5,0
0.45138,1,0.055,0.055,0.5,0
0.45236,1,0.056,0.056,0.5,0
0.45334,1,0.057,0.057,0.5,0
0.45431,1,0.058,0.058,0.5,0
0.45529,1,0.059,0.059,0.5,0
0.45627,1,0.06,0.06,0.5,0
0.45725,1,0.061,0.061,0.5,0
0.45822,1,0.062,0.062,0.5,0
0.45872,1,0.063,0.063,0.5,0
0.45873,1,0.064,0.064,0.5,0
0.45874,1,0.065,0.065,0.5,0
0.45875,1,0.066,0.066,0.5,0
0.45876,1,0.067,0.067,0.5,0
0.45877,1,0.068,0.068,0.5,0
0.45878,1,0.069,0.069,0.5,0
0.45879,1,0.07,0.07,0.5,0
0.45831,1,0.071,0.071,0.5,0
0.45762,1,0.072,0.072,0.5,0
0.45692,1,0.073,0.073,0.5,0
0.45623,1,0.074,0.074,0.5,0
0.45553,1,0.075,0.075,0.5,0
0.45484,1,0.076,0.076,0.5,0
0.45414,1,0.077,0.077,0.5,0
0.45345,1,0.078,0.078,0.5,0
0.45238,1,0.079,0.079,0.5,0
0.45125,1,0.08,0.08,0.5,0
0.45013,1,0.081,0.081,0.5,0
0.449,1,0.082,0.082,0.5,0
0.44787,1,0.083,0.083,0.5,0
0.44675,1,0.084,0.084,0.5,0
0.44562,1,0.085,0.085,0.5,0
0.44448,1,0.086,0.086,0.5,0
0.44316,1,0.087,0.087,0.5,0
0.44183,1,0.088,0.088,0.5,0
0.4405,1,0.089,0.089,0.5,0
0.43918,1,0.09,0.09,0.5,0
0.43785,1,0.091,0.091,0.5,0
0.43652,1,0.092,0.092,0.5,0
0.4352,1,0.093,0.093,0.5,0
0.43386,1,0.094,0.094,0.5,0
0.43249,1,0.095,0.095,0.5,0
0.43112,1,0.096,0.096,0.5,0
0.42975,1,0.097,0.097,0.5,0
0.42838,1,0.098,0.098,0.5,0
0.42701,1,0.099,0.099,0.5,0
0.42564,1,0.1,0.1,0.5,0
0.42427,1,0.101,0.101,0.5,0
0.42292,1,0.102,0.102,0.5,0
0.4216,1,0.103,0.103,0.5,0
0.42027,1,0.104,0.104,0.5,0
0.41894,1,0.105,0.105,0.5,0
0.41762,1,0.106,0.106,0.5,0
0.41629,1,0.107,0.107,0.5,0
0.41496,1,0.108,0.108,0.5,0
0.41364,1,0.109,0.109,0.5,0
