"u_sol","Points:0","Points:1","Points:2"
0.00075822,0,0,0
0.0014784,0.0625,0,0
-0.0045756,0.125,0,0
0.021208,0.1875,0,0
0.039223,0.25,0,0
0.096698,0.3125,0,0
0.10163,0.375,0,0
0.0014154,0.4375,0,0
-0.077336,0.5,0,0
-0.12283,0.5625,0,0
-0.12614,0.625,0,0
-0.091262,0.6875,0,0
-0.026408,0.75,0,0
0.032062,0.8125,0,0
0.039492,0.875,0,0
0.017331,0.9375,0,0
0.0029846,1,0,0
-0.0027338,0,0.0625,0
0.0041582,0.0625,0.0625,0
-0.099453,0.125,0.0625,0
-0.11141,0.1875,0.0625,0
-0.016791,0.25,0.0625,0
-0.11339,0.3125,0.0625,0
-0.22858,0.375,0.0625,0
-0.28335,0.4375,0.0625,0
-0.31635,0.5,0.0625,0
-0.32215,0.5625,0.0625,0
-0.30541,0.625,0.0625,0
-0.26362,0.6875,0.0625,0
-0.19294,0.75,0.0625,0
-0.098561,0.8125,0.0625,0
-0.0063581,0.875,0.0625,0
0.0070512,0.9375,0.0625,0
-0.012065,1,0.0625,0
0.011855,0,0.125,0
-0.023179,0.0625,0.125,0
0.11977,0.125,0.125,0
0.12027,0.1875,0.125,0
-0.15485,0.25,0.125,0
-0.27355,0.3125,0.125,0
-0.31675,0.375,0.125,0
-0.32785,0.4375,0.125,0
-0.32339,0.5,0.125,0
-0.31829,0.5625,0.125,0
-0.31111,0.625,0.125,0
-0.29937,0.6875,0.125,0
-0.28081,0.75,0.125,0
-0.22374,0.8125,0.125,0
-0.12043,0.875,0.125,0
-0.0010862,0.9375,0.125,0
0.021472,1,0.125,0
-0.012314,0,0.1875,0
0.014582,0.0625,0.1875,0
-0.050211,0.125,0.1875,0
-0.2084,0.1875,0.1875,0
-0.27176,0.25,0.1875,0
-0.27772,0.3125,0.1875,0
-0.27235,0.375,0.1875,0
-0.26429,0.4375,0.1875,0
-0.26074,0.5,0.1875,0
-0.25445,0.5625,0.1875,0
-0.24461,0.625,0.1875,0
-0.23481,0.6875,0.1875,0
-0.22849,0.75,0.1875,0
-0.23409,0.8125,0.1875,0
-0.19273,0.875,0.1875,0
-0.070383,0.9375,0.1875,0
0.013707,1,0.1875,0
0.0034397,0,0.25,0
-0.0020675,0.0625,0.25,0
-0.084718,0.125,0.25,0
-0.17593,0.1875,0.25,0
-0.19019,0.25,0.25,0
-0.20013,0.3125,0.25,0
-0.21919,0.375,0.25,0
-0.22812,0.4375,0.25,0
-0.23068,0.5,0.25,0
-0.22783,0.5625,0.25,0
-0.22135,0.625,0.25,0
-0.21063,0.6875,0.25,0
-0.18908,0.75,0.25,0
-0.17216,0.8125,0.25,0
-0.17314,0.875,0.25,0
-0.12681,0.9375,0.25,0
-0.0056493,1,0.25,0
0.011681,0,0.3125,0
-0.035257,0.0625,0.3125,0
-0.1399,0.125,0.3125,0
-0.19006,0.1875,0.3125,0
-0.19237,0.25,0.3125,0
-0.19923,0.3125,0.3125,0
-0.19069,0.375,0.3125,0
-0.17933,0.4375,0.3125,0
-0.17479,0.5,0.3125,0
-0.17057,0.5625,0.3125,0
-0.16528,0.625,0.3125,0
-0.16112,0.6875,0.3125,0
-0.15909,0.75,0.3125,0
-0.14242,0.8125,0.3125,0
-0.12513,0.875,0.3125,0
-0.094172,0.9375,0.3125,0
-0.0067637,1,0.3125,0
0.0018499,0,0.375,0
-0.054627,0.0625,0.375,0
-0.098234,0.125,0.375,0
-0.098412,0.1875,0.375,0
-0.096045,0.25,0.375,0
-0.10226,0.3125,0.375,0
-0.10566,0.375,0.375,0
-0.12424,0.4375,0.375,0
-0.13555,0.5,0.375,0
-0.13538,0.5625,0.375,0
-0.12951,0.625,0.375,0
-0.1173,0.6875,0.375,0
-0.10873,0.75,0.375,0
-0.09805,0.8125,0.375,0
-0.089744,0.875,0.375,0
-0.073835,0.9375,0.375,0
-0.0066055,1,0.375,0
0.0031899,0,0.4375,0
-0.031847,0.0625,0.4375,0
-0.070998,0.125,0.4375,0
-0.088503,0.1875,0.4375,0
-0.097852,0.25,0.4375,0
-0.098611,0.3125,0.4375,0
-0.10054,0.375,0.4375,0
-0.099613,0.4375,0.4375,0
-0.084037,0.5,0.4375,0
-0.078644,0.5625,0.4375,0
-0.08098,0.625,0.4375,0
-0.076803,0.6875,0.4375,0
-0.074148,0.75,0.4375,0
-0.068362,0.8125,0.4375,0
-0.052111,0.875,0.4375,0
-0.042382,0.9375,0.4375,0
-0.0065903,1,0.4375,0
0.00043174,0,0.5,0
-0.011644,0.0625,0.5,0
-0.012668,0.125,0.5,0
-0.001755,0.1875,0.5,0
0.0028223,0.25,0.5,0
0.0010921,0.3125,0.5,0
-0.0042494,0.375,0.5,0
-0.0039745,0.4375,0.5,0
-0.014495,0.5,0.5,0
-0.027905,0.5625,0.5,0
-0.028008,0.625,0.5,0
-0.028416,0.6875,0.5,0
-0.025847,0.75,0.5,0
-0.027979,0.8125,0.5,0
-0.029442,0.875,0.5,0
-0.031445,0.9375,0.5,0
-0.0061481,1,0.5,0
0.0027055,0,0.5625,0
0.023385,0.0625,0.5625,0
0.020953,0.125,0.5625,0
0.0072068,0.1875,0.5625,0
-0.0012962,0.25,0.5625,0
0.00076656,0.3125,0.5625,0
0.0036531,0.375,0.5625,0
0.0098399,0.4375,0.5625,0
0.0065769,0.5,0.5625,0
0.01757,0.5625,0.5625,0
0.028652,0.625,0.5625,0
0.016256,0.6875,0.5625,0
0.0087121,0.75,0.5625,0
0.0012808,0.8125,0.5625,0
0.0015006,0.875,0.5625,0
-0.010631,0.9375,0.5625,0
-0.0070381,1,0.5625,0
-0.0016148,0,0.625,0
