"v_sol","Points:0","Points:1","Points:2"
-0.00025591,0,0,0
-0.0017113,0.0625,0,0
-0.028754,0.125,0,0
0.020533,0.1875,0,0
0.0063752,0.25,0,0
-0.027868,0.3125,0,0
0.0023775,0.375,0,0
0.0011838,0.4375,0,0
0.0068428,0.5,0,0
0.00058191,0.5625,0,0
0.0043943,0.625,0,0
-0.0010736,0.6875,0,0
0.005308,0.75,0,0
0.0038717,0.8125,0,0
0.010295,0.875,0,0
-0.0077706,0.9375,0,0
0.011084,1,0,0
-0.0049475,0,0.0625,0
0.012126,0.0625,0.0625,0
0.092391,0.125,0.0625,0
-0.1024,0.1875,0.0625,0
-0.018968,0.25,0.0625,0
0.028001,0.3125,0.0625,0
0.078474,0.375,0.0625,0
0.074542,0.4375,0.0625,0
0.043862,0.5,0.0625,0
0.011287,0.5625,0.0625,0
-0.024102,0.625,0.0625,0
-0.055258,0.6875,0.0625,0
-0.080911,0.75,0.0625,0
-0.06491,0.8125,0.0625,0
-0.020016,0.875,0.0625,0
0.033653,0.9375,0.0625,0
-0.010599,1,0.0625,0
-0.01234,0,0.125,0
0.032608,0.0625,0.125,0
0.027338,0.125,0.125,0
-0.029839,0.1875,0.125,0
0.094473,0.25,0.125,0
0.15182,0.3125,0.125,0
0.1277,0.375,0.125,0
0.097427,0.4375,0.125,0
0.04546,0.5,0.125,0
0.0071793,0.5625,0.125,0
-0.045985,0.625,0.125,0
-0.088103,0.6875,0.125,0
-0.14343,0.75,0.125,0
-0.16461,0.8125,0.125,0
-0.11935,0.875,0.125,0
0.0041084,0.9375,0.125,0
0.01873,1,0.125,0
0.0010762,0,0.1875,0
0.015,0.0625,0.1875,0
-0.026987,0.125,0.1875,0
0.18422,0.1875,0.1875,0
0.22334,0.25,0.1875,0
0.16748,0.3125,0.1875,0
0.13818,0.375,0.1875,0
0.083216,0.4375,0.1875,0
0.047442,0.5,0.1875,0
-0.0076631,0.5625,0.1875,0
-0.046564,0.625,0.1875,0
-0.10395,0.6875,0.1875,0
-0.14487,0.75,0.1875,0
-0.21333,0.8125,0.1875,0
-0.22329,0.875,0.1875,0
-0.13192,0.9375,0.1875,0
0.078318,1,0.1875,0
0.0072733,0,0.25,0
0.0086901,0.0625,0.25,0
0.14653,0.125,0.25,0
0.25104,0.1875,0.25,0
0.21691,0.25,0.25,0
0.17828,0.3125,0.25,0
0.13925,0.375,0.25,0
0.087034,0.4375,0.25,0
0.044517,0.5,0.25,0
-0.013214,0.5625,0.25,0
-0.058016,0.625,0.25,0
-0.11586,0.6875,0.25,0
-0.15997,0.75,0.25,0
-0.20699,0.8125,0.25,0
-0.27076,0.875,0.25,0
-0.24254,0.9375,0.25,0
-0.017076,1,0.25,0
-0.018905,0,0.3125,0
0.084384,0.0625,0.3125,0
0.24185,0.125,0.3125,0
0.28468,0.1875,0.3125,0
0.21746,0.25,0.3125,0
0.19712,0.3125,0.3125,0
0.1324,0.375,0.3125,0
0.091207,0.4375,0.3125,0
0.035094,0.5,0.3125,0
-0.011391,0.5625,0.3125,0
-0.070468,0.625,0.3125,0
-0.11761,0.6875,0.3125,0
-0.18343,0.75,0.3125,0
-0.21786,0.8125,0.3125,0
-0.28205,0.875,0.3125,0
-0.30893,0.9375,0.3125,0
-0.166,1,0.3125,0
9.9024e-05,0,0.375,0
0.16533,0.0625,0.375,0
0.29851,0.125,0.375,0
0.27966,0.1875,0.375,0
