"v_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.074487,1,0,0,0.5,0
0.082928,1,0.001,0.001,0.5,0
0.091369,1,0.002,0.002,0.5,0
0.09981,1,0.003,0.003,0.5,0
0.10825,1,0.004,0.004,0.5,0
0.11669,1,0.005,0.005,0.5,0
0.12513,1,0.006,0.006,0.5,0
0.13357,1,0.007,0.007,0.5,0
0.14202,1,0.008,0.008,0.5,0
0.15046,1,0.009,0.009,0.5,0
0.1589,1,0.01,0.01,0.5,0
0.16734,1,0.011,0.011,0.5,0
0.17578,1,0.012,0.012,0.5,0
0.18422,1,0.013,0.013,0.5,0
0.19266,1,0.014,0.014,0.5,0
0.2011,1,0.015,0.015,0.5,0
0.20955,1,0.016,0.016,0.5,0
0.21799,1,0.017,0.017,0.5,0
0.22643,1,0.018,0.018,0.5,0
0.23487,1,0.019,0.019,0.5,0
0.24331,1,0.02,0.02,0.5,0
0.25175,1,0.021,0.021,0.5,0
0.26019,1,0.022,0.022,0.5,0
0.26863,1,0.023,0.023,0.5,0
0.27707,1,0.024,0.024,0.5,0
0.28552,1,0.025,0.025,0.5,0
0.29396,1,0.026,0.026,0.5,0
0.3024,1,0.027,0.027,0.5,0
0.31084,1,0.028,0.028,0.5,0
0.31928,1,0.029,0.029,0.5,0
0.32772,1,0.03,0.03,0.5,0
0.33616,1,0.031,0.031,0.5,0
0.34023,1,0.032,0.032,0.5,0
0.34285,1,0.033,0.033,0.5,0
0.34546,1,0.034,0.034,0.5,0
0.34808,1,0.035,0.035,0.5,0
0.35069,1,0.036,0.036,0.5,0
0.3533,1,0.037,0.037,0.5,0
0.35592,1,0.038,0.038,0.5,0
0.35853,1,0.039,0.039,0.5,0
0.36115,1,0.04,0.04,0.5,0
0.36376,1,0.041,0.041,0.5,0
0.36637,1,0.042,0.042,0.5,0
0.36899,1,0.043,0.043,0.5,0
0.3716,1,0.044,0.044,0.5,0
0.37422,1,0.045,0.045,0.5,0
0.37683,1,0.046,0.046,0.5,0
0.37944,1,0.047,0.047,0.5,0
0.38206,1,0.048,0.048,0.5,0
0.38467,1,0.049,0.049,0.5,0
0.38729,1,0.05,0.05,0.5,0
0.3899,1,0.051,0.051,0.5,0
0.39251,1,0.052,0.052,0.5,0
0.39513,1,0.053,0.053,0.5,0
0.39774,1,0.054,0.054,0.5,0
