"v_sol","Points:0","Points:1","Points:2"
0.00026473,0,0,0
0.0011017,0.0625,0,0
0.0012661,0.125,0,0
0.0018837,0.1875,0,0
-0.0095554,0.25,0,0
-0.016204,0.3125,0,0
-0.0066457,0.375,0,0
0.00062109,0.4375,0,0
0.0020672,0.5,0,0
0.0032727,0.5625,0,0
0.0050253,0.625,0,0
0.011785,0.6875,0,0
0.011535,0.75,0,0
-0.00086923,0.8125,0,0
-0.0043874,0.875,0,0
-0.00080073,0.9375,0,0
-0.00045584,1,0,0
-0.0025439,0,0.0625,0
-0.0054473,0.0625,0.0625,0
-0.0055148,0.125,0.0625,0
-0.0051362,0.1875,0.0625,0
0.02551,0.25,0.0625,0
0.0535,0.3125,0.0625,0
0.056539,0.375,0.0625,0
0.033105,0.4375,0.0625,0
-0.0065658,0.5,0.0625,0
-0.04824,0.5625,0.0625,0
-0.076121,0.625,0.0625,0
-0.064988,0.6875,0.0625,0
-0.0068015,0.75,0.0625,0
0.03018,0.8125,0.0625,0
0.016963,0.875,0.0625,0
0.0040029,0.9375,0.0625,0
0.00057314,1,0.0625,0
-0.007824,0,0.125,0
-0.022306,0.0625,0.125,0
0.014053,0.125,0.125,0
0.081836,0.1875,0.125,0
0.14508,0.25,0.125,0
0.15076,0.3125,0.125,0
0.11092,0.375,0.125,0
0.053734,0.4375,0.125,0
-0.010506,0.5,0.125,0
-0.07752,0.5625,0.125,0
-0.14053,0.625,0.125,0
-0.17554,0.6875,0.125,0
-0.14327,0.75,0.125,0
-0.035429,0.8125,0.125,0
0.032078,0.875,0.125,0
0.020414,0.9375,0.125,0
0.0002942,1,0.125,0
-0.031551,0,0.1875,0
-0.00118,0.0625,0.1875,0
0.11578,0.125,0.1875,0
0.2129,0.1875,0.1875,0
0.2345,0.25,0.1875,0
0.18786,0.3125,0.1875,0
0.12348,0.375,0.1875,0
0.057267,0.4375,0.1875,0
-0.0079366,0.5,0.1875,0
-0.073917,0.5625,0.1875,0
-0.14349,0.625,0.1875,0
-0.21607,0.6875,0.1875,0
-0.26193,0.75,0.1875,0
-0.21269,0.8125,0.1875,0
-0.041488,0.875,0.1875,0
0.042588,0.9375,0.1875,0
0.00021028,1,0.1875,0
-0.037305,0,0.25,0
0.08342,0.0625,0.25,0
0.23711,0.125,0.25,0
0.29725,0.1875,0.25,0
0.25843,0.25,0.25,0
0.18603,0.3125,0.25,0
0.11951,0.375,0.25,0
0.057069,0.4375,0.25,0
-0.005071,0.5,0.25,0
-0.068947,0.5625,0.25,0
-0.1316,0.625,0.25,0
-0.19589,0.6875,0.25,0
-0.27534,0.75,0.25,0
-0.33352,0.8125,0.25,0
-0.2388,0.875,0.25,0
0.014932,0.9375,0.25,0
0.028115,1,0.25,0
0.004417,0,0.3125,0
0.1891,0.0625,0.3125,0
0.32481,0.125,0.3125,0
0.32759,0.1875,0.3125,0
0.25328,0.25,0.3125,0
0.18455,0.3125,0.3125,0
0.12615,0.375,0.3125,0
0.063881,0.4375,0.3125,0
-0.0006723,0.5,0.3125,0
-0.065579,0.5625,0.3125,0
-0.13241,0.625,0.3125,0
-0.19513,0.6875,0.3125,0
-0.25189,0.75,0.3125,0
-0.33501,0.8125,0.3125,0
-0.38982,0.875,0.3125,0
-0.1438,0.9375,0.3125,0
0.085518,1,0.3125,0
0.061644,0,0.375,0
0.28159,0.0625,0.375,0
0.3735,0.125,0.375,0
0.33253,0.1875,0.375,0
0.25092,0.25,0.375,0
0.19329,0.3125,0.375,0
0.1318,0.375,0.375,0
0.066056,0.4375,0.375,0
0.0036166,0.5,0.375,0
-0.058838,0.5625,0.375,0
-0.12201,0.625,0.375,0
-0.19318,0.6875,0.375,0
-0.26046,0.75,0.375,0
-0.31328,0.8125,0.375,0
-0.41096,0.875,0.375,0
-0.36377,0.9375,0.375,0
0.11674,1,0.375,0
0.10211,0,0.4375,0
0.3447,0.0625,0.4375,0
0.39706,0.125,0.4375,0
0.33442,0.1875,0.4375,0
0.25633,0.25,0.4375,0
0.20056,0.3125,0.4375,0
0.13366,0.375,0.4375,0
0.071096,0.4375,0.4375,0
0.0093524,0.5,0.4375,0
-0.055471,0.5625,0.4375,0
-0.11832,0.625,0.4375,0
-0.1785,0.6875,0.4375,0
-0.25599,0.75,0.4375,0
-0.32149,0.8125,0.4375,0
-0.38557,0.875,0.4375,0
-0.4705,0.9375,0.4375,0
-0.024798,1,0.4375,0
0.10315,0,0.5,0
0.37826,0.0625,0.5,0
0.40784,0.125,0.5,0
0.33938,0.1875,0.5,0
0.26214,0.25,0.5,0
0.20484,0.3125,0.5,0
0.1377,0.375,0.5,0
0.077067,0.4375,0.5,0
0.014659,0.5,0.5,0
-0.047266,0.5625,0.5,0
-0.11305,0.625,0.5,0
-0.176,0.6875,0.5,0
-0.23894,0.75,0.5,0
-0.32688,0.8125,0.5,0
-0.37166,0.875,0.5,0
-0.49048,0.9375,0.5,0
-0.21835,1,0.5,0
0.064075,0,0.5625,0
0.38092,0.0625,0.5625,0
0.4111,0.125,0.5625,0
0.3452,0.1875,0.5625,0
0.26648,0.25,0.5625,0
0.20816,0.3125,0.5625,0
0.14138,0.375,0.5625,0
0.081457,0.4375,0.5625,0
0.020457,0.5,0.5625,0
-0.042437,0.5625,0.5625,0
-0.1003,0.625,0.5625,0
-0.1707,0.6875,0.5625,0
-0.22288,0.75,0.5625,0
-0.3222,0.8125,0.5625,0
-0.36592,0.875,0.5625,0
-0.48533,0.9375,0.5625,0
-0.35487,1,0.5625,0
-0.0060394,0,0.625,0
0.34959,0.0625,0.625,0
0.40804,0.125,0.625,0
0.35039,0.1875,0.625,0
0.26973,0.25,0.625,0
0.20802,0.3125,0.625,0
0.14603,0.375,0.625,0
0.083597,0.4375,0.625,0
0.026071,0.5,0.625,0
-0.034129,0.5625,0.625,0
-0.089179,0.625,0.625,0
-0.16037,0.6875,0.625,0
-0.20567,0.75,0.625,0
-0.30734,0.8125,0.625,0
-0.35811,0.875,0.625,0
-0.45982,0.9375,0.625,0
-0.44766,1,0.625,0
-0.058349,0,0.6875,0
0.26854,0.0625,0.6875,0
0.39091,0.125,0.6875,0
0.35186,0.1875,0.6875,0
0.2744,0.25,0.6875,0
0.20521,0.3125,0.6875,0
0.14588,0.375,0.6875,0
0.086801,0.4375,0.6875,0
0.030659,0.5,0.6875,0
-0.02496,0.5625,0.6875,0
-0.078208,0.625,0.6875,0
-0.14283,0.6875,0.6875,0
-0.1833,0.75,0.6875,0
-0.28821,0.8125,0.6875,0
-0.33723,0.875,0.6875,0
-0.41561,0.9375,0.6875,0
-0.50947,1,0.6875,0
-0.060856,0,0.75,0
0.14023,0.0625,0.75,0
0.34454,0.125,0.75,0
0.34688,0.1875,0.75,0
0.27738,0.25,0.75,0
0.20291,0.3125,0.75,0
0.141,0.375,0.75,0
0.085466,0.4375,0.75,0
0.034555,0.5,0.75,0
-0.01673,0.5625,0.75,0
-0.064498,0.625,0.75,0
-0.11633,0.6875,0.75,0
-0.15932,0.75,0.75,0
-0.2649,0.8125,0.75,0
-0.29361,0.875,0.75,0
-0.34795,0.9375,0.75,0
-0.5584,1,0.75,0
-0.0090424,0,0.8125,0
0.019354,0.0625,0.8125,0
0.23761,0.125,0.8125,0
0.31575,0.1875,0.8125,0
0.27257,0.25,0.8125,0
0.19901,0.3125,0.8125,0
0.13404,0.375,0.8125,0
0.080459,0.4375,0.8125,0
0.035229,0.5,0.8125,0
-0.0074677,0.5625,0.8125,0
-0.044892,0.625,0.8125,0
-0.09157,0.6875,0.8125,0
-0.14174,0.75,0.8125,0
-0.2248,0.8125,0.8125,0
-0.21392,0.875,0.8125,0
-0.26221,0.9375,0.8125,0
-0.60581,1,0.8125,0
-0.12059,0,0.875,0
0.013843,0.0625,0.875,0
0.12487,0.125,0.875,0
0.22894,0.1875,0.875,0
0.23182,0.25,0.875,0
0.17945,0.3125,0.875,0
0.1216,0.375,0.875,0
0.072673,0.4375,0.875,0
0.034072,0.5,0.875,0
-0.0017801,0.5625,0.875,0
-0.033457,0.625,0.875,0
-0.074748,0.6875,0.875,0
-0.10176,0.75,0.875,0
-0.13935,0.8125,0.875,0
-0.10599,0.875,0.875,0
-0.16547,0.9375,0.875,0
-0.64882,1,0.875,0
-0.088817,0,0.9375,0
0.034246,0.0625,0.9375,0
0.070637,0.125,0.9375,0
0.086278,0.1875,0.9375,0
0.11892,0.25,0.9375,0
0.10243,0.3125,0.9375,0
0.076839,0.375,0.9375,0
0.047756,0.4375,0.9375,0
0.027162,0.5,0.9375,0
0.0043794,0.5625,0.9375,0
-0.0058798,0.625,0.9375,0
-0.024927,0.6875,0.9375,0
-0.021369,0.75,0.9375,0
-0.036039,0.8125,0.9375,0
-0.019811,0.875,0.9375,0
-0.065396,0.9375,0.9375,0
-0.70164,1,0.9375,0
0.1461,0,1,0
0.011656,0.0625,1,0
-0.00985,0.125,1,0
-0.015076,0.1875,1,0
-0.015594,0.25,1,0
-0.0057042,0.3125,1,0
-0.00095405,0.375,1,0
0.0016236,0.4375,1,0
0.0035091,0.5,1,0
0.0044662,0.5625,1,0
0.00578,0.625,1,0
0.0051956,0.6875,1,0
0.0064069,0.75,1,0
0.0062885,0.8125,1,0
0.0023802,0.875,1,0
0.0048401,0.9375,1,0
-0.15604,1,1,0
