"u_sol","Points:0","Points:1","Points:2"
-6.5847e-06,0,0,0
-0.00013894,0.03125,0,0
0.00030202,0.0625,0,0
0.0010185,0.09375,0,0
0.0012436,0.125,0,0
0.0016101,0.15625,0,0
0.0028688,0.1875,0,0
0.00077591,0.21875,0,0
0.0034653,0.25,0,0
0.015361,0.28125,0,0
0.025574,0.3125,0,0
0.031131,0.34375,0,0
0.029183,0.375,0,0
0.017948,0.40625,0,0
-0.00055281,0.4375,0,0
-0.021678,0.46875,0,0
-0.040166,0.5,0,0
-0.050963,0.53125,0,0
-0.048888,0.5625,0,0
-0.03208,0.59375,0,0
-0.0035403,0.625,0,0
0.028661,0.65625,0,0
0.052638,0.6875,0,0
0.05923,0.71875,0,0
0.048358,0.75,0,0
0.030974,0.78125,0,0
0.015121,0.8125,0,0
0.0030282,0.84375,0,0
-0.00093024,0.875,0,0
-0.0014635,0.90625,0,0
-0.00081716,0.9375,0,0
-0.00032452,0.96875,0,0
3.8653e-05,1,0,0
-0.00026761,0,0.03125,0
0.001215,0.03125,0.03125,0
0.0059957,0.0625,0.03125,0
0.011095,0.09375,0.03125,0
0.014386,0.125,0.03125,0
0.015121,0.15625,0.03125,0
0.015319,0.1875,0.03125,0
0.019154,0.21875,0.03125,0
0.01515,0.25,0.03125,0
-0.0094751,0.28125,0.03125,0
-0.060232,0.3125,0.03125,0
-0.13094,0.34375,0.03125,0
-0.20708,0.375,0.03125,0
-0.27439,0.40625,0.03125,0
-0.32454,0.4375,0.03125,0
-0.35449,0.46875,0.03125,0
-0.36395,0.5,0.03125,0
-0.35347,0.53125,0.03125,0
-0.32434,0.5625,0.03125,0
-0.27699,0.59375,0.03125,0
-0.21226,0.625,0.03125,0
-0.13426,0.65625,0.03125,0
-0.052725,0.6875,0.03125,0
0.017039,0.71875,0.03125,0
0.061478,0.75,0.03125,0
0.07643,0.78125,0.03125,0
0.070054,0.8125,0.03125,0
0.051316,0.84375,0.03125,0
0.027582,0.875,0.03125,0
0.011707,0.90625,0.03125,0
0.0033975,0.9375,0.03125,0
0.00029643,0.96875,0.03125,0
-7.6594e-05,1,0.03125,0
-0.00064491,0,0.0625,0
0.0030495,0.03125,0.0625,0
0.010727,0.0625,0.0625,0
0.016,0.09375,0.0625,0
0.015693,0.125,0.0625,0
0.013861,0.15625,0.0625,0
0.0083098,0.1875,0.0625,0
-0.019381,0.21875,0.0625,0
-0.085042,0.25,0.0625,0
-0.18093,0.28125,0.0625,0
-0.27647,0.3125,0.0625,0
-0.35292,0.34375,0.0625,0
-0.40532,0.375,0.0625,0
-0.43753,0.40625,0.0625,0
-0.4555,0.4375,0.0625,0
-0.46398,0.46875,0.0625,0
-0.46563,0.5,0.0625,0
-0.46143,0.53125,0.0625,0
-0.45039,0.5625,0.0625,0
-0.43021,0.59375,0.0625,0
-0.39666,0.625,0.0625,0
-0.34408,0.65625,0.0625,0
-0.26894,0.6875,0.0625,0
-0.17668,0.71875,0.0625,0
-0.086618,0.75,0.0625,0
-0.021826,0.78125,0.0625,0
0.01194,0.8125,0.0625,0
0.028466,0.84375,0.0625,0
0.03179,0.875,0.0625,0
0.020338,0.90625,0.0625,0
0.009681,0.9375,0.0625,0
0.0026239,0.96875,0.0625,0
-0.00048845,1,0.0625,0
-0.0012562,0,0.09375,0
0.0059362,0.03125,0.09375,0
0.01574,0.0625,0.09375,0
0.015199,0.09375,0.09375,0
0.0086964,0.125,0.09375,0
-0.0057262,0.15625,0.09375,0
-0.054079,0.1875,0.09375,0
-0.14808,0.21875,0.09375,0
-0.25643,0.25,0.09375,0
-0.34458,0.28125,0.09375,0
-0.40153,0.3125,0.09375,0
-0.4318,0.34375,0.09375,0
-0.44583,0.375,0.09375,0
-0.45176,0.40625,0.09375,0
-0.45387,0.4375,0.09375,0
-0.45387,0.46875,0.09375,0
-0.45253,0.5,0.09375,0
-0.45061,0.53125,0.09375,0
-0.44924,0.5625,0.09375,0
-0.44871,0.59375,0.09375,0
-0.44714,0.625,0.09375,0
-0.43796,0.65625,0.09375,0
-0.40825,0.6875,0.09375,0
-0.34338,0.71875,0.09375,0
-0.24096,0.75,0.09375,0
-0.12611,0.78125,0.09375,0
-0.042144,0.8125,0.09375,0
-0.0062424,0.84375,0.09375,0
0.0084779,0.875,0.09375,0
0.015956,0.90625,0.09375,0
0.010078,0.9375,0.09375,0
0.0031084,0.96875,0.09375,0
-0.0005519,1,0.09375,0
-0.0018607,0,0.125,0
0.0097232,0.03125,0.125,0
0.015456,0.0625,0.125,0
0.0054186,0.09375,0.125,0
-0.014964,0.125,0.125,0
-0.073802,0.15625,0.125,0
-0.17767,0.1875,0.125,0
-0.28434,0.21875,0.125,0
-0.35952,0.25,0.125,0
-0.39735,0.28125,0.125,0
-0.40889,0.3125,0.125,0
-0.40782,0.34375,0.125,0
-0.40282,0.375,0.125,0
-0.3976,0.40625,0.125,0
-0.39332,0.4375,0.125,0
-0.39002,0.46875,0.125,0
-0.38749,0.5,0.125,0
-0.38561,0.53125,0.125,0
-0.38463,0.5625,0.125,0
-0.38619,0.59375,0.125,0
-0.39282,0.625,0.125,0
-0.40614,0.65625,0.125,0
-0.42172,0.6875,0.125,0
-0.42256,0.71875,0.125,0
-0.3812,0.75,0.125,0
-0.2809,0.78125,0.125,0
-0.14575,0.8125,0.125,0
-0.040862,0.84375,0.125,0
-0.0038016,0.875,0.125,0
0.0040246,0.90625,0.125,0
0.0079091,0.9375,0.125,0
0.0033063,0.96875,0.125,0
-0.00063848,1,0.125,0
-0.0017734,0,0.15625,0
0.01059,0.03125,0.15625,0
0.0057658,0.0625,0.15625,0
-0.017284,0.09375,0.15625,0
-0.074898,0.125,0.15625,0
-0.17738,0.15625,0.15625,0
-0.2801,0.1875,0.15625,0
-0.34561,0.21875,0.15625,0
-0.37021,0.25,0.15625,0
-0.3703,0.28125,0.15625,0
-0.36275,0.3125,0.15625,0
-0.35655,0.34375,0.15625,0
-0.35432,0.375,0.15625,0
-0.35537,0.40625,0.15625,0
-0.35784,0.4375,0.15625,0
-0.35995,0.46875,0.15625,0
-0.36056,0.5,0.15625,0
-0.35936,0.53125,0.15625,0
-0.35669,0.5625,0.15625,0
-0.35289,0.59375,0.15625,0
-0.34916,0.625,0.15625,0
-0.3489,0.65625,0.15625,0
-0.35812,0.6875,0.15625,0
-0.37984,0.71875,0.15625,0
-0.40006,0.75,0.15625,0
-0.38156,0.78125,0.15625,0
-0.29058,0.8125,0.15625,0
-0.14535,0.84375,0.15625,0
-0.029661,0.875,0.15625,0
0.0015357,0.90625,0.15625,0
0.0035006,0.9375,0.15625,0
0.0012446,0.96875,0.15625,0
-0.00032897,1,0.15625,0
-2.3226e-05,0,0.1875,0
0.0052573,0.03125,0.1875,0
-0.013131,0.0625,0.1875,0
-0.062881,0.09375,0.1875,0
-0.15569,0.125,0.1875,0
-0.25523,0.15625,0.1875,0
-0.31741,0.1875,0.1875,0
-0.33629,0.21875,0.1875,0
-0.33169,0.25,0.1875,0
-0.32348,0.28125,0.1875,0
-0.32042,0.3125,0.1875,0
-0.32287,0.34375,0.1875,0
-0.3276,0.375,0.1875,0
-0.33163,0.40625,0.1875,0
-0.33387,0.4375,0.1875,0
-0.33466,0.46875,0.1875,0
-0.3348,0.5,0.1875,0
-0.33482,0.53125,0.1875,0
-0.33478,0.5625,0.1875,0
-0.33449,0.59375,0.1875,0
-0.33308,0.625,0.1875,0
-0.32918,0.65625,0.1875,0
-0.3233,0.6875,0.1875,0
-0.32268,0.71875,0.1875,0
-0.33893,0.75,0.1875,0
-0.36601,0.78125,0.1875,0
-0.36001,0.8125,0.1875,0
-0.27233,0.84375,0.1875,0
-0.12104,0.875,0.1875,0
-0.010989,0.90625,0.1875,0
0.0023225,0.9375,0.1875,0
0.0035054,0.96875,0.1875,0
-0.00037932,1,0.1875,0
0.002414,0,0.21875,0
-0.0051443,0.03125,0.21875,0
-0.043853,0.0625,0.21875,0
-0.12099,0.09375,0.21875,0
-0.21569,0.125,0.21875,0
-0.28096,0.15625,0.21875,0
-0.30123,0.1875,0.21875,0
-0.29611,0.21875,0.21875,0
-0.28858,0.25,0.21875,0
