"u_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.040166,1,0,0.5,0,0
-0.050527,1,0.001,0.5,0.001,0
-0.060888,1,0.002,0.5,0.002,0
-0.071249,1,0.003,0.5,0.003,0
-0.08161,1,0.004,0.5,0.004,0
-0.091971,1,0.005,0.5,0.005,0
-0.10233,1,0.006,0.5,0.006,0
-0.11269,1,0.007,0.5,0.007,0
-0.12305,1,0.008,0.5,0.008,0
-0.13342,1,0.009,0.5,0.009,0
-0.14378,1,0.01,0.5,0.01,0
-0.15414,1,0.011,0.5,0.011,0
-0.1645,1,0.012,0.5,0.012,0
-0.17486,1,0.013,0.5,0.013,0
-0.18522,1,0.014,0.5,0.014,0
-0.19558,1,0.015,0.5,0.015,0
-0.20594,1,0.016,0.5,0.016,0
-0.2163,1,0.017,0.5,0.017,0
-0.22666,1,0.018,0.5,0.018,0
-0.23703,1,0.019,0.5,0.019,0
-0.24739,1,0.02,0.5,0.02,0
-0.25775,1,0.021,0.5,0.021,0
-0.26811,1,0.022,0.5,0.022,0
-0.27847,1,0.023,0.5,0.023,0
-0.28883,1,0.024,0.5,0.024,0
-0.29919,1,0.025,0.5,0.025,0
-0.30955,1,0.026,0.5,0.026,0
-0.31991,1,0.027,0.5,0.027,0
-0.33027,1,0.028,0.5,0.028,0
-0.34064,1,0.029,0.5,0.029,0
-0.351,1,0.03,0.5,0.03,0
-0.36136,1,0.031,0.5,0.031,0
-0.36639,1,0.032,0.5,0.032,0
-0.36964,1,0.033,0.5,0.033,0
-0.3729,1,0.034,0.5,0.034,0
-0.37615,1,0.035,0.5,0.035,0
-0.3794,1,0.036,0.5,0.036,0
-0.38266,1,0.037,0.5,0.037,0
-0.38591,1,0.038,0.5,0.038,0
-0.38917,1,0.039,0.5,0.039,0
-0.39242,1,0.04,0.5,0.04,0
-0.39567,1,0.041,0.5,0.041,0
-0.39893,1,0.042,0.5,0.042,0
-0.40218,1,0.043,0.5,0.043,0
-0.40544,1,0.044,0.5,0.044,0
-0.40869,1,0.045,0.5,0.045,0
-0.41194,1,0.046,0.5,0.046,0
-0.4152,1,0.047,0.5,0.047,0
-0.41845,1,0.048,0.5,0.048,0
-0.42171,1,0.049,0.5,0.049,0
-0.42496,1,0.05,0.5,0.05,0
-0.42821,1,0.051,0.5,0.051,0
-0.43147,1,0.052,0.5,0.052,0
-0.43472,1,0.053,0.5,0.053,0
-0.43798,1,0.054,0.5,0.054,0
-0.44123,1,0.055,0.5,0.055,0
-0.44448,1,0.056,0.5,0.056,0
-0.44774,1,0.057,0.5,0.057,0
-0.45099,1,0.058,0.5,0.058,0
-0.45425,1,0.059,0.5,0.059,0
-0.4575,1,0.06,0.5,0.06,0
-0.46075,1,0.061,0.5,0.061,0
-0.46401,1,0.062,0.5,0.062,0
-0.46542,1,0.063,0.5,0.063,0
-0.46501,1,0.064,0.5,0.064,0
-0.46459,1,0.065,0.5,0.065,0
-0.46417,1,0.066,0.5,0.066,0
-0.46375,1,0.067,0.5,0.067,0
-0.46333,1,0.068,0.5,0.068,0
-0.46291,1,0.069,0.5,0.069,0
-0.46249,1,0.07,0.5,0.07,0
-0.46207,1,0.071,0.5,0.071,0
-0.46165,1,0.072,0.5,0.072,0
-0.46123,1,0.073,0.5,0.073,0
-0.46081,1,0.074,0.5,0.074,0
-0.46039,1,0.075,0.5,0.075,0
-0.45997,1,0.076,0.5,0.076,0
-0.45956,1,0.077,0.5,0.077,0
-0.45914,1,0.078,0.5,0.078,0
-0.45872,1,0.079,0.5,0.079,0
-0.4583,1,0.08,0.5,0.08,0
-0.45788,1,0.081,0.5,0.081,0
-0.45746,1,0.082,0.5,0.082,0
-0.45704,1,0.083,0.5,0.083,0
-0.45662,1,0.084,0.5,0.084,0
-0.4562,1,0.085,0.5,0.085,0
-0.45578,1,0.086,0.5,0.086,0
-0.45536,1,0.087,0.5,0.087,0
-0.45494,1,0.088,0.5,0.088,0
-0.45453,1,0.089,0.5,0.089,0
-0.45411,1,0.09,0.5,0.09,0
-0.45369,1,0.091,0.5,0.091,0
-0.45327,1,0.092,0.5,0.092,0
-0.45285,1,0.093,0.5,0.093,0
-0.45201,1,0.094,0.5,0.094,0
-0.44993,1,0.095,0.5,0.095,0
-0.44785,1,0.096,0.5,0.096,0
-0.44577,1,0.097,0.5,0.097,0
-0.44369,1,0.098,0.5,0.098,0
-0.44161,1,0.099,0.5,0.099,0
-0.43953,1,0.1,0.5,0.1,0
-0.43744,1,0.101,0.5,0.101,0
-0.43536,1,0.102,0.5,0.102,0
-0.43328,1,0.103,0.5,0.103,0
-0.4312,1,0.104,0.5,0.104,0
-0.42912,1,0.105,0.5,0.105,0
-0.42704,1,0.106,0.5,0.106,0
-0.42496,1,0.107,0.5,0.107,0
-0.42287,1,0.108,0.5,0.108,0
-0.42079,1,0.109,0.5,0.109,0
-0.41871,1,0.11,0.5,0.11,0
-0.41663,1,0.111,0.5,0.111,0
-0.41455,1,0.112,0.5,0.112,0
-0.41247,1,0.113,0.5,0.113,0
-0.41039,1,0.114,0.5,0.114,0
-0.40831,1,0.115,0.5,0.115,0
-0.40622,1,0.116,0.5,0.116,0
-0.40414,1,0.117,0.5,0.117,0
-0.40206,1,0.118,0.5,0.118,0
-0.39998,1,0.119,0.5,0.119,0
-0.3979,1,0.12,0.5,0.12,0
-0.39582,1,0.121,0.5,0.121,0
-0.39374,1,0.122,0.5,0.122,0
-0.39165,1,0.123,0.5,0.123,0
-0.38957,1,0.124,0.5,0.124,0
-0.38749,1,0.125,0.5,0.125,0
-0.38663,1,0.126,0.5,0.126,0
-0.38577,1,0.127,0.5,0.127,0
-0.38491,1,0.128,0.5,0.128,0
-0.38404,1,0.129,0.5,0.129,0
-0.38318,1,0.13,0.5,0.13,0
-0.38232,1,0.131,0.5,0.131,0
-0.38146,1,0.132,0.5,0.132,0
-0.3806,1,0.133,0.5,0.133,0
-0.37974,1,0.134,0.5,0.134,0
-0.37887,1,0.135,0.5,0.135,0
-0.37801,1,0.136,0.5,0.136,0
-0.37715,1,0.137,0.5,0.137,0
-0.37629,1,0.138,0.5,0.138,0
-0.37543,1,0.139,0.5,0.139,0
-0.37456,1,0.14,0.5,0.14,0
-0.3737,1,0.141,0.5,0.141,0
-0.37284,1,0.142,0.5,0.142,0
-0.37198,1,0.143,0.5,0.143,0
-0.37112,1,0.144,0.5,0.144,0
-0.37026,1,0.145,0.5,0.145,0
-0.36939,1,0.146,0.5,0.146,0
-0.36853,1,0.147,0.5,0.147,0
-0.36767,1,0.148,0.5,0.148,0
-0.36681,1,0.149,0.5,0.149,0
-0.36595,1,0.15,0.5,0.15,0
-0.36508,1,0.151,0.5,0.151,0
-0.36422,1,0.152,0.5,0.152,0
-0.36336,1,0.153,0.5,0.153,0
-0.3625,1,0.154,0.5,0.154,0
-0.36164,1,0.155,0.5,0.155,0
-0.36078,1,0.156,0.5,0.156,0
-0.35994,1,0.157,0.5,0.157,0
-0.35912,1,0.158,0.5,0.158,0
-0.35829,1,0.159,0.5,0.159,0
-0.35747,1,0.16,0.5,0.16,0
-0.35664,1,0.161,0.5,0.161,0
-0.35582,1,0.162,0.5,0.162,0
-0.355,1,0.163,0.5,0.163,0
-0.35417,1,0.164,0.5,0.164,0
-0.35335,1,0.165,0.5,0.165,0
-0.35252,1,0.166,0.5,0.166,0
-0.3517,1,0.167,0.5,0.167,0
-0.35087,1,0.168,0.5,0.168,0
-0.35005,1,0.169,0.5,0.169,0
-0.34923,1,0.17,0.5,0.17,0
-0.3484,1,0.171,0.5,0.171,0
-0.34758,1,0.172,0.5,0.172,0
-0.34675,1,0.173,0.5,0.173,0
-0.34593,1,0.174,0.5,0.174,0
-0.3451,1,0.175,0.5,0.175,0
-0.34428,1,0.176,0.5,0.176,0
-0.34346,1,0.177,0.5,0.177,0
-0.34263,1,0.178,0.5,0.178,0
-0.34181,1,0.179,0.5,0.179,0
-0.34098,1,0.18,0.5,0.18,0
-0.34016,1,0.181,0.5,0.181,0
-0.33933,1,0.182,0.5,0.182,0
-0.33851,1,0.183,0.5,0.183,0
-0.33769,1,0.184,0.5,0.184,0
-0.33686,1,0.185,0.5,0.185,0
-0.33604,1,0.186,0.5,0.186,0
-0.33521,1,0.187,0.5,0.187,0
-0.33425,1,0.188,0.5,0.188,0
-0.33314,1,0.189,0.5,0.189,0
-0.33203,1,0.19,0.5,0.19,0
-0.33092,1,0.191,0.5,0.191,0
-0.32981,1,0.192,0.5,0.192,0
-0.3287,1,0.193,0.5,0.193,0
-0.3276,1,0.194,0.5,0.194,0
-0.32649,1,0.195,0.5,0.195,0
-0.32538,1,0.196,0.5,0.196,0
-0.32427,1,0.197,0.5,0.197,0
-0.32316,1,0.198,0.5,0.198,0
-0.32205,1,0.199,0.5,0.199,0
-0.32095,1,0.2,0.5,0.2,0
-0.31984,1,0.201,0.5,0.201,0
-0.31873,1,0.202,0.5,0.202,0
-0.31762,1,0.203,0.5,0.203,0
-0.31651,1,0.204,0.5,0.204,0
-0.3154,1,0.205,0.5,0.205,0
-0.31429,1,0.206,0.5,0.206,0
-0.31319,1,0.207,0.5,0.207,0
-0.31208,1,0.208,0.5,0.208,0
-0.31097,1,0.209,0.5,0.209,0
-0.30986,1,0.21,0.5,0.21,0
-0.30875,1,0.211,0.5,0.211,0
-0.30764,1,0.212,0.5,0.212,0
-0.30654,1,0.213,0.5,0.213,0
-0.30543,1,0.214,0.5,0.214,0
-0.30432,1,0.215,0.5,0.215,0
-0.30321,1,0.216,0.5,0.216,0
-0.3021,1,0.217,0.5,0.217,0
-0.30099,1,0.218,0.5,0.218,0
-0.29992,1,0.219,0.5,0.219,0
-0.29897,1,0.22,0.5,0.22,0
-0.29801,1,0.221,0.5,0.221,0
-0.29706,1,0.222,0.5,0.222,0
-0.2961,1,0.223,0.5,0.223,0
-0.29515,1,0.224,0.5,0.224,0
-0.29419,1,0.225,0.5,0.225,0
-0.29324,1,0.226,0.5,0.226,0
-0.29228,1,0.227,0.5,0.227,0
-0.29133,1,0.228,0.5,0.228,0
-0.29038,1,0.229,0.5,0.229,0
-0.28942,1,0.23,0.5,0.23,0
-0.28847,1,0.231,0.5,0.231,0
-0.28751,1,0.232,0.5,0.232,0
-0.28656,1,0.233,0.5,0.233,0
-0.2856,1,0.234,0.5,0.234,0
-0.28465,1,0.235,0.5,0.235,0
-0.28369,1,0.236,0.5,0.236,0
-0.28274,1,0.237,0.5,0.237,0
-0.28178,1,0.238,0.5,0.238,0
-0.28083,1,0.239,0.5,0.239,0
-0.27987,1,0.24,0.5,0.24,0
-0.27892,1,0.241,0.5,0.241,0
-0.27796,1,0.242,0.5,0.242,0
-0.27701,1,0.243,0.5,0.243,0
-0.27605,1,0.244,0.5,0.244,0
-0.2751,1,0.245,0.5,0.245,0
-0.27414,1,0.246,0.5,0.246,0
-0.27319,1,0.247,0.5,0.247,0
-0.27223,1,0.248,0.5,0.248,0
-0.27128,1,0.249,0.5,0.249,0
-0.27032,1,0.25,0.5,0.25,0
-0.26938,1,0.251,0.5,0.251,0
-0.26843,1,0.252,0.5,0.252,0
-0.26748,1,0.253,0.5,0.253,0
-0.26653,1,0.254,0.5,0.254,0
-0.26559,1,0.255,0.5,0.255,0
-0.26464,1,0.256,0.5,0.256,0
-0.26369,1,0.257,0.5,0.257,0
-0.26274,1,0.258,0.5,0.258,0
-0.2618,1,0.259,0.5,0.259,0
-0.26085,1,0.26,0.5,0.26,0
-0.2599,1,0.261,0.5,0.261,0
-0.25895,1,0.262,0.5,0.262,0
-0.25801,1,0.263,0.5,0.263,0
-0.25706,1,0.264,0.5,0.264,0
-0.25611,1,0.265,0.5,0.265,0
-0.25516,1,0.266,0.5,0.266,0
-0.25422,1,0.267,0.5,0.267,0
-0.25327,1,0.268,0.5,0.268,0
-0.25232,1,0.269,0.5,0.269,0
-0.25137,1,0.27,0.5,0.27,0
-0.25043,1,0.271,0.5,0.271,0
-0.24948,1,0.272,0.5,0.272,0
-0.24853,1,0.273,0.5,0.273,0
-0.24758,1,0.274,0.5,0.274,0
-0.24663,1,0.275,0.5,0.275,0
-0.24569,1,0.276,0.5,0.276,0
-0.24474,1,0.277,0.5,0.277,0
-0.24379,1,0.278,0.5,0.278,0
-0.24284,1,0.279,0.5,0.279,0
-0.2419,1,0.28,0.5,0.28,0
-0.24095,1,0.281,0.5,0.281,0
-0.23997,1,0.282,0.5,0.282,0
-0.23899,1,0.283,0.5,0.283,0
-0.23801,1,0.284,0.5,0.284,0
-0.23702,1,0.285,0.5,0.285,0
-0.23604,1,0.286,0.5,0.286,0
-0.23505,1,0.287,0.5,0.287,0
-0.23407,1,0.288,0.5,0.288,0
-0.23308,1,0.289,0.5,0.289,0
-0.2321,1,0.29,0.5,0.29,0
-0.23112,1,0.291,0.5,0.291,0
-0.23013,1,0.292,0.5,0.292,0
-0.22915,1,0.293,0.5,0.293,0
-0.22816,1,0.294,0.5,0.294,0
-0.22718,1,0.295,0.5,0.295,0
-0.22619,1,0.296,0.5,0.296,0
-0.22521,1,0.297,0.5,0.297,0
-0.22423,1,0.298,0.5,0.298,0
-0.22324,1,0.299,0.5,0.299,0
-0.22226,1,0.3,0.5,0.3,0
-0.22127,1,0.301,0.5,0.301,0
-0.22029,1,0.302,0.5,0.302,0
-0.2193,1,0.303,0.5,0.303,0
