"u_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.041793,1,0,0.5,0,0
-0.04615,1,0.001,0.5,0.001,0
-0.050507,1,0.002,0.5,0.002,0
-0.054863,1,0.003,0.5,0.003,0
-0.05922,1,0.004,0.5,0.004,0
-0.063577,1,0.005,0.5,0.005,0
-0.067934,1,0.006,0.5,0.006,0
-0.072291,1,0.007,0.5,0.007,0
-0.076648,1,0.008,0.5,0.008,0
-0.081005,1,0.009,0.5,0.009,0
-0.085361,1,0.01,0.5,0.01,0
-0.089718,1,0.011,0.5,0.011,0
-0.094075,1,0.012,0.5,0.012,0
-0.098432,1,0.013,0.5,0.013,0
-0.10279,1,0.014,0.5,0.014,0
-0.10715,1,0.015,0.5,0.015,0
-0.1115,1,0.016,0.5,0.016,0
-0.11586,1,0.017,0.5,0.017,0
-0.12022,1,0.018,0.5,0.018,0
-0.12457,1,0.019,0.5,0.019,0
-0.12893,1,0.02,0.5,0.02,0
-0.13329,1,0.021,0.5,0.021,0
-0.13764,1,0.022,0.5,0.022,0
-0.142,1,0.023,0.5,0.023,0
-0.14636,1,0.024,0.5,0.024,0
-0.15071,1,0.025,0.5,0.025,0
-0.15507,1,0.026,0.5,0.026,0
-0.15943,1,0.027,0.5,0.027,0
-0.16378,1,0.028,0.5,0.028,0
-0.16814,1,0.029,0.5,0.029,0
-0.1725,1,0.03,0.5,0.03,0
-0.17685,1,0.031,0.5,0.031,0
-0.18121,1,0.032,0.5,0.032,0
-0.18557,1,0.033,0.5,0.033,0
-0.18993,1,0.034,0.5,0.034,0
-0.19428,1,0.035,0.5,0.035,0
-0.19864,1,0.036,0.5,0.036,0
-0.203,1,0.037,0.5,0.037,0
-0.20735,1,0.038,0.5,0.038,0
-0.21171,1,0.039,0.5,0.039,0
-0.21607,1,0.04,0.5,0.04,0
-0.22042,1,0.041,0.5,0.041,0
-0.22478,1,0.042,0.5,0.042,0
-0.22914,1,0.043,0.5,0.043,0
-0.23349,1,0.044,0.5,0.044,0
-0.23785,1,0.045,0.5,0.045,0
-0.24221,1,0.046,0.5,0.046,0
-0.24656,1,0.047,0.5,0.047,0
-0.25092,1,0.048,0.5,0.048,0
-0.25528,1,0.049,0.5,0.049,0
-0.25963,1,0.05,0.5,0.05,0
-0.26399,1,0.051,0.5,0.051,0
-0.26835,1,0.052,0.5,0.052,0
-0.27271,1,0.053,0.5,0.053,0
-0.27706,1,0.054,0.5,0.054,0
-0.28142,1,0.055,0.5,0.055,0
-0.28578,1,0.056,0.5,0.056,0
-0.29013,1,0.057,0.5,0.057,0
-0.29449,1,0.058,0.5,0.058,0
-0.29885,1,0.059,0.5,0.059,0
-0.3032,1,0.06,0.5,0.06,0
-0.30756,1,0.061,0.5,0.061,0
-0.31192,1,0.062,0.5,0.062,0
-0.31442,1,0.063,0.5,0.063,0
-0.31506,1,0.064,0.5,0.064,0
-0.3157,1,0.065,0.5,0.065,0
-0.31633,1,0.066,0.5,0.066,0
-0.31697,1,0.067,0.5,0.067,0
-0.31761,1,0.068,0.5,0.068,0
-0.31825,1,0.069,0.5,0.069,0
-0.31889,1,0.07,0.5,0.07,0
-0.31953,1,0.071,0.5,0.071,0
-0.32017,1,0.072,0.5,0.072,0
-0.32081,1,0.073,0.5,0.073,0
-0.32145,1,0.074,0.5,0.074,0
-0.32209,1,0.075,0.5,0.075,0
-0.32273,1,0.076,0.5,0.076,0
-0.32337,1,0.077,0.5,0.077,0
-0.32401,1,0.078,0.5,0.078,0
-0.32465,1,0.079,0.5,0.079,0
-0.32529,1,0.08,0.5,0.08,0
-0.32593,1,0.081,0.5,0.081,0
-0.32657,1,0.082,0.5,0.082,0
-0.32721,1,0.083,0.5,0.083,0
-0.32785,1,0.084,0.5,0.084,0
-0.32849,1,0.085,0.5,0.085,0
-0.32913,1,0.086,0.5,0.086,0
-0.32977,1,0.087,0.5,0.087,0
-0.33041,1,0.088,0.5,0.088,0
-0.33105,1,0.089,0.5,0.089,0
-0.33169,1,0.09,0.5,0.09,0
-0.33233,1,0.091,0.5,0.091,0
-0.33297,1,0.092,0.5,0.092,0
-0.33361,1,0.093,0.5,0.093,0
-0.33425,1,0.094,0.5,0.094,0
-0.33489,1,0.095,0.5,0.095,0
-0.33553,1,0.096,0.5,0.096,0
-0.33617,1,0.097,0.5,0.097,0
-0.33681,1,0.098,0.5,0.098,0
-0.33745,1,0.099,0.5,0.099,0
-0.33809,1,0.1,0.5,0.1,0
-0.33873,1,0.101,0.5,0.101,0
-0.33937,1,0.102,0.5,0.102,0
-0.34001,1,0.103,0.5,0.103,0
-0.34065,1,0.104,0.5,0.104,0
-0.34129,1,0.105,0.5,0.105,0
-0.34193,1,0.106,0.5,0.106,0
-0.34257,1,0.107,0.5,0.107,0
-0.34321,1,0.108,0.5,0.108,0
-0.34385,1,0.109,0.5,0.109,0
-0.34449,1,0.11,0.5,0.11,0
-0.34513,1,0.111,0.5,0.111,0
-0.34577,1,0.112,0.5,0.112,0
