"v_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.046468,1,0,0,0.5,0
0.050755,1,0.001,0.001,0.5,0
0.055043,1,0.002,0.002,0.5,0
0.05933,1,0.003,0.003,0.5,0
0.063617,1,0.004,0.004,0.5,0
0.067904,1,0.005,0.005,0.5,0
0.072191,1,0.006,0.006,0.5,0
0.076478,1,0.007,0.007,0.5,0
0.080766,1,0.008,0.008,0.5,0
0.085053,1,0.009,0.009,0.5,0
0.08934,1,0.01,0.01,0.5,0
0.093627,1,0.011,0.011,0.5,0
0.097914,1,0.012,0.012,0.5,0
0.1022,1,0.013,0.013,0.5,0
0.10649,1,0.014,0.014,0.5,0
0.11078,1,0.015,0.015,0.5,0
0.11506,1,0.016,0.016,0.5,0
0.11935,1,0.017,0.017,0.5,0
0.12364,1,0.018,0.018,0.5,0
0.12792,1,0.019,0.019,0.5,0
0.13221,1,0.02,0.02,0.5,0
0.1365,1,0.021,0.021,0.5,0
0.14079,1,0.022,0.022,0.5,0
0.14507,1,0.023,0.023,0.5,0
0.14936,1,0.024,0.024,0.5,0
0.15365,1,0.025,0.025,0.5,0
0.15793,1,0.026,0.026,0.5,0
0.16222,1,0.027,0.027,0.5,0
0.16651,1,0.028,0.028,0.5,0
0.1708,1,0.029,0.029,0.5,0
0.17508,1,0.03,0.03,0.5,0
0.17937,1,0.031,0.031,0.5,0
0.18366,1,0.032,0.032,0.5,0
0.18795,1,0.033,0.033,0.5,0
0.19223,1,0.034,0.034,0.5,0
0.19652,1,0.035,0.035,0.5,0
0.20081,1,0.036,0.036,0.5,0
0.20509,1,0.037,0.037,0.5,0
0.20938,1,0.038,0.038,0.5,0
0.21367,1,0.039,0.039,0.5,0
0.21796,1,0.04,0.04,0.5,0
0.22224,1,0.041,0.041,0.5,0
0.22653,1,0.042,0.042,0.5,0
0.23082,1,0.043,0.043,0.5,0
0.2351,1,0.044,0.044,0.5,0
0.23939,1,0.045,0.045,0.5,0
0.24368,1,0.046,0.046,0.5,0
0.24797,1,0.047,0.047,0.5,0
0.25225,1,0.048,0.048,0.5,0
0.25654,1,0.049,0.049,0.5,0
0.26083,1,0.05,0.05,0.5,0
0.26511,1,0.051,0.051,0.5,0
0.2694,1,0.052,0.052,0.5,0
0.27369,1,0.053,0.053,0.5,0
0.27798,1,0.054,0.054,0.5,0
0.28226,1,0.055,0.055,0.5,0
0.28655,1,0.056,0.056,0.5,0
0.29084,1,0.057,0.057,0.5,0
0.29512,1,0.058,0.058,0.5,0
0.29941,1,0.059,0.059,0.5,0
0.3037,1,0.06,0.06,0.5,0
0.30799,1,0.061,0.061,0.5,0
0.31227,1,0.062,0.062,0.5,0
0.31495,1,0.063,0.063,0.5,0
0.31601,1,0.064,0.064,0.5,0
0.31707,1,0.065,0.065,0.5,0
0.31813,1,0.066,0.066,0.5,0
0.3192,1,0.067,0.067,0.5,0
0.32026,1,0.068,0.068,0.5,0
0.32132,1,0.069,0.069,0.5,0
0.32238,1,0.07,0.07,0.5,0
0.32344,1,0.071,0.071,0.5,0
0.32451,1,0.072,0.072,0.5,0
0.32557,1,0.073,0.073,0.5,0
0.32663,1,0.074,0.074,0.5,0
0.32769,1,0.075,0.075,0.5,0
0.32875,1,0.076,0.076,0.5,0
0.32982,1,0.077,0.077,0.5,0
0.33088,1,0.078,0.078,0.5,0
0.33194,1,0.079,0.079,0.5,0
0.333,1,0.08,0.08,0.5,0
0.33406,1,0.081,0.081,0.5,0
0.33513,1,0.082,0.082,0.5,0
0.33619,1,0.083,0.083,0.5,0
0.33725,1,0.084,0.084,0.5,0
0.33831,1,0.085,0.085,0.5,0
0.33937,1,0.086,0.086,0.5,0
0.34043,1,0.087,0.087,0.5,0
0.3415,1,0.088,0.088,0.5,0
0.34256,1,0.089,0.089,0.5,0
0.34362,1,0.09,0.09,0.5,0
0.34468,1,0.091,0.091,0.5,0
0.34574,1,0.092,0.092,0.5,0
0.34681,1,0.093,0.093,0.5,0
0.34787,1,0.094,0.094,0.5,0
0.34893,1,0.095,0.095,0.5,0
0.34999,1,0.096,0.096,0.5,0
0.35105,1,0.097,0.097,0.5,0
0.35212,1,0.098,0.098,0.5,0
0.35318,1,0.099,0.099,0.5,0
0.35424,1,0.1,0.1,0.5,0
0.3553,1,0.101,0.101,0.5,0
