"v_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.0028199,1,0,0,0.5,0
0.022511,1,0.001,0.001,0.5,0
0.042203,1,0.002,0.002,0.5,0
0.061894,1,0.003,0.003,0.5,0
0.081586,1,0.004,0.004,0.5,0
0.10128,1,0.005,0.005,0.5,0
0.12097,1,0.006,0.006,0.5,0
0.14066,1,0.007,0.007,0.5,0
0.15932,1,0.008,0.008,0.5,0
0.1735,1,0.009,0.009,0.5,0
0.18769,1,0.01,0.01,0.5,0
0.20187,1,0.011,0.011,0.5,0
0.21606,1,0.012,0.012,0.5,0
0.23024,1,0.013,0.013,0.5,0
0.24443,1,0.014,0.014,0.5,0
0.25861,1,0.015,0.015,0.5,0
0.27067,1,0.016,0.016,0.5,0
0.27921,1,0.017,0.017,0.5,0
0.28774,1,0.018,0.018,0.5,0
0.29627,1,0.019,0.019,0.5,0
0.3048,1,0.02,0.02,0.5,0
0.31334,1,0.021,0.021,0.5,0
0.32187,1,0.022,0.022,0.5,0
0.3304,1,0.023,0.023,0.5,0
0.33726,1,0.024,0.024,0.5,0
0.34281,1,0.025,0.025,0.5,0
0.34836,1,0.026,0.026,0.5,0
0.35391,1,0.027,0.027,0.5,0
0.35946,1,0.028,0.028,0.5,0
0.36501,1,0.029,0.029,0.5,0
0.37056,1,0.03,0.03,0.5,0
0.37611,1,0.031,0.031,0.5,0
0.38077,1,0.032,0.032,0.5,0
0.38512,1,0.033,0.033,0.5,0
0.38947,1,0.034,0.034,0.5,0
0.39383,1,0.035,0.035,0.5,0
0.39818,1,0.036,0.036,0.5,0
0.40254,1,0.037,0.037,0.5,0
0.40689,1,0.038,0.038,0.5,0
0.41125,1,0.039,0.039,0.5,0
0.41469,1,0.04,0.04,0.5,0
0.41807,1,0.041,0.041,0.5,0
0.42145,1,0.042,0.042,0.5,0
0.42483,1,0.043,0.043,0.5,0
0.42821,1,0.044,0.044,0.5,0
0.43159,1,0.045,0.045,0.5,0
0.43497,1,0.046,0.046,0.5,0
0.43821,1,0.047,0.047,0.5,0
0.44045,1,0.048,0.048,0.5,0
0.44268,1,0.049,0.049,0.5,0
0.44492,1,0.05,0.05,0.5,0
0.44716,1,0.051,0.051,0.5,0
0.44939,1,0.052,0.052,0.5,0
0.45163,1,0.053,0.053,0.5,0
0.45387,1,0.054,0.054,0.5,0
0.45575,1,0.055,0.055,0.5,0
0.45684,1,0.056,0.056,0.5,0
0.45793,1,0.057,0.057,0.5,0
0.45902,1,0.058,0.058,0.5,0
0.46011,1,0.059,0.059,0.5,0
0.4612,1,0.06,0.06,0.5,0
0.46229,1,0.061,0.061,0.5,0
0.46338,1,0.062,0.062,0.5,0
0.46398,1,0.063,0.063,0.5,0
0.46408,1,0.064,0.064,0.5,0
0.46419,1,0.065,0.065,0.5,0
0.46429,1,0.066,0.066,0.5,0
0.4644,1,0.067,0.067,0.5,0
0.4645,1,0.068,0.068,0.5,0
