"v_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.11119,1,0,0,0.5,0
0.11658,1,0.001,0.001,0.5,0
0.12198,1,0.002,0.002,0.5,0
0.12737,1,0.003,0.003,0.5,0
0.13276,1,0.004,0.004,0.5,0
0.13816,1,0.005,0.005,0.5,0
0.14355,1,0.006,0.006,0.5,0
0.14895,1,0.007,0.007,0.5,0
0.15434,1,0.008,0.008,0.5,0
0.15973,1,0.009,0.009,0.5,0
0.16513,1,0.01,0.01,0.5,0
0.17052,1,0.011,0.011,0.5,0
0.17592,1,0.012,0.012,0.5,0
0.18131,1,0.013,0.013,0.5,0
0.18671,1,0.014,0.014,0.5,0
0.1921,1,0.015,0.015,0.5,0
0.19749,1,0.016,0.016,0.5,0
0.20289,1,0.017,0.017,0.5,0
0.20828,1,0.018,0.018,0.5,0
0.21368,1,0.019,0.019,0.5,0
0.21907,1,0.02,0.02,0.5,0
0.22446,1,0.021,0.021,0.5,0
0.22986,1,0.022,0.022,0.5,0
0.23525,1,0.023,0.023,0.5,0
0.24065,1,0.024,0.024,0.5,0
0.24604,1,0.025,0.025,0.5,0
0.25143,1,0.026,0.026,0.5,0
0.25683,1,0.027,0.027,0.5,0
0.26222,1,0.028,0.028,0.5,0
0.26762,1,0.029,0.029,0.5,0
0.27301,1,0.03,0.03,0.5,0
0.27841,1,0.031,0.031,0.5,0
0.2838,1,0.032,0.032,0.5,0
0.28919,1,0.033,0.033,0.5,0
0.29459,1,0.034,0.034,0.5,0
0.29998,1,0.035,0.035,0.5,0
0.30538,1,0.036,0.036,0.5,0
0.31077,1,0.037,0.037,0.5,0
0.31616,1,0.038,0.038,0.5,0
0.32156,1,0.039,0.039,0.5,0
0.32695,1,0.04,0.04,0.5,0
0.33235,1,0.041,0.041,0.5,0
0.33774,1,0.042,0.042,0.5,0
0.34313,1,0.043,0.043,0.5,0
0.34853,1,0.044,0.044,0.5,0
0.35392,1,0.045,0.045,0.5,0
0.35932,1,0.046,0.046,0.5,0
0.36471,1,0.047,0.047,0.5,0
0.37011,1,0.048,0.048,0.5,0
0.3755,1,0.049,0.049,0.5,0
0.38089,1,0.05,0.05,0.5,0
0.38629,1,0.051,0.051,0.5,0
0.39168,1,0.052,0.052,0.5,0
0.39708,1,0.053,0.053,0.5,0
0.40247,1,0.054,0.054,0.5,0
0.40786,1,0.055,0.055,0.5,0
0.41326,1,0.056,0.056,0.5,0
0.41865,1,0.057,0.057,0.5,0
0.42405,1,0.058,0.058,0.5,0
0.42944,1,0.059,0.059,0.5,0
0.43484,1,0.06,0.06,0.5,0
0.44023,1,0.061,0.061,0.5,0
0.44562,1,0.062,0.062,0.5,0
0.44835,1,0.063,0.063,0.5,0
0.44842,1,0.064,0.064,0.5,0
0.44849,1,0.065,0.065,0.5,0
0.44856,1,0.066,0.066,0.5,0
0.44863,1,0.067,0.067,0.5,0
0.4487,1,0.068,0.068,0.5,0
0.44877,1,0.069,0.069,0.5,0
0.44884,1,0.07,0.07,0.5,0
0.44891,1,0.071,0.071,0.5,0
0.44898,1,0.072,0.072,0.5,0
0.44905,1,0.073,0.073,0.5,0
0.44911,1,0.074,0.074,0.5,0
0.44918,1,0.075,0.075,0.5,0
0.44925,1,0.076,0.076,0.5,0
0.44932,1,0.077,0.077,0.5,0
0.44939,1,0.078,0.078,0.5,0
0.44946,1,0.079,0.079,0.5,0
0.44953,1,0.08,0.08,0.5,0
0.4496,1,0.081,0.081,0.5,0
0.44967,1,0.082,0.082,0.5,0
0.44974,1,0.083,0.083,0.5,0
0.4498,1,0.084,0.084,0.5,0
0.44987,1,0.085,0.085,0.5,0
0.44994,1,0.086,0.086,0.5,0
0.45001,1,0.087,0.087,0.5,0
0.45008,1,0.088,0.088,0.5,0
0.45015,1,0.089,0.089,0.5,0
0.45022,1,0.09,0.09,0.5,0
0.45029,1,0.091,0.091,0.5,0
0.45036,1,0.092,0.092,0.5,0
0.45043,1,0.093,0.093,0.5,0
0.45049,1,0.094,0.094,0.5,0
0.45056,1,0.095,0.095,0.5,0
0.45063,1,0.096,0.096,0.5,0
0.4507,1,0.097,0.097,0.5,0
0.45077,1,0.098,0.098,0.5,0
0.45084,1,0.099,0.099,0.5,0
0.45091,1,0.1,0.1,0.5,0
0.45098,1,0.101,0.101,0.5,0
0.45105,1,0.102,0.102,0.5,0
0.45112,1,0.103,0.103,0.5,0
0.45119,1,0.104,0.104,0.5,0
0.45125,1,0.105,0.105,0.5,0
0.45132,1,0.106,0.106,0.5,0
0.45139,1,0.107,0.107,0.5,0
0.45146,1,0.108,0.108,0.5,0
0.45153,1,0.109,0.109,0.5,0
0.4516,1,0.11,0.11,0.5,0
0.45167,1,0.111,0.111,0.5,0
0.45174,1,0.112,0.112,0.5,0
0.45181,1,0.113,0.113,0.5,0
0.45188,1,0.114,0.114,0.5,0
0.45194,1,0.115,0.115,0.5,0
0.45201,1,0.116,0.116,0.5,0
0.45208,1,0.117,0.117,0.5,0
0.45215,1,0.118,0.118,0.5,0
0.45222,1,0.119,0.119,0.5,0
0.45229,1,0.12,0.12,0.5,0
0.45236,1,0.121,0.121,0.5,0
0.45243,1,0.122,0.122,0.5,0
0.4525,1,0.123,0.123,0.5,0
0.45257,1,0.124,0.124,0.5,0
0.45263,1,0.125,0.125,0.5,0
0.45107,1,0.126,0.126,0.5,0
0.44951,1,0.127,0.127,0.5,0
0.44795,1,0.128,0.128,0.5,0
0.44639,1,0.129,0.129,0.5,0
0.44483,1,0.13,0.13,0.5,0
0.44327,1,0.131,0.131,0.5,0
0.44171,1,0.132,0.132,0.5,0
0.44015,1,0.133,0.133,0.5,0
0.43859,1,0.134,0.134,0.5,0
0.43703,1,0.135,0.135,0.5,0
0.43547,1,0.136,0.136,0.5,0
0.43391,1,0.137,0.137,0.5,0
0.43235,1,0.138,0.138,0.5,0
0.43079,1,0.139,0.139,0.5,0
0.42923,1,0.14,0.14,0.5,0
0.42767,1,0.141,0.141,0.5,0
0.42611,1,0.142,0.142,0.5,0
0.42455,1,0.143,0.143,0.5,0
0.42299,1,0.144,0.144,0.5,0
0.42143,1,0.145,0.145,0.5,0
0.41987,1,0.146,0.146,0.5,0
0.41831,1,0.147,0.147,0.5,0
0.41675,1,0.148,0.148,0.5,0
0.41519,1,0.149,0.149,0.5,0
0.41363,1,0.15,0.15,0.5,0
0.41207,1,0.151,0.151,0.5,0
0.41051,1,0.152,0.152,0.5,0
0.40895,1,0.153,0.153,0.5,0
0.40739,1,0.154,0.154,0.5,0
0.40583,1,0.155,0.155,0.5,0
0.40427,1,0.156,0.156,0.5,0
0.40271,1,0.157,0.157,0.5,0
0.40115,1,0.158,0.158,0.5,0
0.39959,1,0.159,0.159,0.5,0
0.39803,1,0.16,0.16,0.5,0
0.39647,1,0.161,0.161,0.5,0
0.39491,1,0.162,0.162,0.5,0
0.39335,1,0.163,0.163,0.5,0
0.39179,1,0.164,0.164,0.5,0
0.39023,1,0.165,0.165,0.5,0
0.38867,1,0.166,0.166,0.5,0
0.38711,1,0.167,0.167,0.5,0
0.38555,1,0.168,0.168,0.5,0
0.38399,1,0.169,0.169,0.5,0
0.38243,1,0.17,0.17,0.5,0
0.38087,1,0.171,0.171,0.5,0
0.37931,1,0.172,0.172,0.5,0
0.37775,1,0.173,0.173,0.5,0
0.37619,1,0.174,0.174,0.5,0
0.37463,1,0.175,0.175,0.5,0
0.37307,1,0.176,0.176,0.5,0
0.37151,1,0.177,0.177,0.5,0
0.36995,1,0.178,0.178,0.5,0
0.36839,1,0.179,0.179,0.5,0
0.36683,1,0.18,0.18,0.5,0
0.36527,1,0.181,0.181,0.5,0
0.36371,1,0.182,0.182,0.5,0
0.36215,1,0.183,0.183,0.5,0
0.36059,1,0.184,0.184,0.5,0
0.35903,1,0.185,0.185,0.5,0
0.35747,1,0.186,0.186,0.5,0
0.35591,1,0.187,0.187,0.5,0
0.35459,1,0.188,0.188,0.5,0
0.35352,1,0.189,0.189,0.5,0
0.35244,1,0.19,0.19,0.5,0
0.35136,1,0.191,0.191,0.5,0
0.35028,1,0.192,0.192,0.5,0
0.3492,1,0.193,0.193,0.5,0
0.34812,1,0.194,0.194,0.5,0
0.34704,1,0.195,0.195,0.5,0
0.34596,1,0.196,0.196,0.5,0
0.34488,1,0.197,0.197,0.5,0
0.3438,1,0.198,0.198,0.5,0
0.34272,1,0.199,0.199,0.5,0
0.34164,1,0.2,0.2,0.5,0
0.34056,1,0.201,0.201,0.5,0
0.33948,1,0.202,0.202,0.5,0
0.3384,1,0.203,0.203,0.5,0
0.33732,1,0.204,0.204,0.5,0
0.33624,1,0.205,0.205,0.5,0
0.33516,1,0.206,0.206,0.5,0
0.33408,1,0.207,0.207,0.5,0
0.333,1,0.208,0.208,0.5,0
0.33192,1,0.209,0.209,0.5,0
0.33084,1,0.21,0.21,0.5,0
0.32977,1,0.211,0.211,0.5,0
0.32869,1,0.212,0.212,0.5,0
0.32761,1,0.213,0.213,0.5,0
0.32653,1,0.214,0.214,0.5,0
0.32545,1,0.215,0.215,0.5,0
0.32437,1,0.216,0.216,0.5,0
0.32329,1,0.217,0.217,0.5,0
0.32221,1,0.218,0.218,0.5,0
0.32113,1,0.219,0.219,0.5,0
0.32005,1,0.22,0.22,0.5,0
0.31897,1,0.221,0.221,0.5,0
0.31789,1,0.222,0.222,0.5,0
0.31681,1,0.223,0.223,0.5,0
0.31573,1,0.224,0.224,0.5,0
0.31465,1,0.225,0.225,0.5,0
0.31357,1,0.226,0.226,0.5,0
0.31249,1,0.227,0.227,0.5,0
0.31141,1,0.228,0.228,0.5,0
0.31033,1,0.229,0.229,0.5,0
0.30925,1,0.23,0.23,0.5,0
0.30817,1,0.231,0.231,0.5,0
0.30709,1,0.232,0.232,0.5,0
0.30602,1,0.233,0.233,0.5,0
0.30494,1,0.234,0.234,0.5,0
0.30386,1,0.235,0.235,0.5,0
0.30278,1,0.236,0.236,0.5,0
0.3017,1,0.237,0.237,0.5,0
0.30062,1,0.238,0.238,0.5,0
0.29954,1,0.239,0.239,0.5,0
0.29846,1,0.24,0.24,0.5,0
0.29738,1,0.241,0.241,0.5,0
0.2963,1,0.242,0.242,0.5,0
0.29522,1,0.243,0.243,0.5,0
0.29414,1,0.244,0.244,0.5,0
0.29306,1,0.245,0.245,0.5,0
0.29198,1,0.246,0.246,0.5,0
0.2909,1,0.247,0.247,0.5,0
0.28982,1,0.248,0.248,0.5,0
0.28874,1,0.249,0.249,0.5,0
0.28766,1,0.25,0.25,0.5,0
0.28668,1,0.251,0.251,0.5,0
0.2857,1,0.252,0.252,0.5,0
0.28472,1,0.253,0.253,0.5,0
0.28373,1,0.254,0.254,0.5,0
0.28275,1,0.255,0.255,0.5,0
0.28177,1,0.256,0.256,0.5,0
0.28079,1,0.257,0.257,0.5,0
0.2798,1,0.258,0.258,0.5,0
0.27882,1,0.259,0.259,0.5,0
0.27784,1,0.26,0.26,0.5,0
0.27686,1,0.261,0.261,0.5,0
0.27587,1,0.262,0.262,0.5,0
0.27489,1,0.263,0.263,0.5,0
0.27391,1,0.264,0.264,0.5,0
0.27293,1,0.265,0.265,0.5,0
0.27194,1,0.266,0.266,0.5,0
0.27096,1,0.267,0.267,0.5,0
0.26998,1,0.268,0.268,0.5,0
0.269,1,0.269,0.269,0.5,0
0.26801,1,0.27,0.27,0.5,0
0.26703,1,0.271,0.271,0.5,0
0.26605,1,0.272,0.272,0.5,0
0.26507,1,0.273,0.273,0.5,0
0.26408,1,0.274,0.274,0.5,0
0.2631,1,0.275,0.275,0.5,0
0.26212,1,0.276,0.276,0.5,0
0.26114,1,0.277,0.277,0.5,0
0.26015,1,0.278,0.278,0.5,0
0.25917,1,0.279,0.279,0.5,0
0.25819,1,0.28,0.28,0.5,0
0.25721,1,0.281,0.281,0.5,0
0.25622,1,0.282,0.282,0.5,0
0.25524,1,0.283,0.283,0.5,0
0.25426,1,0.284,0.284,0.5,0
0.25328,1,0.285,0.285,0.5,0
0.25229,1,0.286,0.286,0.5,0
0.25131,1,0.287,0.287,0.5,0
0.25033,1,0.288,0.288,0.5,0
0.24935,1,0.289,0.289,0.5,0
0.24836,1,0.29,0.29,0.5,0
0.24738,1,0.291,0.291,0.5,0
0.2464,1,0.292,0.292,0.5,0
0.24542,1,0.293,0.293,0.5,0
0.24443,1,0.294,0.294,0.5,0
0.24345,1,0.295,0.295,0.5,0
0.24247,1,0.296,0.296,0.5,0
0.24149,1,0.297,0.297,0.5,0
0.2405,1,0.298,0.298,0.5,0
0.23952,1,0.299,0.299,0.5,0
0.23854,1,0.3,0.3,0.5,0
0.23756,1,0.301,0.301,0.5,0
0.23657,1,0.302,0.302,0.5,0
0.23559,1,0.303,0.303,0.5,0
0.23461,1,0.304,0.304,0.5,0
0.23363,1,0.305,0.305,0.5,0
0.23264,1,0.306,0.306,0.5,0
0.23166,1,0.307,0.307,0.5,0
0.23068,1,0.308,0.308,0.5,0
0.2297,1,0.309,0.309,0.5,0
0.22871,1,0.31,0.31,0.5,0
0.22773,1,0.311,0.311,0.5,0
0.22675,1,0.312,0.312,0.5,0
0.22565,1,0.313,0.313,0.5,0
0.22443,1,0.314,0.314,0.5,0
0.22321,1,0.315,0.315,0.5,0
0.22199,1,0.316,0.316,0.5,0
0.22077,1,0.317,0.317,0.5,0
0.21955,1,0.318,0.318,0.5,0
0.21833,1,0.319,0.319,0.5,0
0.21711,1,0.32,0.32,0.5,0
0.21589,1,0.321,0.321,0.5,0
0.21467,1,0.322,0.322,0.5,0
0.21345,1,0.323,0.323,0.5,0
0.21223,1,0.324,0.324,0.5,0
0.21101,1,0.325,0.325,0.5,0
0.20979,1,0.326,0.326,0.5,0
0.20857,1,0.327,0.327,0.5,0
0.20735,1,0.328,0.328,0.5,0
0.20613,1,0.329,0.329,0.5,0
0.20492,1,0.33,0.33,0.5,0
0.2037,1,0.331,0.331,0.5,0
0.20248,1,0.332,0.332,0.5,0
0.20126,1,0.333,0.333,0.5,0
0.20004,1,0.334,0.334,0.5,0
0.19882,1,0.335,0.335,0.5,0
0.1976,1,0.336,0.336,0.5,0
0.19638,1,0.337,0.337,0.5,0
0.19516,1,0.338,0.338,0.5,0
0.19394,1,0.339,0.339,0.5,0
0.19272,1,0.34,0.34,0.5,0
0.1915,1,0.341,0.341,0.5,0
0.19028,1,0.342,0.342,0.5,0
0.18906,1,0.343,0.343,0.5,0
0.18784,1,0.344,0.344,0.5,0
0.18662,1,0.345,0.345,0.5,0
0.1854,1,0.346,0.346,0.5,0
0.18418,1,0.347,0.347,0.5,0
0.18296,1,0.348,0.348,0.5,0
0.18174,1,0.349,0.349,0.5,0
0.18052,1,0.35,0.35,0.5,0
0.1793,1,0.351,0.351,0.5,0
0.17808,1,0.352,0.352,0.5,0
0.17687,1,0.353,0.353,0.5,0
0.17565,1,0.354,0.354,0.5,0
0.17443,1,0.355,0.355,0.5,0
0.17321,1,0.356,0.356,0.5,0
0.17199,1,0.357,0.357,0.5,0
0.17077,1,0.358,0.358,0.5,0
0.16955,1,0.359,0.359,0.5,0
0.16833,1,0.36,0.36,0.5,0
0.16711,1,0.361,0.361,0.5,0
0.16589,1,0.362,0.362,0.5,0
0.16467,1,0.363,0.363,0.5,0
0.16345,1,0.364,0.364,0.5,0
0.16223,1,0.365,0.365,0.5,0
0.16101,1,0.366,0.366,0.5,0
0.15979,1,0.367,0.367,0.5,0
0.15857,1,0.368,0.368,0.5,0
0.15735,1,0.369,0.369,0.5,0
0.15613,1,0.37,0.37,0.5,0
0.15491,1,0.371,0.371,0.5,0
0.15369,1,0.372,0.372,0.5,0
0.15247,1,0.373,0.373,0.5,0
0.15125,1,0.374,0.374,0.5,0
0.15003,1,0.375,0.375,0.5,0
0.14901,1,0.376,0.376,0.5,0
0.14798,1,0.377,0.377,0.5,0
0.14696,1,0.378,0.378,0.5,0
0.14593,1,0.379,0.379,0.5,0
0.1449,1,0.38,0.38,0.5,0
0.14388,1,0.381,0.381,0.5,0
0.14285,1,0.382,0.382,0.5,0
0.14182,1,0.383,0.383,0.5,0
0.1408,1,0.384,0.384,0.5,0
0.13977,1,0.385,0.385,0.5,0
0.13875,1,0.386,0.386,0.5,0
0.13772,1,0.387,0.387,0.5,0
0.13669,1,0.388,0.388,0.5,0
0.13567,1,0.389,0.389,0.5,0
0.13464,1,0.39,0.39,0.5,0
0.13361,1,0.391,0.391,0.5,0
0.13259,1,0.392,0.392,0.5,0
0.13156,1,0.393,0.393,0.5,0
0.13054,1,0.394,0.394,0.5,0
0.12951,1,0.395,0.395,0.5,0
0.12848,1,0.396,0.396,0.5,0
0.12746,1,0.397,0.397,0.5,0
0.12643,1,0.398,0.398,0.5,0
0.1254,1,0.399,0.399,0.5,0
0.12438,1,0.4,0.4,0.5,0
0.12335,1,0.401,0.401,0.5,0
0.12233,1,0.402,0.402,0.5,0
0.1213,1,0.403,0.403,0.5,0
0.12027,1,0.404,0.404,0.5,0
0.11925,1,0.405,0.405,0.5,0
0.11822,1,0.406,0.406,0.5,0
0.11719,1,0.407,0.407,0.5,0
0.11617,1,0.408,0.408,0.5,0
0.11514,1,0.409,0.409,0.5,0
0.11412,1,0.41,0.41,0.5,0
0.11309,1,0.411,0.411,0.5,0
0.11206,1,0.412,0.412,0.5,0
0.11104,1,0.413,0.413,0.5,0
0.11001,1,0.414,0.414,0.5,0
0.10898,1,0.415,0.415,0.5,0
0.10796,1,0.416,0.416,0.5,0
0.10693,1,0.417,0.417,0.5,0
0.1059,1,0.418,0.418,0.5,0
0.10488,1,0.419,0.419,0.5,0
0.10385,1,0.42,0.42,0.5,0
0.10283,1,0.421,0.421,0.5,0
0.1018,1,0.422,0.422,0.5,0
0.10077,1,0.423,0.423,0.5,0
0.099747,1,0.424,0.424,0.5,0
0.098721,1,0.425,0.425,0.5,0
0.097695,1,0.426,0.426,0.5,0
0.096668,1,0.427,0.427,0.5,0
0.095642,1,0.428,0.428,0.5,0
0.094616,1,0.429,0.429,0.5,0
0.09359,1,0.43,0.43,0.5,0
0.092563,1,0.431,0.431,0.5,0
0.091537,1,0.432,0.432,0.5,0
0.090511,1,0.433,0.433,0.5,0
0.089484,1,0.434,0.434,0.5,0
0.088458,1,0.435,0.435,0.5,0
0.087432,1,0.436,0.436,0.5,0
0.086406,1,0.437,0.437,0.5,0
0.085273,1,0.438,0.438,0.5,0
0.084034,1,0.439,0.439,0.5,0
0.082796,1,0.44,0.44,0.5,0
0.081557,1,0.441,0.441,0.5,0
0.080318,1,0.442,0.442,0.5,0
0.079079,1,0.443,0.443,0.5,0
0.077841,1,0.444,0.444,0.5,0
0.076602,1,0.445,0.445,0.5,0
0.075363,1,0.446,0.446,0.5,0
0.074124,1,0.447,0.447,0.5,0
0.072886,1,0.448,0.448,0.5,0
0.071647,1,0.449,0.449,0.5,0
0.070408,1,0.45,0.45,0.5,0
0.069169,1,0.451,0.451,0.5,0
0.067931,1,0.452,0.452,0.5,0
0.066692,1,0.453,0.453,0.5,0
0.065453,1,0.454,0.454,0.5,0
0.064214,1,0.455,0.455,0.5,0
0.062976,1,0.456,0.456,0.5,0
0.061737,1,0.457,0.457,0.5,0
0.060498,1,0.458,0.458,0.5,0
0.059259,1,0.459,0.459,0.5,0
0.058021,1,0.46,0.46,0.5,0
0.056782,1,0.461,0.461,0.5,0
0.055543,1,0.462,0.462,0.5,0
0.054304,1,0.463,0.463,0.5,0
0.053066,1,0.464,0.464,0.5,0
0.051827,1,0.465,0.465,0.5,0
0.050588,1,0.466,0.466,0.5,0
0.049349,1,0.467,0.467,0.5,0
0.048111,1,0.468,0.468,0.5,0
0.046872,1,0.469,0.469,0.5,0
0.045633,1,0.47,0.47,0.5,0
0.044394,1,0.471,0.471,0.5,0
