"u_sol","Points:0","Points:1","Points:2"
-1.7875e-05,0,0,0
-0.00024911,0.03125,0,0
0.00048578,0.0625,0,0
0.0016078,0.09375,0,0
0.001083,0.125,0,0
0.0037939,0.15625,0,0
0.0016602,0.1875,0,0
-0.017681,0.21875,0,0
-0.026095,0.25,0,0
0.00039806,0.28125,0,0
0.027513,0.3125,0,0
0.034107,0.34375,0,0
0.025327,0.375,0,0
0.0058355,0.40625,0,0
-0.016796,0.4375,0,0
-0.037045,0.46875,0,0
-0.049604,0.5,0,0
-0.050098,0.53125,0,0
-0.035943,0.5625,0,0
-0.0072642,0.59375,0,0
0.028437,0.625,0,0
0.059283,0.65625,0,0
0.076281,0.6875,0,0
0.073691,0.71875,0,0
0.059482,0.75,0,0
0.03504,0.78125,0,0
0.0094105,0.8125,0,0
-0.003864,0.84375,0,0
-0.0040746,0.875,0,0
-0.0017018,0.90625,0,0
-0.0013494,0.9375,0,0
-0.00019393,0.96875,0,0
4.5916e-05,1,0,0
-0.00023115,0,0.03125,0
0.001513,0.03125,0.03125,0
0.0081756,0.0625,0.03125,0
0.013792,0.09375,0.03125,0
0.019138,0.125,0.03125,0
0.020071,0.15625,0.03125,0
0.032548,0.1875,0.03125,0
0.043636,0.21875,0.03125,0
0.031001,0.25,0.03125,0
-0.0093176,0.28125,0.03125,0
-0.079585,0.3125,0.03125,0
-0.16101,0.34375,0.03125,0
-0.24082,0.375,0.03125,0
-0.30552,0.40625,0.03125,0
-0.3501,0.4375,0.03125,0
-0.37311,0.46875,0.03125,0
-0.37531,0.5,0.03125,0
-0.35699,0.53125,0.03125,0
-0.31738,0.5625,0.03125,0
-0.25612,0.59375,0.03125,0
-0.17466,0.625,0.03125,0
-0.083251,0.65625,0.03125,0
-0.0015656,0.6875,0.03125,0
0.054138,0.71875,0.03125,0
0.080997,0.75,0.03125,0
0.095533,0.78125,0.03125,0
0.088354,0.8125,0.03125,0
0.05489,0.84375,0.03125,0
0.020835,0.875,0.03125,0
0.0040961,0.90625,0.03125,0
-0.00018244,0.9375,0.03125,0
-0.0011048,0.96875,0.03125,0
0.00016998,1,0.03125,0
-0.0010304,0,0.0625,0
0.0043879,0.03125,0.0625,0
0.014699,0.0625,0.0625,0
0.019145,0.09375,0.0625,0
0.010244,0.125,0.0625,0
0.0096738,0.15625,0.0625,0
-0.011639,0.1875,0.0625,0
-0.051155,0.21875,0.0625,0
-0.11552,0.25,0.0625,0
-0.2217,0.28125,0.0625,0
-0.31899,0.3125,0.0625,0
-0.38924,0.34375,0.0625,0
-0.43046,0.375,0.0625,0
-0.45287,0.40625,0.0625,0
-0.46386,0.4375,0.0625,0
-0.46845,0.46875,0.0625,0
-0.46837,0.5,0.0625,0
-0.46417,0.53125,0.0625,0
-0.4547,0.5625,0.0625,0
-0.43559,0.59375,0.0625,0
-0.39827,0.625,0.0625,0
-0.3305,0.65625,0.0625,0
-0.23136,0.6875,0.0625,0
-0.12361,0.71875,0.0625,0
-0.046482,0.75,0.0625,0
