"u_sol","Points:0","Points:1","Points:2"
1.5495e-06,0,0,0
-6.2646e-06,0.0078125,0,0
-1.7873e-05,0.015625,0,0
-2.3941e-05,0.023438,0,0
-2.42e-05,0.03125,0,0
-1.8869e-05,0.039062,0,0
-8.6956e-06,0.046875,0,0
5.2393e-06,0.054688,0,0
2.1523e-05,0.0625,0,0
3.8575e-05,0.070312,0,0
5.4873e-05,0.078125,0,0
6.9179e-05,0.085938,0,0
8.0699e-05,0.09375,0,0
8.9147e-05,0.10156,0,0
9.4714e-05,0.10938,0,0
9.7965e-05,0.11719,0,0
9.9716e-05,0.125,0,0
0.00010091,0.13281,0,0
0.0001025,0.14062,0,0
0.00010542,0.14844,0,0
0.00011051,0.15625,0,0
0.00011848,0.16406,0,0
0.0001299,0.17188,0,0
0.00014516,0.17969,0,0
0.00016446,0.1875,0,0
0.00018786,0.19531,0,0
0.00021532,0.20312,0,0
0.0002468,0.21094,0,0
0.00028235,0.21875,0,0
0.00032245,0.22656,0,0
0.00036797,0.23438,0,0
0.00041987,0.24219,0,0
0.00047913,0.25,0,0
0.00054685,0.25781,0,0
0.00062453,0.26562,0,0
0.00071361,0.27344,0,0
0.00081507,0.28125,0,0
0.0009291,0.28906,0,0
0.001056,0.29688,0,0
0.0011959,0.30469,0,0
0.0013491,0.3125,0,0
0.0015147,0.32031,0,0
0.0016904,0.32812,0,0
0.0018733,0.33594,0,0
0.0020595,0.34375,0,0
0.002244,0.35156,0,0
0.0024204,0.35938,0,0
0.0025802,0.36719,0,0
0.0027129,0.375,0,0
0.0028066,0.38281,0,0
0.0028484,0.39062,0,0
0.002825,0.39844,0,0
0.0027248,0.40625,0,0
0.0025382,0.41406,0,0
0.0022589,0.42188,0,0
0.0018845,0.42969,0,0
0.0014165,0.4375,0,0
0.00086053,0.44531,0,0
0.00022601,0.45312,0,0
-0.0004743,0.46094,0,0
-0.0012246,0.46875,0,0
-0.0020066,0.47656,0,0
-0.0028001,0.48438,0,0
-0.0035835,0.49219,0,0
-0.0043394,0.5,0,0
-0.0050446,0.50781,0,0
-0.0056608,0.51562,0,0
-0.0061562,0.52344,0,0
-0.0065053,0.53125,0,0
-0.0066837,0.53906,0,0
-0.0066716,0.54688,0,0
-0.0064541,0.55469,0,0
-0.006023,0.5625,0,0
-0.0053783,0.57031,0,0
-0.0045291,0.57812,0,0
-0.0034947,0.58594,0,0
-0.0023049,0.59375,0,0
-0.00099908,0.60156,0,0
0.00037395,0.60938,0,0
0.0017622,0.61719,0,0
0.0031112,0.625,0,0
0.0043557,0.63281,0,0
0.0054438,0.64062,0,0
0.00634,0.64844,0,0
0.0070187,0.65625,0,0
0.0074591,0.66406,0,0
0.0076613,0.67188,0,0
0.007637,0.67969,0,0
0.0074103,0.6875,0,0
0.0070129,0.69531,0,0
0.0064815,0.70312,0,0
0.0058528,0.71094,0,0
0.0051635,0.71875,0,0
0.0044623,0.72656,0,0
0.0037709,0.73438,0,0
0.0030856,0.74219,0,0
0.0024308,0.75,0,0
0.0018297,0.75781,0,0
0.0012908,0.76562,0,0
0.00082373,0.77344,0,0
0.00043601,0.78125,0,0
0.00012975,0.78906,0,0
-9.7362e-05,0.79688,0,0
-0.00025242,0.80469,0,0
-0.00034623,0.8125,0,0
-0.00039148,0.82031,0,0
-0.00040104,0.82812,0,0
-0.0003865,0.83594,0,0
-0.00035728,0.84375,0,0
-0.00032045,0.85156,0,0
-0.00028102,0.85938,0,0
-0.00024259,0.86719,0,0
-0.00020741,0.875,0,0
-0.00017628,0.88281,0,0
-0.00014935,0.89062,0,0
-0.00012664,0.89844,0,0
-0.00010779,0.90625,0,0
-9.224e-05,0.91406,0,0
-7.9327e-05,0.92188,0,0
-6.832e-05,0.92969,0,0
-5.8479e-05,0.9375,0,0
-4.9111e-05,0.94531,0,0
-3.9636e-05,0.95312,0,0
-2.9672e-05,0.96094,0,0
-1.9127e-05,0.96875,0,0
-8.491e-06,0.97656,0,0
9.7353e-07,0.98438,0,0
4.934e-06,0.99219,0,0
-1.8138e-07,1,0,0
3.9033e-06,0,0.0078125,0
-2.3443e-05,0.0078125,0.0078125,0
-2.6263e-05,0.015625,0.0078125,0
5.7479e-05,0.023438,0.0078125,0
0.00024875,0.03125,0.0078125,0
0.00055009,0.039062,0.0078125,0
0.00094986,0.046875,0.0078125,0
0.0014266,0.054688,0.0078125,0
0.0019525,0.0625,0.0078125,0
0.0024966,0.070312,0.0078125,0
0.0030291,0.078125,0.0078125,0
0.0035247,0.085938,0.0078125,0
0.0039646,0.09375,0.0078125,0
0.0043385,0.10156,0.0078125,0
0.0046444,0.10938,0.0078125,0
0.0048876,0.11719,0.0078125,0
0.0050794,0.125,0.0078125,0
0.005235,0.13281,0.0078125,0
0.0053716,0.14062,0.0078125,0
0.0055065,0.14844,0.0078125,0
0.0056552,0.15625,0.0078125,0
0.0058302,0.16406,0.0078125,0
0.0060396,0.17188,0.0078125,0
0.0062866,0.17969,0.0078125,0
0.0065689,0.1875,0.0078125,0
0.006879,0.19531,0.0078125,0
0.0072053,0.20312,0.0078125,0
0.0075335,0.21094,0.0078125,0
0.007848,0.21875,0.0078125,0
0.008133,0.22656,0.0078125,0
0.0083728,0.23438,0.0078125,0
0.0085516,0.24219,0.0078125,0
0.0086519,0.25,0.0078125,0
0.0086522,0.25781,0.0078125,0
0.0085251,0.26562,0.0078125,0
0.0082368,0.27344,0.0078125,0
0.0077482,0.28125,0.0078125,0
0.0070152,0.28906,0.0078125,0
0.0059881,0.29688,0.0078125,0
0.0046123,0.30469,0.0078125,0
0.0028298,0.3125,0.0078125,0
0.00058199,0.32031,0.0078125,0
-0.0021886,0.32812,0.0078125,0
-0.0055354,0.33594,0.0078125,0
-0.0095051,0.34375,0.0078125,0
-0.014132,0.35156,0.0078125,0
-0.019436,0.35938,0.0078125,0
-0.025414,0.36719,0.0078125,0
-0.032043,0.375,0.0078125,0
-0.039272,0.38281,0.0078125,0
-0.047028,0.39062,0.0078125,0
-0.055213,0.39844,0.0078125,0
-0.063714,0.40625,0.0078125,0
-0.0724,0.41406,0.0078125,0
-0.081135,0.42188,0.0078125,0
-0.089776,0.42969,0.0078125,0
-0.098179,0.4375,0.0078125,0
-0.10621,0.44531,0.0078125,0
-0.11372,0.45312,0.0078125,0
-0.12059,0.46094,0.0078125,0
-0.1267,0.46875,0.0078125,0
-0.13194,0.47656,0.0078125,0
-0.1362,0.48438,0.0078125,0
-0.13937,0.49219,0.0078125,0
-0.14139,0.5,0.0078125,0
-0.14216,0.50781,0.0078125,0
-0.14162,0.51562,0.0078125,0
-0.13972,0.52344,0.0078125,0
-0.13643,0.53125,0.0078125,0
-0.13172,0.53906,0.0078125,0
-0.12562,0.54688,0.0078125,0
-0.11812,0.55469,0.0078125,0
-0.1093,0.5625,0.0078125,0
-0.099228,0.57031,0.0078125,0
-0.088014,0.57812,0.0078125,0
-0.075802,0.58594,0.0078125,0
-0.062769,0.59375,0.0078125,0
-0.049121,0.60156,0.0078125,0
-0.03509,0.60938,0.0078125,0
-0.02093,0.61719,0.0078125,0
-0.0069044,0.625,0.0078125,0
0.0067198,0.63281,0.0078125,0
0.019671,0.64062,0.0078125,0
0.031719,0.64844,0.0078125,0
0.042651,0.65625,0.0078125,0
0.052297,0.66406,0.0078125,0
0.060528,0.67188,0.0078125,0
0.067266,0.67969,0.0078125,0
0.072481,0.6875,0.0078125,0
0.076185,0.69531,0.0078125,0
0.078431,0.70312,0.0078125,0
0.079299,0.71094,0.0078125,0
0.078893,0.71875,0.0078125,0
0.077323,0.72656,0.0078125,0
0.074716,0.73438,0.0078125,0
0.07122,0.74219,0.0078125,0
0.066952,0.75,0.0078125,0
0.062031,0.75781,0.0078125,0
0.056595,0.76562,0.0078125,0
0.050792,0.77344,0.0078125,0
0.044783,0.78125,0.0078125,0
0.038739,0.78906,0.0078125,0
0.032839,0.79688,0.0078125,0
0.027248,0.80469,0.0078125,0
0.022108,0.8125,0.0078125,0
0.017523,0.82031,0.0078125,0
0.01355,0.82812,0.0078125,0
0.010203,0.83594,0.0078125,0
0.0074551,0.84375,0.0078125,0
0.0052529,0.85156,0.0078125,0
0.0035267,0.85938,0.0078125,0
0.0022009,0.86719,0.0078125,0
0.0012022,0.875,0.0078125,0
0.00046365,0.88281,0.0078125,0
-7.2266e-05,0.89062,0.0078125,0
-0.00045218,0.89844,0.0078125,0
-0.00071249,0.90625,0.0078125,0
-0.00088016,0.91406,0.0078125,0
-0.00097399,0.92188,0.0078125,0
-0.0010064,0.92969,0.0078125,0
-0.00098542,0.9375,0.0078125,0
-0.00091662,0.94531,0.0078125,0
-0.00080532,0.95312,0.0078125,0
-0.00065855,0.96094,0.0078125,0
-0.00048713,0.96875,0.0078125,0
-0.00030781,0.97656,0.0078125,0
-0.0001449,0.98438,0.0078125,0
-3.129e-05,0.99219,0.0078125,0
6.462e-06,1,0.0078125,0
-6.5462e-07,0,0.015625,0
1.5535e-06,0.0078125,0.015625,0
7.8416e-05,0.015625,0.015625,0
0.00029456,0.023438,0.015625,0
0.00067702,0.03125,0.015625,0
0.0012282,0.039062,0.015625,0
0.0019293,0.046875,0.015625,0
0.0027462,0.054688,0.015625,0
0.0036354,0.0625,0.015625,0
0.0045491,0.070312,0.015625,0
0.0054418,0.078125,0.015625,0
0.0062745,0.085938,0.015625,0
0.0070182,0.09375,0.015625,0
0.0076563,0.10156,0.015625,0
0.0081843,0.10938,0.015625,0
0.0086088,0.11719,0.015625,0
0.0089456,0.125,0.015625,0
0.0092164,0.13281,0.015625,0
0.0094461,0.14062,0.015625,0
0.0096598,0.14844,0.015625,0
0.0098795,0.15625,0.015625,0
0.010122,0.16406,0.015625,0
0.010397,0.17188,0.015625,0
0.010705,0.17969,0.015625,0
0.011038,0.1875,0.015625,0
0.011377,0.19531,0.015625,0
0.011697,0.20312,0.015625,0
