"v_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.003323,1,0,0,0.5,0
0.025661,1,0.001,0.001,0.5,0
0.047999,1,0.002,0.002,0.5,0
0.070337,1,0.003,0.003,0.5,0
0.092675,1,0.004,0.004,0.5,0
0.11501,1,0.005,0.005,0.5,0
0.13735,1,0.006,0.006,0.5,0
0.15969,1,0.007,0.007,0.5,0
0.18065,1,0.008,0.008,0.5,0
0.19564,1,0.009,0.009,0.5,0
0.21063,1,0.01,0.01,0.5,0
0.22562,1,0.011,0.011,0.5,0
0.24061,1,0.012,0.012,0.5,0
0.2556,1,0.013,0.013,0.5,0
0.27058,1,0.014,0.014,0.5,0
0.28557,1,0.015,0.015,0.5,0
0.29805,1,0.016,0.016,0.5,0
0.30632,1,0.017,0.017,0.5,0
0.3146,1,0.018,0.018,0.5,0
0.32287,1,0.019,0.019,0.5,0
0.33115,1,0.02,0.02,0.5,0
0.33942,1,0.021,0.021,0.5,0
0.34769,1,0.022,0.022,0.5,0
0.35597,1,0.023,0.023,0.5,0
0.36271,1,0.024,0.024,0.5,0
0.36826,1,0.025,0.025,0.5,0
0.37381,1,0.026,0.026,0.5,0
0.37936,1,0.027,0.027,0.5,0
0.38491,1,0.028,0.028,0.5,0
0.39047,1,0.029,0.029,0.5,0
0.39602,1,0.03,0.03,0.5,0
0.40157,1,0.031,0.031,0.5,0
0.40621,1,0.032,0.032,0.5,0
0.41055,1,0.033,0.033,0.5,0
0.4149,1,0.034,0.034,0.5,0
0.41924,1,0.035,0.035,0.5,0
0.42358,1,0.036,0.036,0.5,0
0.42792,1,0.037,0.037,0.5,0
0.43226,1,0.038,0.038,0.5,0
0.43661,1,0.039,0.039,0.5,0
0.43962,1,0.04,0.04,0.5,0
0.44255,1,0.041,0.041,0.5,0
0.44547,1,0.042,0.042,0.5,0
0.4484,1,0.043,0.043,0.5,0
0.45133,1,0.044,0.044,0.5,0
0.45425,1,0.045,0.045,0.5,0
0.45718,1,0.046,0.046,0.5,0
0.45992,1,0.047,0.047,0.5,0
0.46134,1,0.048,0.048,0.5,0
0.46277,1,0.049,0.049,0.5,0
0.4642,1,0.05,0.05,0.5,0
0.46562,1,0.051,0.051,0.5,0
0.46705,1,0.052,0.052,0.5,0
0.46848,1,0.053,0.053,0.5,0
0.46991,1,0.054,0.054,0.5,0
0.47094,1,0.055,0.055,0.5,0
0.47109,1,0.056,0.056,0.5,0
0.47125,1,0.057,0.057,0.5,0
0.47141,1,0.058,0.058,0.5,0
0.47157,1,0.059,0.059,0.5,0
0.47172,1,0.06,0.06,0.5,0
0.47188,1,0.061,0.061,0.5,0
0.47204,1,0.062,0.062,0.5,0
0.47175,1,0.063,0.063,0.5,0
0.471,1,0.064,0.064,0.5,0
0.47026,1,0.065,0.065,0.5,0
0.46951,1,0.066,0.066,0.5,0
0.46877,1,0.067,0.067,0.5,0
0.46803,1,0.068,0.068,0.5,0
0.46728,1,0.069,0.069,0.5,0
0.46654,1,0.07,0.07,0.5,0
0.46545,1,0.071,0.071,0.5,0
0.46419,1,0.072,0.072,0.5,0
0.46294,1,0.073,0.073,0.5,0
0.46168,1,0.074,0.074,0.5,0
0.46043,1,0.075,0.075,0.5,0
0.45918,1,0.076,0.076,0.5,0
0.45792,1,0.077,0.077,0.5,0
0.45667,1,0.078,0.078,0.5,0
0.45524,1,0.079,0.079,0.5,0
0.4538,1,0.08,0.08,0.5,0
0.45235,1,0.081,0.081,0.5,0
0.45091,1,0.082,0.082,0.5,0
0.44946,1,0.083,0.083,0.5,0
0.44801,1,0.084,0.084,0.5,0
0.44657,1,0.085,0.085,0.5,0
0.44512,1,0.086,0.086,0.5,0
0.44369,1,0.087,0.087,0.5,0
0.44225,1,0.088,0.088,0.5,0
0.44081,1,0.089,0.089,0.5,0
0.43938,1,0.09,0.09,0.5,0
0.43794,1,0.091,0.091,0.5,0
0.4365,1,0.092,0.092,0.5,0
0.43507,1,0.093,0.093,0.5,0
0.43365,1,0.094,0.094,0.5,0
0.43231,1,0.095,0.095,0.5,0
0.43097,1,0.096,0.096,0.5,0
0.42963,1,0.097,0.097,0.5,0
0.42829,1,0.098,0.098,0.5,0
0.42695,1,0.099,0.099,0.5,0
0.42561,1,0.1,0.1,0.5,0
0.42427,1,0.101,0.101,0.5,0
0.42298,1,0.102,0.102,0.5,0
0.42174,1,0.103,0.103,0.5,0
0.4205,1,0.104,0.104,0.5,0
0.41926,1,0.105,0.105,0.5,0
0.41803,1,0.106,0.106,0.5,0
0.41679,1,0.107,0.107,0.5,0
0.41555,1,0.108,0.108,0.5,0
0.41432,1,0.109,0.109,0.5,0
0.41312,1,0.11,0.11,0.5,0
0.41196,1,0.111,0.111,0.5,0
0.41079,1,0.112,0.112,0.5,0
0.40963,1,0.113,0.113,0.5,0
0.40846,1,0.114,0.114,0.5,0
0.4073,1,0.115,0.115,0.5,0
0.40613,1,0.116,0.116,0.5,0
0.40497,1,0.117,0.117,0.5,0
0.40384,1,0.118,0.118,0.5,0
0.40271,1,0.119,0.119,0.5,0
0.40158,1,0.12,0.12,0.5,0
0.40046,1,0.121,0.121,0.5,0
0.39933,1,0.122,0.122,0.5,0
0.3982,1,0.123,0.123,0.5,0
0.39708,1,0.124,0.124,0.5,0
0.39595,1,0.125,0.125,0.5,0
0.39484,1,0.126,0.126,0.5,0
0.39373,1,0.127,0.127,0.5,0
0.39261,1,0.128,0.128,0.5,0
0.3915,1,0.129,0.129,0.5,0
0.39039,1,0.13,0.13,0.5,0
0.38928,1,0.131,0.131,0.5,0
0.38817,1,0.132,0.132,0.5,0
0.38705,1,0.133,0.133,0.5,0
0.38595,1,0.134,0.134,0.5,0
0.38484,1,0.135,0.135,0.5,0
0.38373,1,0.136,0.136,0.5,0
0.38262,1,0.137,0.137,0.5,0
0.38151,1,0.138,0.138,0.5,0
0.3804,1,0.139,0.139,0.5,0
0.3793,1,0.14,0.14,0.5,0
0.37819,1,0.141,0.141,0.5,0
0.37708,1,0.142,0.142,0.5,0
0.37598,1,0.143,0.143,0.5,0
0.37487,1,0.144,0.144,0.5,0
0.37376,1,0.145,0.145,0.5,0
0.37266,1,0.146,0.146,0.5,0
0.37155,1,0.147,0.147,0.5,0
0.37044,1,0.148,0.148,0.5,0
0.36934,1,0.149,0.149,0.5,0
0.36824,1,0.15,0.15,0.5,0
0.36713,1,0.151,0.151,0.5,0
0.36603,1,0.152,0.152,0.5,0
0.36493,1,0.153,0.153,0.5,0
0.36382,1,0.154,0.154,0.5,0
0.36272,1,0.155,0.155,0.5,0
0.36162,1,0.156,0.156,0.5,0
0.36052,1,0.157,0.157,0.5,0
0.35942,1,0.158,0.158,0.5,0
0.35832,1,0.159,0.159,0.5,0
0.35723,1,0.16,0.16,0.5,0
0.35613,1,0.161,0.161,0.5,0
0.35503,1,0.162,0.162,0.5,0
0.35393,1,0.163,0.163,0.5,0
0.35283,1,0.164,0.164,0.5,0
0.35174,1,0.165,0.165,0.5,0
0.35065,1,0.166,0.166,0.5,0
0.34956,1,0.167,0.167,0.5,0
0.34847,1,0.168,0.168,0.5,0
0.34738,1,0.169,0.169,0.5,0
0.34629,1,0.17,0.17,0.5,0
0.3452,1,0.171,0.171,0.5,0
0.34411,1,0.172,0.172,0.5,0
0.34302,1,0.173,0.173,0.5,0
0.34194,1,0.174,0.174,0.5,0
0.34085,1,0.175,0.175,0.5,0
0.33977,1,0.176,0.176,0.5,0
0.33868,1,0.177,0.177,0.5,0
0.3376,1,0.178,0.178,0.5,0
0.33651,1,0.179,0.179,0.5,0
0.33543,1,0.18,0.18,0.5,0
0.33435,1,0.181,0.181,0.5,0
0.33328,1,0.182,0.182,0.5,0
0.3322,1,0.183,0.183,0.5,0
0.33112,1,0.184,0.184,0.5,0
0.33004,1,0.185,0.185,0.5,0
0.32896,1,0.186,0.186,0.5,0
0.32789,1,0.187,0.187,0.5,0
0.32681,1,0.188,0.188,0.5,0
0.32574,1,0.189,0.189,0.5,0
0.32467,1,0.19,0.19,0.5,0
0.32359,1,0.191,0.191,0.5,0
0.32252,1,0.192,0.192,0.5,0
0.32145,1,0.193,0.193,0.5,0
0.32038,1,0.194,0.194,0.5,0
0.3193,1,0.195,0.195,0.5,0
0.31824,1,0.196,0.196,0.5,0
0.31717,1,0.197,0.197,0.5,0
0.3161,1,0.198,0.198,0.5,0
0.31503,1,0.199,0.199,0.5,0
0.31397,1,0.2,0.2,0.5,0
0.3129,1,0.201,0.201,0.5,0
0.31183,1,0.202,0.202,0.5,0
0.31077,1,0.203,0.203,0.5,0
0.3097,1,0.204,0.204,0.5,0
0.30864,1,0.205,0.205,0.5,0
0.30758,1,0.206,0.206,0.5,0
0.30652,1,0.207,0.207,0.5,0
0.30545,1,0.208,0.208,0.5,0
0.30439,1,0.209,0.209,0.5,0
0.30333,1,0.21,0.21,0.5,0
0.30227,1,0.211,0.211,0.5,0
0.30121,1,0.212,0.212,0.5,0
0.30015,1,0.213,0.213,0.5,0
0.29909,1,0.214,0.214,0.5,0
0.29804,1,0.215,0.215,0.5,0
0.29698,1,0.216,0.216,0.5,0
0.29592,1,0.217,0.217,0.5,0
0.29486,1,0.218,0.218,0.5,0
0.29381,1,0.219,0.219,0.5,0
0.29275,1,0.22,0.22,0.5,0
0.2917,1,0.221,0.221,0.5,0
0.29065,1,0.222,0.222,0.5,0
0.28959,1,0.223,0.223,0.5,0
0.28854,1,0.224,0.224,0.5,0
0.28748,1,0.225,0.225,0.5,0
0.28643,1,0.226,0.226,0.5,0
0.28538,1,0.227,0.227,0.5,0
0.28433,1,0.228,0.228,0.5,0
0.28328,1,0.229,0.229,0.5,0
0.28223,1,0.23,0.23,0.5,0
0.28118,1,0.231,0.231,0.5,0
0.28013,1,0.232,0.232,0.5,0
0.27908,1,0.233,0.233,0.5,0
0.27803,1,0.234,0.234,0.5,0
0.27698,1,0.235,0.235,0.5,0
0.27594,1,0.236,0.236,0.5,0
0.27489,1,0.237,0.237,0.5,0
0.27384,1,0.238,0.238,0.5,0
0.2728,1,0.239,0.239,0.5,0
0.27175,1,0.24,0.24,0.5,0
0.2707,1,0.241,0.241,0.5,0
0.26966,1,0.242,0.242,0.5,0
0.26861,1,0.243,0.243,0.5,0
0.26757,1,0.244,0.244,0.5,0
0.26653,1,0.245,0.245,0.5,0
0.26549,1,0.246,0.246,0.5,0
0.26444,1,0.247,0.247,0.5,0
0.2634,1,0.248,0.248,0.5,0
0.26236,1,0.249,0.249,0.5,0
0.26131,1,0.25,0.25,0.5,0
0.26027,1,0.251,0.251,0.5,0
0.25923,1,0.252,0.252,0.5,0
0.2582,1,0.253,0.253,0.5,0
0.25716,1,0.254,0.254,0.5,0
0.25612,1,0.255,0.255,0.5,0
0.25508,1,0.256,0.256,0.5,0
0.25404,1,0.257,0.257,0.5,0
0.253,1,0.258,0.258,0.5,0
0.25196,1,0.259,0.259,0.5,0
0.25092,1,0.26,0.26,0.5,0
0.24989,1,0.261,0.261,0.5,0
0.24885,1,0.262,0.262,0.5,0
0.24782,1,0.263,0.263,0.5,0
0.24678,1,0.264,0.264,0.5,0
0.24574,1,0.265,0.265,0.5,0
0.24471,1,0.266,0.266,0.5,0
0.24367,1,0.267,0.267,0.5,0
0.24264,1,0.268,0.268,0.5,0
0.24161,1,0.269,0.269,0.5,0
0.24057,1,0.27,0.27,0.5,0
0.23954,1,0.271,0.271,0.5,0
0.23851,1,0.272,0.272,0.5,0
0.23747,1,0.273,0.273,0.5,0
0.23644,1,0.274,0.274,0.5,0
0.23541,1,0.275,0.275,0.5,0
0.23438,1,0.276,0.276,0.5,0
0.23335,1,0.277,0.277,0.5,0
0.23232,1,0.278,0.278,0.5,0
0.23129,1,0.279,0.279,0.5,0
0.23025,1,0.28,0.28,0.5,0
0.22922,1,0.281,0.281,0.5,0
0.22819,1,0.282,0.282,0.5,0
0.22717,1,0.283,0.283,0.5,0
0.22614,1,0.284,0.284,0.5,0
0.22511,1,0.285,0.285,0.5,0
0.22408,1,0.286,0.286,0.5,0
0.22305,1,0.287,0.287,0.5,0
0.22203,1,0.288,0.288,0.5,0
0.221,1,0.289,0.289,0.5,0
0.21997,1,0.29,0.29,0.5,0
0.21895,1,0.291,0.291,0.5,0
0.21792,1,0.292,0.292,0.5,0
0.2169,1,0.293,0.293,0.5,0
0.21587,1,0.294,0.294,0.5,0
0.21484,1,0.295,0.295,0.5,0
0.21382,1,0.296,0.296,0.5,0
0.21279,1,0.297,0.297,0.5,0
0.21177,1,0.298,0.298,0.5,0
