"u_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.029464,1,0,0.5,0,0
-0.036138,1,0.001,0.5,0.001,0
-0.042813,1,0.002,0.5,0.002,0
-0.049488,1,0.003,0.5,0.003,0
-0.056162,1,0.004,0.5,0.004,0
-0.062837,1,0.005,0.5,0.005,0
-0.069512,1,0.006,0.5,0.006,0
-0.076186,1,0.007,0.5,0.007,0
-0.082861,1,0.008,0.5,0.008,0
-0.089536,1,0.009,0.5,0.009,0
-0.096211,1,0.01,0.5,0.01,0
-0.10289,1,0.011,0.5,0.011,0
-0.10956,1,0.012,0.5,0.012,0
-0.11623,1,0.013,0.5,0.013,0
-0.12291,1,0.014,0.5,0.014,0
-0.12958,1,0.015,0.5,0.015,0
-0.13626,1,0.016,0.5,0.016,0
-0.14293,1,0.017,0.5,0.017,0
-0.14961,1,0.018,0.5,0.018,0
-0.15628,1,0.019,0.5,0.019,0
-0.16296,1,0.02,0.5,0.02,0
-0.16963,1,0.021,0.5,0.021,0
-0.17631,1,0.022,0.5,0.022,0
-0.18298,1,0.023,0.5,0.023,0
-0.18966,1,0.024,0.5,0.024,0
-0.19633,1,0.025,0.5,0.025,0
-0.20301,1,0.026,0.5,0.026,0
-0.20968,1,0.027,0.5,0.027,0
-0.21635,1,0.028,0.5,0.028,0
-0.22303,1,0.029,0.5,0.029,0
-0.2297,1,0.03,0.5,0.03,0
-0.23638,1,0.031,0.5,0.031,0
-0.24166,1,0.032,0.5,0.032,0
-0.24647,1,0.033,0.5,0.033,0
-0.25128,1,0.034,0.5,0.034,0
-0.2561,1,0.035,0.5,0.035,0
-0.26091,1,0.036,0.5,0.036,0
-0.26572,1,0.037,0.5,0.037,0
-0.27054,1,0.038,0.5,0.038,0
-0.27535,1,0.039,0.5,0.039,0
-0.28016,1,0.04,0.5,0.04,0
-0.28498,1,0.041,0.5,0.041,0
-0.28979,1,0.042,0.5,0.042,0
-0.2946,1,0.043,0.5,0.043,0
-0.29942,1,0.044,0.5,0.044,0
-0.30423,1,0.045,0.5,0.045,0
-0.30904,1,0.046,0.5,0.046,0
-0.31386,1,0.047,0.5,0.047,0
-0.31867,1,0.048,0.5,0.048,0
-0.32348,1,0.049,0.5,0.049,0
-0.3283,1,0.05,0.5,0.05,0
-0.33311,1,0.051,0.5,0.051,0
-0.33792,1,0.052,0.5,0.052,0
-0.34274,1,0.053,0.5,0.053,0
-0.34755,1,0.054,0.5,0.054,0
-0.35236,1,0.055,0.5,0.055,0
-0.35717,1,0.056,0.5,0.056,0
-0.36199,1,0.057,0.5,0.057,0
-0.3668,1,0.058,0.5,0.058,0
-0.37161,1,0.059,0.5,0.059,0
-0.37643,1,0.06,0.5,0.06,0
-0.38124,1,0.061,0.5,0.061,0
-0.38605,1,0.062,0.5,0.062,0
-0.38918,1,0.063,0.5,0.063,0
-0.39062,1,0.064,0.5,0.064,0
-0.39206,1,0.065,0.5,0.065,0
-0.3935,1,0.066,0.5,0.066,0
-0.39494,1,0.067,0.5,0.067,0
-0.39638,1,0.068,0.5,0.068,0
-0.39782,1,0.069,0.5,0.069,0
-0.39926,1,0.07,0.5,0.07,0
-0.4007,1,0.071,0.5,0.071,0
-0.40214,1,0.072,0.5,0.072,0
-0.40358,1,0.073,0.5,0.073,0
-0.40502,1,0.074,0.5,0.074,0
-0.40646,1,0.075,0.5,0.075,0
-0.4079,1,0.076,0.5,0.076,0
-0.40934,1,0.077,0.5,0.077,0
-0.41078,1,0.078,0.5,0.078,0
-0.41222,1,0.079,0.5,0.079,0
-0.41366,1,0.08,0.5,0.08,0
-0.4151,1,0.081,0.5,0.081,0
-0.41654,1,0.082,0.5,0.082,0
-0.41798,1,0.083,0.5,0.083,0
-0.41942,1,0.084,0.5,0.084,0
-0.42086,1,0.085,0.5,0.085,0
-0.4223,1,0.086,0.5,0.086,0
-0.42374,1,0.087,0.5,0.087,0
-0.42519,1,0.088,0.5,0.088,0
-0.42663,1,0.089,0.5,0.089,0
-0.42807,1,0.09,0.5,0.09,0
-0.42951,1,0.091,0.5,0.091,0
-0.43095,1,0.092,0.5,0.092,0
-0.43239,1,0.093,0.5,0.093,0
-0.43315,1,0.094,0.5,0.094,0
-0.43187,1,0.095,0.5,0.095,0
-0.4306,1,0.096,0.5,0.096,0
-0.42932,1,0.097,0.5,0.097,0
-0.42805,1,0.098,0.5,0.098,0
