"v_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.10153,1,0,0,0.5,0
0.10575,1,0.001,0.001,0.5,0
0.10997,1,0.002,0.002,0.5,0
0.11419,1,0.003,0.003,0.5,0
0.11841,1,0.004,0.004,0.5,0
0.12263,1,0.005,0.005,0.5,0
0.12685,1,0.006,0.006,0.5,0
0.13107,1,0.007,0.007,0.5,0
0.13529,1,0.008,0.008,0.5,0
0.13951,1,0.009,0.009,0.5,0
0.14374,1,0.01,0.01,0.5,0
0.14796,1,0.011,0.011,0.5,0
0.15218,1,0.012,0.012,0.5,0
0.1564,1,0.013,0.013,0.5,0
0.16062,1,0.014,0.014,0.5,0
0.16484,1,0.015,0.015,0.5,0
0.16906,1,0.016,0.016,0.5,0
0.17328,1,0.017,0.017,0.5,0
0.1775,1,0.018,0.018,0.5,0
0.18172,1,0.019,0.019,0.5,0
0.18594,1,0.02,0.02,0.5,0
0.19017,1,0.021,0.021,0.5,0
0.19439,1,0.022,0.022,0.5,0
0.19861,1,0.023,0.023,0.5,0
0.20283,1,0.024,0.024,0.5,0
0.20705,1,0.025,0.025,0.5,0
0.21127,1,0.026,0.026,0.5,0
0.21549,1,0.027,0.027,0.5,0
0.21971,1,0.028,0.028,0.5,0
0.22393,1,0.029,0.029,0.5,0
0.22815,1,0.03,0.03,0.5,0
0.23238,1,0.031,0.031,0.5,0
0.2366,1,0.032,0.032,0.5,0
0.24082,1,0.033,0.033,0.5,0
0.24504,1,0.034,0.034,0.5,0
0.24926,1,0.035,0.035,0.5,0
0.25348,1,0.036,0.036,0.5,0
0.2577,1,0.037,0.037,0.5,0
0.26192,1,0.038,0.038,0.5,0
0.26614,1,0.039,0.039,0.5,0
0.27036,1,0.04,0.04,0.5,0
0.27459,1,0.041,0.041,0.5,0
0.27881,1,0.042,0.042,0.5,0
0.28303,1,0.043,0.043,0.5,0
0.28725,1,0.044,0.044,0.5,0
0.29147,1,0.045,0.045,0.5,0
0.29569,1,0.046,0.046,0.5,0
0.29991,1,0.047,0.047,0.5,0
0.30413,1,0.048,0.048,0.5,0
0.30835,1,0.049,0.049,0.5,0
0.31257,1,0.05,0.05,0.5,0
0.3168,1,0.051,0.051,0.5,0
0.32102,1,0.052,0.052,0.5,0
0.32524,1,0.053,0.053,0.5,0
0.32946,1,0.054,0.054,0.5,0
0.33368,1,0.055,0.055,0.5,0
0.3379,1,0.056,0.056,0.5,0
0.34212,1,0.057,0.057,0.5,0
0.34634,1,0.058,0.058,0.5,0
0.35056,1,0.059,0.059,0.5,0
0.35478,1,0.06,0.06,0.5,0
0.35901,1,0.061,0.061,0.5,0
0.36323,1,0.062,0.062,0.5,0
0.36572,1,0.063,0.063,0.5,0
0.36649,1,0.064,0.064,0.5,0
0.36727,1,0.065,0.065,0.5,0
0.36804,1,0.066,0.066,0.5,0
0.36881,1,0.067,0.067,0.5,0
0.36958,1,0.068,0.068,0.5,0
0.37035,1,0.069,0.069,0.5,0
0.37112,1,0.07,0.07,0.5,0
0.3719,1,0.071,0.071,0.5,0
0.37267,1,0.072,0.072,0.5,0
0.37344,1,0.073,0.073,0.5,0
0.37421,1,0.074,0.074,0.5,0
0.37498,1,0.075,0.075,0.5,0
0.37575,1,0.076,0.076,0.5,0
0.37653,1,0.077,0.077,0.5,0
0.3773,1,0.078,0.078,0.5,0
0.37807,1,0.079,0.079,0.5,0
0.37884,1,0.08,0.08,0.5,0
0.37961,1,0.081,0.081,0.5,0
0.38038,1,0.082,0.082,0.5,0
0.38116,1,0.083,0.083,0.5,0
0.38193,1,0.084,0.084,0.5,0
0.3827,1,0.085,0.085,0.5,0
0.38347,1,0.086,0.086,0.5,0
0.38424,1,0.087,0.087,0.5,0
0.38501,1,0.088,0.088,0.5,0
0.38579,1,0.089,0.089,0.5,0
0.38656,1,0.09,0.09,0.5,0
0.38733,1,0.091,0.091,0.5,0
0.3881,1,0.092,0.092,0.5,0
0.38887,1,0.093,0.093,0.5,0
