"u_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.020417,1,0,0.5,0,0
-0.025943,1,0.001,0.5,0.001,0
-0.031469,1,0.002,0.5,0.002,0
-0.036996,1,0.003,0.5,0.003,0
-0.042522,1,0.004,0.5,0.004,0
-0.048048,1,0.005,0.5,0.005,0
-0.053575,1,0.006,0.5,0.006,0
-0.059101,1,0.007,0.5,0.007,0
-0.064627,1,0.008,0.5,0.008,0
-0.070154,1,0.009,0.5,0.009,0
-0.07568,1,0.01,0.5,0.01,0
-0.081206,1,0.011,0.5,0.011,0
-0.086733,1,0.012,0.5,0.012,0
-0.092259,1,0.013,0.5,0.013,0
-0.097785,1,0.014,0.5,0.014,0
-0.10331,1,0.015,0.5,0.015,0
-0.10884,1,0.016,0.5,0.016,0
-0.11436,1,0.017,0.5,0.017,0
-0.11989,1,0.018,0.5,0.018,0
-0.12542,1,0.019,0.5,0.019,0
-0.13094,1,0.02,0.5,0.02,0
-0.13647,1,0.021,0.5,0.021,0
-0.142,1,0.022,0.5,0.022,0
-0.14752,1,0.023,0.5,0.023,0
-0.15305,1,0.024,0.5,0.024,0
-0.15857,1,0.025,0.5,0.025,0
-0.1641,1,0.026,0.5,0.026,0
-0.16963,1,0.027,0.5,0.027,0
-0.17515,1,0.028,0.5,0.028,0
-0.18068,1,0.029,0.5,0.029,0
-0.18621,1,0.03,0.5,0.03,0
-0.19173,1,0.031,0.5,0.031,0
-0.19632,1,0.032,0.5,0.032,0
-0.20059,1,0.033,0.5,0.033,0
-0.20486,1,0.034,0.5,0.034,0
-0.20914,1,0.035,0.5,0.035,0
-0.21341,1,0.036,0.5,0.036,0
-0.21768,1,0.037,0.5,0.037,0
-0.22195,1,0.038,0.5,0.038,0
-0.22623,1,0.039,0.5,0.039,0
-0.2305,1,0.04,0.5,0.04,0
-0.23477,1,0.041,0.5,0.041,0
-0.23904,1,0.042,0.5,0.042,0
-0.24332,1,0.043,0.5,0.043,0
-0.24759,1,0.044,0.5,0.044,0
-0.25186,1,0.045,0.5,0.045,0
-0.25613,1,0.046,0.5,0.046,0
-0.26041,1,0.047,0.5,0.047,0
-0.26468,1,0.048,0.5,0.048,0
-0.26895,1,0.049,0.5,0.049,0
-0.27322,1,0.05,0.5,0.05,0
-0.2775,1,0.051,0.5,0.051,0
-0.28177,1,0.052,0.5,0.052,0
-0.28604,1,0.053,0.5,0.053,0
-0.29031,1,0.054,0.5,0.054,0
-0.29459,1,0.055,0.5,0.055,0
-0.29886,1,0.056,0.5,0.056,0
-0.30313,1,0.057,0.5,0.057,0
-0.3074,1,0.058,0.5,0.058,0
-0.31168,1,0.059,0.5,0.059,0
-0.31595,1,0.06,0.5,0.06,0
-0.32022,1,0.061,0.5,0.061,0
-0.32449,1,0.062,0.5,0.062,0
-0.32792,1,0.063,0.5,0.063,0
-0.33049,1,0.064,0.5,0.064,0
-0.33306,1,0.065,0.5,0.065,0
-0.33564,1,0.066,0.5,0.066,0
