"v_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.059854,1,0,0,0.5,0
0.067845,1,0.001,0.001,0.5,0
0.075836,1,0.002,0.002,0.5,0
0.083827,1,0.003,0.003,0.5,0
0.091818,1,0.004,0.004,0.5,0
0.099808,1,0.005,0.005,0.5,0
0.1078,1,0.006,0.006,0.5,0
0.11579,1,0.007,0.007,0.5,0
0.12378,1,0.008,0.008,0.5,0
0.13177,1,0.009,0.009,0.5,0
0.13976,1,0.01,0.01,0.5,0
0.14775,1,0.011,0.011,0.5,0
0.15574,1,0.012,0.012,0.5,0
0.16374,1,0.013,0.013,0.5,0
0.17173,1,0.014,0.014,0.5,0
0.17972,1,0.015,0.015,0.5,0
0.18771,1,0.016,0.016,0.5,0
0.1957,1,0.017,0.017,0.5,0
0.20369,1,0.018,0.018,0.5,0
0.21168,1,0.019,0.019,0.5,0
0.21967,1,0.02,0.02,0.5,0
0.22766,1,0.021,0.021,0.5,0
0.23565,1,0.022,0.022,0.5,0
0.24364,1,0.023,0.023,0.5,0
0.25164,1,0.024,0.024,0.5,0
0.25963,1,0.025,0.025,0.5,0
0.26762,1,0.026,0.026,0.5,0
0.27561,1,0.027,0.027,0.5,0
0.2836,1,0.028,0.028,0.5,0
0.29159,1,0.029,0.029,0.5,0
0.29958,1,0.03,0.03,0.5,0
0.30757,1,0.031,0.031,0.5,0
0.31147,1,0.032,0.032,0.5,0
0.31401,1,0.033,0.033,0.5,0
0.31655,1,0.034,0.034,0.5,0
0.31909,1,0.035,0.035,0.5,0
0.32163,1,0.036,0.036,0.5,0
0.32417,1,0.037,0.037,0.5,0
0.3267,1,0.038,0.038,0.5,0
0.32924,1,0.039,0.039,0.5,0
0.33178,1,0.04,0.04,0.5,0
0.33432,1,0.041,0.041,0.5,0
0.33686,1,0.042,0.042,0.5,0
0.3394,1,0.043,0.043,0.5,0
0.34194,1,0.044,0.044,0.5,0
0.34447,1,0.045,0.045,0.5,0
0.34701,1,0.046,0.046,0.5,0
0.34955,1,0.047,0.047,0.5,0
0.35209,1,0.048,0.048,0.5,0
0.35463,1,0.049,0.049,0.5,0
0.35717,1,0.05,0.05,0.5,0
0.3597,1,0.051,0.051,0.5,0
0.36224,1,0.052,0.052,0.5,0
0.36478,1,0.053,0.053,0.5,0
0.36732,1,0.054,0.054,0.5,0
0.36986,1,0.055,0.055,0.5,0
0.3724,1,0.056,0.056,0.5,0
0.37493,1,0.057,0.057,0.5,0
0.37747,1,0.058,0.058,0.5,0
0.38001,1,0.059,0.059,0.5,0
0.38255,1,0.06,0.06,0.5,0
0.38509,1,0.061,0.061,0.5,0
0.38763,1,0.062,0.062,0.5,0
0.38957,1,0.063,0.063,0.5,0
0.39091,1,0.064,0.064,0.5,0
0.39225,1,0.065,0.065,0.5,0
0.39359,1,0.066,0.066,0.5,0
0.39494,1,0.067,0.067,0.5,0
0.39628,1,0.068,0.068,0.5,0
0.39762,1,0.069,0.069,0.5,0
0.39896,1,0.07,0.07,0.5,0
0.40031,1,0.071,0.071,0.5,0
0.40165,1,0.072,0.072,0.5,0
0.40299,1,0.073,0.073,0.5,0
0.40433,1,0.074,0.074,0.5,0
0.40567,1,0.075,0.075,0.5,0
0.40702,1,0.076,0.076,0.5,0
0.40836,1,0.077,0.077,0.5,0
0.4097,1,0.078,0.078,0.5,0
0.41104,1,0.079,0.079,0.5,0
0.41239,1,0.08,0.08,0.5,0
0.41373,1,0.081,0.081,0.5,0
