"v_sol","Points:0","Points:1","Points:2"
1.2267e-05,0,0,0
0.00014513,0.03125,0,0
0.0005039,0.0625,0,0
0.00030025,0.09375,0,0
0.00057962,0.125,0,0
-5.4584e-05,0.15625,0,0
-0.00055777,0.1875,0,0
0.0017026,0.21875,0,0
0.0016798,0.25,0,0
-0.0014492,0.28125,0,0
-0.006861,0.3125,0,0
-0.010657,0.34375,0,0
-0.010808,0.375,0,0
-0.0082172,0.40625,0,0
-0.0044368,0.4375,0,0
-0.0017947,0.46875,0,0
0.00031151,0.5,0,0
0.0038205,0.53125,0,0
0.0050338,0.5625,0,0
0.0057215,0.59375,0,0
0.00656,0.625,0,0
0.0073762,0.65625,0,0
0.0079653,0.6875,0,0
0.0065752,0.71875,0,0
0.0043659,0.75,0,0
0.00027254,0.78125,0,0
-0.0010006,0.8125,0,0
-0.0027559,0.84375,0,0
-0.0027267,0.875,0,0
-0.00095476,0.90625,0,0
-0.00062709,0.9375,0,0
-1.0449e-05,0.96875,0,0
-1.6711e-05,1,0,0
0.00026155,0,0.03125,0
-0.000906,0.03125,0.03125,0
-0.0025468,0.0625,0.03125,0
-0.0021453,0.09375,0.03125,0
-0.001845,0.125,0.03125,0
-0.00049185,0.15625,0.03125,0
8.6261e-05,0.1875,0.03125,0
-0.0023764,0.21875,0.03125,0
-0.0054807,0.25,0.03125,0
0.0029642,0.28125,0.03125,0
0.021899,0.3125,0.03125,0
0.036668,0.34375,0.03125,0
0.045173,0.375,0.03125,0
0.046211,0.40625,0.03125,0
0.040159,0.4375,0.03125,0
0.028668,0.46875,0.03125,0
0.013377,0.5,0.03125,0
-0.0038432,0.53125,0.03125,0
-0.021535,0.5625,0.03125,0
-0.039888,0.59375,0.03125,0
-0.055185,0.625,0.03125,0
-0.061894,0.65625,0.03125,0
-0.05417,0.6875,0.03125,0
-0.032592,0.71875,0.03125,0
-0.0088858,0.75,0.03125,0
0.0090202,0.78125,0.03125,0
0.015582,0.8125,0.03125,0
0.015229,0.84375,0.03125,0
0.011012,0.875,0.03125,0
0.0052578,0.90625,0.03125,0
0.0021733,0.9375,0.03125,0
0.0003187,0.96875,0.03125,0
-0.00029093,1,0.03125,0
0.00053673,0,0.0625,0
-0.0049404,0.03125,0.0625,0
-0.0085023,0.0625,0.0625,0
-0.006922,0.09375,0.0625,0
-0.002115,0.125,0.0625,0
-0.00057079,0.15625,0.0625,0
-0.0020488,0.1875,0.0625,0
0.007484,0.21875,0.0625,0
0.044373,0.25,0.0625,0
0.087858,0.28125,0.0625,0
0.11698,0.3125,0.0625,0
