"u_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.048224,1,0,0.5,0,0
-0.059913,1,0.001,0.5,0.001,0
-0.071602,1,0.002,0.5,0.002,0
-0.083291,1,0.003,0.5,0.003,0
-0.09498,1,0.004,0.5,0.004,0
-0.10667,1,0.005,0.5,0.005,0
-0.11836,1,0.006,0.5,0.006,0
-0.13005,1,0.007,0.5,0.007,0
-0.14174,1,0.008,0.5,0.008,0
-0.15342,1,0.009,0.5,0.009,0
-0.16511,1,0.01,0.5,0.01,0
-0.1768,1,0.011,0.5,0.011,0
-0.18849,1,0.012,0.5,0.012,0
-0.20018,1,0.013,0.5,0.013,0
-0.21187,1,0.014,0.5,0.014,0
-0.22356,1,0.015,0.5,0.015,0
-0.23525,1,0.016,0.5,0.016,0
-0.24694,1,0.017,0.5,0.017,0
-0.25863,1,0.018,0.5,0.018,0
-0.27031,1,0.019,0.5,0.019,0
-0.282,1,0.02,0.5,0.02,0
-0.29369,1,0.021,0.5,0.021,0
-0.30538,1,0.022,0.5,0.022,0
-0.31707,1,0.023,0.5,0.023,0
-0.32876,1,0.024,0.5,0.024,0
-0.34045,1,0.025,0.5,0.025,0
-0.35214,1,0.026,0.5,0.026,0
-0.36383,1,0.027,0.5,0.027,0
-0.37551,1,0.028,0.5,0.028,0
-0.3872,1,0.029,0.5,0.029,0
-0.39889,1,0.03,0.5,0.03,0
-0.41058,1,0.031,0.5,0.031,0
-0.41552,1,0.032,0.5,0.032,0
-0.41821,1,0.033,0.5,0.033,0
-0.42089,1,0.034,0.5,0.034,0
-0.42358,1,0.035,0.5,0.035,0
-0.42627,1,0.036,0.5,0.036,0
-0.42896,1,0.037,0.5,0.037,0
-0.43165,1,0.038,0.5,0.038,0
-0.43433,1,0.039,0.5,0.039,0
-0.43702,1,0.04,0.5,0.04,0
-0.43971,1,0.041,0.5,0.041,0
-0.4424,1,0.042,0.5,0.042,0
-0.44509,1,0.043,0.5,0.043,0
-0.44777,1,0.044,0.5,0.044,0
-0.45046,1,0.045,0.5,0.045,0
-0.45315,1,0.046,0.5,0.046,0
-0.45584,1,0.047,0.5,0.047,0
-0.45852,1,0.048,0.5,0.048,0
-0.46121,1,0.049,0.5,0.049,0
-0.4639,1,0.05,0.5,0.05,0
-0.46659,1,0.051,0.5,0.051,0
-0.46928,1,0.052,0.5,0.052,0
-0.47196,1,0.053,0.5,0.053,0
-0.47465,1,0.054,0.5,0.054,0
-0.47734,1,0.055,0.5,0.055,0
-0.48003,1,0.056,0.5,0.056,0
-0.48271,1,0.057,0.5,0.057,0
-0.4854,1,0.058,0.5,0.058,0
-0.48809,1,0.059,0.5,0.059,0
-0.49078,1,0.06,0.5,0.06,0
-0.49347,1,0.061,0.5,0.061,0
-0.49615,1,0.062,0.5,0.062,0
-0.49691,1,0.063,0.5,0.063,0
-0.49574,1,0.064,0.5,0.064,0
-0.49456,1,0.065,0.5,0.065,0
-0.49339,1,0.066,0.5,0.066,0
