"u_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.0031017,1,0,0.5,0,0
-0.0087646,1,0.001,0.5,0.001,0
-0.014428,1,0.002,0.5,0.002,0
-0.02009,1,0.003,0.5,0.003,0
-0.025753,1,0.004,0.5,0.004,0
-0.031416,1,0.005,0.5,0.005,0
-0.037079,1,0.006,0.5,0.006,0
-0.042742,1,0.007,0.5,0.007,0
-0.048405,1,0.008,0.5,0.008,0
-0.054068,1,0.009,0.5,0.009,0
-0.059731,1,0.01,0.5,0.01,0
-0.065394,1,0.011,0.5,0.011,0
-0.071057,1,0.012,0.5,0.012,0
-0.07672,1,0.013,0.5,0.013,0
-0.082383,1,0.014,0.5,0.014,0
-0.088045,1,0.015,0.5,0.015,0
-0.093708,1,0.016,0.5,0.016,0
-0.099371,1,0.017,0.5,0.017,0
-0.10503,1,0.018,0.5,0.018,0
-0.1107,1,0.019,0.5,0.019,0
-0.11636,1,0.02,0.5,0.02,0
-0.12202,1,0.021,0.5,0.021,0
-0.12769,1,0.022,0.5,0.022,0
-0.13335,1,0.023,0.5,0.023,0
-0.13901,1,0.024,0.5,0.024,0
-0.14467,1,0.025,0.5,0.025,0
-0.15034,1,0.026,0.5,0.026,0
-0.156,1,0.027,0.5,0.027,0
-0.16166,1,0.028,0.5,0.028,0
-0.16733,1,0.029,0.5,0.029,0
-0.17299,1,0.03,0.5,0.03,0
-0.17865,1,0.031,0.5,0.031,0
-0.18431,1,0.032,0.5,0.032,0
-0.18998,1,0.033,0.5,0.033,0
-0.19564,1,0.034,0.5,0.034,0
-0.2013,1,0.035,0.5,0.035,0
-0.20697,1,0.036,0.5,0.036,0
-0.21263,1,0.037,0.5,0.037,0
-0.21829,1,0.038,0.5,0.038,0
-0.22396,1,0.039,0.5,0.039,0
-0.22962,1,0.04,0.5,0.04,0
-0.23528,1,0.041,0.5,0.041,0
-0.24094,1,0.042,0.5,0.042,0
-0.24661,1,0.043,0.5,0.043,0
-0.25227,1,0.044,0.5,0.044,0
-0.25793,1,0.045,0.5,0.045,0
-0.2636,1,0.046,0.5,0.046,0
-0.26926,1,0.047,0.5,0.047,0
-0.27492,1,0.048,0.5,0.048,0
-0.28058,1,0.049,0.5,0.049,0
-0.28625,1,0.05,0.5,0.05,0
-0.29191,1,0.051,0.5,0.051,0
-0.29757,1,0.052,0.5,0.052,0
-0.30324,1,0.053,0.5,0.053,0
-0.3089,1,0.054,0.5,0.054,0
-0.31456,1,0.055,0.5,0.055,0
-0.32022,1,0.056,0.5,0.056,0
-0.32589,1,0.057,0.5,0.057,0
-0.33155,1,0.058,0.5,0.058,0
-0.33721,1,0.059,0.5,0.059,0
-0.34288,1,0.06,0.5,0.06,0
-0.34854,1,0.061,0.5,0.061,0
-0.3542,1,0.062,0.5,0.062,0
-0.35733,1,0.063,0.5,0.063,0
-0.35792,1,0.064,0.5,0.064,0
-0.35851,1,0.065,0.5,0.065,0
-0.3591,1,0.066,0.5,0.066,0
-0.35969,1,0.067,0.5,0.067,0
-0.36028,1,0.068,0.5,0.068,0
-0.36087,1,0.069,0.5,0.069,0
-0.36146,1,0.07,0.5,0.07,0
-0.36205,1,0.071,0.5,0.071,0
-0.36265,1,0.072,0.5,0.072,0
-0.36324,1,0.073,0.5,0.073,0
-0.36383,1,0.074,0.5,0.074,0
-0.36442,1,0.075,0.5,0.075,0
-0.36501,1,0.076,0.5,0.076,0
-0.3656,1,0.077,0.5,0.077,0
-0.36619,1,0.078,0.5,0.078,0
-0.36678,1,0.079,0.5,0.079,0
-0.36737,1,0.08,0.5,0.08,0
-0.36796,1,0.081,0.5,0.081,0
-0.36855,1,0.082,0.5,0.082,0
-0.36914,1,0.083,0.5,0.083,0
-0.36973,1,0.084,0.5,0.084,0
-0.37032,1,0.085,0.5,0.085,0
-0.37091,1,0.086,0.5,0.086,0
-0.37151,1,0.087,0.5,0.087,0
-0.3721,1,0.088,0.5,0.088,0
-0.37269,1,0.089,0.5,0.089,0
-0.37328,1,0.09,0.5,0.09,0
-0.37387,1,0.091,0.5,0.091,0
-0.37446,1,0.092,0.5,0.092,0
-0.37505,1,0.093,0.5,0.093,0
-0.37564,1,0.094,0.5,0.094,0
-0.37623,1,0.095,0.5,0.095,0
-0.37682,1,0.096,0.5,0.096,0
-0.37741,1,0.097,0.5,0.097,0
-0.378,1,0.098,0.5,0.098,0
-0.37859,1,0.099,0.5,0.099,0
-0.37918,1,0.1,0.5,0.1,0
-0.37977,1,0.101,0.5,0.101,0
-0.38037,1,0.102,0.5,0.102,0
-0.38096,1,0.103,0.5,0.103,0
-0.38155,1,0.104,0.5,0.104,0
-0.38214,1,0.105,0.5,0.105,0
-0.38273,1,0.106,0.5,0.106,0
-0.38332,1,0.107,0.5,0.107,0
-0.38391,1,0.108,0.5,0.108,0
-0.3845,1,0.109,0.5,0.109,0
-0.38509,1,0.11,0.5,0.11,0
-0.38568,1,0.111,0.5,0.111,0
-0.38627,1,0.112,0.5,0.112,0
-0.38686,1,0.113,0.5,0.113,0
-0.38745,1,0.114,0.5,0.114,0
-0.38804,1,0.115,0.5,0.115,0
-0.38863,1,0.116,0.5,0.116,0
-0.38922,1,0.117,0.5,0.117,0
-0.38982,1,0.118,0.5,0.118,0
-0.39041,1,0.119,0.5,0.119,0
-0.391,1,0.12,0.5,0.12,0
-0.39159,1,0.121,0.5,0.121,0
-0.39218,1,0.122,0.5,0.122,0
-0.39277,1,0.123,0.5,0.123,0
-0.39336,1,0.124,0.5,0.124,0
-0.39395,1,0.125,0.5,0.125,0
-0.39217,1,0.126,0.5,0.126,0
-0.39039,1,0.127,0.5,0.127,0
-0.38861,1,0.128,0.5,0.128,0
-0.38683,1,0.129,0.5,0.129,0
-0.38504,1,0.13,0.5,0.13,0
-0.38326,1,0.131,0.5,0.131,0
-0.38148,1,0.132,0.5,0.132,0
-0.3797,1,0.133,0.5,0.133,0
-0.37792,1,0.134,0.5,0.134,0
-0.37614,1,0.135,0.5,0.135,0
-0.37436,1,0.136,0.5,0.136,0
-0.37258,1,0.137,0.5,0.137,0
-0.37079,1,0.138,0.5,0.138,0
-0.36901,1,0.139,0.5,0.139,0
-0.36723,1,0.14,0.5,0.14,0
-0.36545,1,0.141,0.5,0.141,0
-0.36367,1,0.142,0.5,0.142,0
-0.36189,1,0.143,0.5,0.143,0
-0.36011,1,0.144,0.5,0.144,0
-0.35833,1,0.145,0.5,0.145,0
-0.35654,1,0.146,0.5,0.146,0
-0.35476,1,0.147,0.5,0.147,0
-0.35298,1,0.148,0.5,0.148,0
-0.3512,1,0.149,0.5,0.149,0
-0.34942,1,0.15,0.5,0.15,0
-0.34764,1,0.151,0.5,0.151,0
-0.34586,1,0.152,0.5,0.152,0
-0.34408,1,0.153,0.5,0.153,0
-0.34229,1,0.154,0.5,0.154,0
-0.34051,1,0.155,0.5,0.155,0
-0.33873,1,0.156,0.5,0.156,0
-0.33695,1,0.157,0.5,0.157,0
-0.33517,1,0.158,0.5,0.158,0
-0.33339,1,0.159,0.5,0.159,0
-0.33161,1,0.16,0.5,0.16,0
-0.32983,1,0.161,0.5,0.161,0
-0.32804,1,0.162,0.5,0.162,0
-0.32626,1,0.163,0.5,0.163,0
-0.32448,1,0.164,0.5,0.164,0
-0.3227,1,0.165,0.5,0.165,0
-0.32092,1,0.166,0.5,0.166,0
-0.31914,1,0.167,0.5,0.167,0
-0.31736,1,0.168,0.5,0.168,0
