"v_sol","Points:0","Points:1","Points:2"
-0.025862,0,0,0
0.03122,0.0625,0,0
-0.042687,0.125,0,0
0.043459,0.1875,0,0
-0.0031992,0.25,0,0
-0.04206,0.3125,0,0
0.001846,0.375,0,0
-0.013456,0.4375,0,0
0.010693,0.5,0,0
-0.0040282,0.5625,0,0
0.020065,0.625,0,0
0.018869,0.6875,0,0
-0.0078503,0.75,0,0
0.010171,0.8125,0,0
0.00087857,0.875,0,0
-0.013174,0.9375,0,0
0.0043717,1,0,0
0.035441,0,0.0625,0
0.017025,0.0625,0.0625,0
0.0326,0.125,0.0625,0
0.026224,0.1875,0.0625,0
-0.089828,0.25,0.0625,0
0.052903,0.3125,0.0625,0
0.05817,0.375,0.0625,0
0.049921,0.4375,0.0625,0
-0.019557,0.5,0.0625,0
-0.051529,0.5625,0.0625,0
-0.10059,0.625,0.0625,0
-0.02277,0.6875,0.0625,0
-0.040978,0.75,0.0625,0
-0.0056142,0.8125,0.0625,0
0.042511,0.875,0.0625,0
0.038768,0.9375,0.0625,0
-0.00996,1,0.0625,0
0.073354,0,0.125,0
0.081511,0.0625,0.125,0
-0.16928,0.125,0.125,0
0.010205,0.1875,0.125,0
0.22844,0.25,0.125,0
0.19408,0.3125,0.125,0
0.12808,0.375,0.125,0
0.055596,0.4375,0.125,0
-0.007977,0.5,0.125,0
-0.080766,0.5625,0.125,0
-0.15052,0.625,0.125,0
-0.21011,0.6875,0.125,0
-0.14867,0.75,0.125,0
-0.034537,0.8125,0.125,0
-0.0031163,0.875,0.125,0
0.070576,0.9375,0.125,0
-0.00037514,1,0.125,0
0.048318,0,0.1875,0
0.06277,0.0625,0.1875,0
-0.042823,0.125,0.1875,0
0.24717,0.1875,0.1875,0
0.24508,0.25,0.1875,0
0.19446,0.3125,0.1875,0
0.10639,0.375,0.1875,0
0.060882,0.4375,0.1875,0
-0.013026,0.5,0.1875,0
-0.055509,0.5625,0.1875,0
-0.13056,0.625,0.1875,0
-0.19266,0.6875,0.1875,0
-0.30369,0.75,0.1875,0
-0.2245,0.8125,0.1875,0
-0.023867,0.875,0.1875,0
0.062057,0.9375,0.1875,0
-0.032641,1,0.1875,0
