"v_sol","Points:0","Points:1","Points:2"
-0.016496,0,0,0
0.0086573,0.0625,0,0
-0.010378,0.125,0,0
0.040351,0.1875,0,0
-0.035629,0.25,0,0
-0.02213,0.3125,0,0
-0.014601,0.375,0,0
6.6959e-05,0.4375,0,0
0.0043377,0.5,0,0
0.0055718,0.5625,0,0
0.0066223,0.625,0,0
0.017485,0.6875,0,0
0.011513,0.75,0,0
0.0035954,0.8125,0,0
-0.008313,0.875,0,0
0.0020408,0.9375,0,0
-0.001885,1,0,0
0.040105,0,0.0625,0
0.028819,0.0625,0.0625,0
0.027254,0.125,0.0625,0
-0.0074544,0.1875,0.0625,0
-0.052916,0.25,0.0625,0
0.075094,0.3125,0.0625,0
0.072926,0.375,0.0625,0
0.06254,0.4375,0.0625,0
-0.0020165,0.5,0.0625,0
-0.040326,0.5625,0.0625,0
-0.10782,0.625,0.0625,0
-0.094296,0.6875,0.0625,0
-0.069492,0.75,0.0625,0
0.066215,0.8125,0.0625,0
0.017103,0.875,0.0625,0
0.0046746,0.9375,0.0625,0
-0.00071353,1,0.0625,0
0.051279,0,0.125,0
0.054961,0.0625,0.125,0
-0.14533,0.125,0.125,0
0.084378,0.1875,0.125,0
0.24096,0.25,0.125,0
0.19623,0.3125,0.125,0
0.13009,0.375,0.125,0
0.063274,0.4375,0.125,0
0.0042395,0.5,0.125,0
-0.062528,0.5625,0.125,0
-0.13581,0.625,0.125,0
-0.21507,0.6875,0.125,0
-0.21561,0.75,0.125,0
-0.086726,0.8125,0.125,0
0.043453,0.875,0.125,0
0.015628,0.9375,0.125,0
0.0044335,1,0.125,0
0.044978,0,0.1875,0
0.02354,0.0625,0.1875,0
0.034567,0.125,0.1875,0
0.27428,0.1875,0.1875,0
0.26024,0.25,0.1875,0
0.18844,0.3125,0.1875,0
0.11952,0.375,0.1875,0
0.064709,0.4375,0.1875,0
0.00066662,0.5,0.1875,0
-0.054765,0.5625,0.1875,0
-0.11897,0.625,0.1875,0
-0.18474,0.6875,0.1875,0
-0.28634,0.75,0.1875,0
-0.30521,0.8125,0.1875,0
-0.097655,0.875,0.1875,0
0.079014,0.9375,0.1875,0
-0.039611,1,0.1875,0
0.033682,0,0.25,0
0.014643,0.0625,0.25,0
0.28206,0.125,0.25,0
0.33718,0.1875,0.25,0
0.23836,0.25,0.25,0
0.195,0.3125,0.25,0
0.12322,0.375,0.25,0
0.073994,0.4375,0.25,0
-0.0012483,0.5,0.25,0
-0.057975,0.5625,0.25,0
-0.13387,0.625,0.25,0
-0.17487,0.6875,0.25,0
-0.23939,0.75,0.25,0
-0.34256,0.8125,0.25,0
-0.35042,0.875,0.25,0
0.00084051,0.9375,0.25,0
0.036387,1,0.25,0
-0.010249,0,0.3125,0
0.1736,0.0625,0.3125,0
