"u_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.071838,1,0,0.5,0,0
-0.076253,1,0.001,0.5,0.001,0
-0.080668,1,0.002,0.5,0.002,0
-0.085083,1,0.003,0.5,0.003,0
-0.089498,1,0.004,0.5,0.004,0
-0.093913,1,0.005,0.5,0.005,0
-0.098328,1,0.006,0.5,0.006,0
-0.10274,1,0.007,0.5,0.007,0
-0.10716,1,0.008,0.5,0.008,0
-0.11157,1,0.009,0.5,0.009,0
-0.11599,1,0.01,0.5,0.01,0
-0.1204,1,0.011,0.5,0.011,0
-0.12482,1,0.012,0.5,0.012,0
-0.12923,1,0.013,0.5,0.013,0
-0.13365,1,0.014,0.5,0.014,0
-0.13806,1,0.015,0.5,0.015,0
-0.14248,1,0.016,0.5,0.016,0
-0.14689,1,0.017,0.5,0.017,0
-0.15131,1,0.018,0.5,0.018,0
-0.15572,1,0.019,0.5,0.019,0
-0.16014,1,0.02,0.5,0.02,0
-0.16455,1,0.021,0.5,0.021,0
-0.16897,1,0.022,0.5,0.022,0
-0.17338,1,0.023,0.5,0.023,0
-0.1778,1,0.024,0.5,0.024,0
-0.18221,1,0.025,0.5,0.025,0
-0.18663,1,0.026,0.5,0.026,0
-0.19104,1,0.027,0.5,0.027,0
-0.19546,1,0.028,0.5,0.028,0
-0.19987,1,0.029,0.5,0.029,0
-0.20429,1,0.03,0.5,0.03,0
-0.2087,1,0.031,0.5,0.031,0
-0.21312,1,0.032,0.5,0.032,0
-0.21753,1,0.033,0.5,0.033,0
-0.22194,1,0.034,0.5,0.034,0
-0.22636,1,0.035,0.5,0.035,0
-0.23077,1,0.036,0.5,0.036,0
-0.23519,1,0.037,0.5,0.037,0
-0.2396,1,0.038,0.5,0.038,0
-0.24402,1,0.039,0.5,0.039,0
-0.24843,1,0.04,0.5,0.04,0
-0.25285,1,0.041,0.5,0.041,0
-0.25726,1,0.042,0.5,0.042,0
-0.26168,1,0.043,0.5,0.043,0
-0.26609,1,0.044,0.5,0.044,0
-0.27051,1,0.045,0.5,0.045,0
-0.27492,1,0.046,0.5,0.046,0
-0.27934,1,0.047,0.5,0.047,0
-0.28375,1,0.048,0.5,0.048,0
-0.28817,1,0.049,0.5,0.049,0
-0.29258,1,0.05,0.5,0.05,0
-0.297,1,0.051,0.5,0.051,0
-0.30141,1,0.052,0.5,0.052,0
-0.30583,1,0.053,0.5,0.053,0
-0.31024,1,0.054,0.5,0.054,0
-0.31466,1,0.055,0.5,0.055,0
-0.31907,1,0.056,0.5,0.056,0
-0.32349,1,0.057,0.5,0.057,0
-0.3279,1,0.058,0.5,0.058,0
-0.33232,1,0.059,0.5,0.059,0
-0.33673,1,0.06,0.5,0.06,0
-0.34115,1,0.061,0.5,0.061,0
