"u_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.0027248,1,0,0.5,0,0
-0.0076676,1,0.001,0.5,0.001,0
-0.01261,1,0.002,0.5,0.002,0
-0.017553,1,0.003,0.5,0.003,0
-0.022496,1,0.004,0.5,0.004,0
-0.027439,1,0.005,0.5,0.005,0
-0.032382,1,0.006,0.5,0.006,0
-0.037324,1,0.007,0.5,0.007,0
-0.042267,1,0.008,0.5,0.008,0
-0.04721,1,0.009,0.5,0.009,0
-0.052153,1,0.01,0.5,0.01,0
-0.057095,1,0.011,0.5,0.011,0
-0.062038,1,0.012,0.5,0.012,0
-0.066981,1,0.013,0.5,0.013,0
-0.071924,1,0.014,0.5,0.014,0
-0.076867,1,0.015,0.5,0.015,0
-0.081809,1,0.016,0.5,0.016,0
-0.086752,1,0.017,0.5,0.017,0
-0.091695,1,0.018,0.5,0.018,0
-0.096638,1,0.019,0.5,0.019,0
-0.10158,1,0.02,0.5,0.02,0
-0.10652,1,0.021,0.5,0.021,0
-0.11147,1,0.022,0.5,0.022,0
-0.11641,1,0.023,0.5,0.023,0
-0.12135,1,0.024,0.5,0.024,0
-0.12629,1,0.025,0.5,0.025,0
-0.13124,1,0.026,0.5,0.026,0
-0.13618,1,0.027,0.5,0.027,0
-0.14112,1,0.028,0.5,0.028,0
-0.14607,1,0.029,0.5,0.029,0
-0.15101,1,0.03,0.5,0.03,0
-0.15595,1,0.031,0.5,0.031,0
-0.16089,1,0.032,0.5,0.032,0
-0.16584,1,0.033,0.5,0.033,0
-0.17078,1,0.034,0.5,0.034,0
-0.17572,1,0.035,0.5,0.035,0
-0.18067,1,0.036,0.5,0.036,0
-0.18561,1,0.037,0.5,0.037,0
-0.19055,1,0.038,0.5,0.038,0
-0.19549,1,0.039,0.5,0.039,0
-0.20044,1,0.04,0.5,0.04,0
-0.20538,1,0.041,0.5,0.041,0
-0.21032,1,0.042,0.5,0.042,0
-0.21526,1,0.043,0.5,0.043,0
-0.22021,1,0.044,0.5,0.044,0
-0.22515,1,0.045,0.5,0.045,0
-0.23009,1,0.046,0.5,0.046,0
-0.23504,1,0.047,0.5,0.047,0
-0.23998,1,0.048,0.5,0.048,0
-0.24492,1,0.049,0.5,0.049,0
-0.24986,1,0.05,0.5,0.05,0
-0.25481,1,0.051,0.5,0.051,0
-0.25975,1,0.052,0.5,0.052,0
-0.26469,1,0.053,0.5,0.053,0
-0.26964,1,0.054,0.5,0.054,0
-0.27458,1,0.055,0.5,0.055,0
-0.27952,1,0.056,0.5,0.056,0
-0.28446,1,0.057,0.5,0.057,0
-0.28941,1,0.058,0.5,0.058,0
-0.29435,1,0.059,0.5,0.059,0
-0.29929,1,0.06,0.5,0.06,0
-0.30423,1,0.061,0.5,0.061,0
-0.30918,1,0.062,0.5,0.062,0
-0.3129,1,0.063,0.5,0.063,0
-0.3154,1,0.064,0.5,0.064,0
-0.31789,1,0.065,0.5,0.065,0
-0.32039,1,0.066,0.5,0.066,0
-0.32289,1,0.067,0.5,0.067,0
-0.32539,1,0.068,0.5,0.068,0
-0.32788,1,0.069,0.5,0.069,0
-0.33038,1,0.07,0.5,0.07,0
-0.33288,1,0.071,0.5,0.071,0
-0.33538,1,0.072,0.5,0.072,0
-0.33788,1,0.073,0.5,0.073,0
-0.34037,1,0.074,0.5,0.074,0
-0.34287,1,0.075,0.5,0.075,0
-0.34537,1,0.076,0.5,0.076,0
-0.34787,1,0.077,0.5,0.077,0
-0.35036,1,0.078,0.5,0.078,0
-0.35286,1,0.079,0.5,0.079,0
-0.35536,1,0.08,0.5,0.08,0
-0.35786,1,0.081,0.5,0.081,0
-0.36036,1,0.082,0.5,0.082,0
-0.36285,1,0.083,0.5,0.083,0
