"u_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.042465,1,0,0.5,0,0
-0.05344,1,0.001,0.5,0.001,0
-0.064415,1,0.002,0.5,0.002,0
-0.07539,1,0.003,0.5,0.003,0
-0.086364,1,0.004,0.5,0.004,0
-0.097339,1,0.005,0.5,0.005,0
-0.10831,1,0.006,0.5,0.006,0
-0.11929,1,0.007,0.5,0.007,0
-0.13026,1,0.008,0.5,0.008,0
-0.14124,1,0.009,0.5,0.009,0
-0.15221,1,0.01,0.5,0.01,0
-0.16319,1,0.011,0.5,0.011,0
-0.17416,1,0.012,0.5,0.012,0
-0.18514,1,0.013,0.5,0.013,0
-0.19611,1,0.014,0.5,0.014,0
-0.20709,1,0.015,0.5,0.015,0
-0.21806,1,0.016,0.5,0.016,0
-0.22904,1,0.017,0.5,0.017,0
-0.24001,1,0.018,0.5,0.018,0
-0.25099,1,0.019,0.5,0.019,0
-0.26196,1,0.02,0.5,0.02,0
-0.27294,1,0.021,0.5,0.021,0
-0.28391,1,0.022,0.5,0.022,0
-0.29488,1,0.023,0.5,0.023,0
-0.30586,1,0.024,0.5,0.024,0
-0.31683,1,0.025,0.5,0.025,0
-0.32781,1,0.026,0.5,0.026,0
-0.33878,1,0.027,0.5,0.027,0
-0.34976,1,0.028,0.5,0.028,0
-0.36073,1,0.029,0.5,0.029,0
-0.37171,1,0.03,0.5,0.03,0
-0.38268,1,0.031,0.5,0.031,0
-0.3875,1,0.032,0.5,0.032,0
-0.39026,1,0.033,0.5,0.033,0
-0.39303,1,0.034,0.5,0.034,0
-0.39579,1,0.035,0.5,0.035,0
-0.39855,1,0.036,0.5,0.036,0
-0.40132,1,0.037,0.5,0.037,0
-0.40408,1,0.038,0.5,0.038,0
-0.40684,1,0.039,0.5,0.039,0
-0.40961,1,0.04,0.5,0.04,0
-0.41237,1,0.041,0.5,0.041,0
-0.41513,1,0.042,0.5,0.042,0
-0.4179,1,0.043,0.5,0.043,0
-0.42066,1,0.044,0.5,0.044,0
-0.42342,1,0.045,0.5,0.045,0
-0.42619,1,0.046,0.5,0.046,0
-0.42895,1,0.047,0.5,0.047,0
-0.43172,1,0.048,0.5,0.048,0
-0.43448,1,0.049,0.5,0.049,0
-0.43724,1,0.05,0.5,0.05,0
-0.44001,1,0.051,0.5,0.051,0
-0.44277,1,0.052,0.5,0.052,0
-0.44553,1,0.053,0.5,0.053,0
-0.4483,1,0.054,0.5,0.054,0
-0.45106,1,0.055,0.5,0.055,0
-0.45382,1,0.056,0.5,0.056,0
-0.45659,1,0.057,0.5,0.057,0
-0.45935,1,0.058,0.5,0.058,0
-0.46211,1,0.059,0.5,0.059,0
-0.46488,1,0.06,0.5,0.06,0
-0.46764,1,0.061,0.5,0.061,0
-0.4704,1,0.062,0.5,0.062,0
-0.4712,1,0.063,0.5,0.063,0
-0.47003,1,0.064,0.5,0.064,0
-0.46886,1,0.065,0.5,0.065,0
-0.4677,1,0.066,0.5,0.066,0
-0.46653,1,0.067,0.5,0.067,0
-0.46536,1,0.068,0.5,0.068,0
-0.46419,1,0.069,0.5,0.069,0
-0.46302,1,0.07,0.5,0.07,0
-0.46185,1,0.071,0.5,0.071,0
-0.46068,1,0.072,0.5,0.072,0
-0.45951,1,0.073,0.5,0.073,0
-0.45834,1,0.074,0.5,0.074,0
-0.45718,1,0.075,0.5,0.075,0
-0.45601,1,0.076,0.5,0.076,0
-0.45484,1,0.077,0.5,0.077,0
-0.45367,1,0.078,0.5,0.078,0
-0.4525,1,0.079,0.5,0.079,0
-0.45133,1,0.08,0.5,0.08,0
-0.45016,1,0.081,0.5,0.081,0
-0.44899,1,0.082,0.5,0.082,0
-0.44782,1,0.083,0.5,0.083,0
-0.44666,1,0.084,0.5,0.084,0
-0.44549,1,0.085,0.5,0.085,0
-0.44432,1,0.086,0.5,0.086,0
-0.44315,1,0.087,0.5,0.087,0
-0.44198,1,0.088,0.5,0.088,0
-0.44081,1,0.089,0.5,0.089,0
-0.43964,1,0.09,0.5,0.09,0
-0.43847,1,0.091,0.5,0.091,0
-0.4373,1,0.092,0.5,0.092,0
-0.43614,1,0.093,0.5,0.093,0
-0.43484,1,0.094,0.5,0.094,0
-0.43318,1,0.095,0.5,0.095,0
-0.43151,1,0.096,0.5,0.096,0
-0.42984,1,0.097,0.5,0.097,0
-0.42818,1,0.098,0.5,0.098,0
-0.42651,1,0.099,0.5,0.099,0
-0.42485,1,0.1,0.5,0.1,0
