"v_sol","Points:0","Points:1","Points:2"
0.01917,0,0,0
-0.031562,0.0625,0,0
0.012329,0.125,0,0
0.050938,0.1875,0,0
-0.025339,0.25,0,0
-0.022246,0.3125,0,0
-0.0098847,0.375,0,0
-0.0047134,0.4375,0,0
0.00079866,0.5,0,0
0.0050267,0.5625,0,0
0.0083794,0.625,0,0
0.0084272,0.6875,0,0
0.0043225,0.75,0,0
0.0032821,0.8125,0,0
-0.0057367,0.875,0,0
-0.0065349,0.9375,0,0
0.0058549,1,0,0
2.3144e-05,0,0.0625,0
0.029544,0.0625,0.0625,0
-0.094883,0.125,0.0625,0
-0.0025648,0.1875,0.0625,0
0.057174,0.25,0.0625,0
0.034346,0.3125,0.0625,0
0.05299,0.375,0.0625,0
0.022233,0.4375,0.0625,0
-0.0093124,0.5,0.0625,0
-0.040424,0.5625,0.0625,0
-0.064078,0.625,0.0625,0
-0.018651,0.6875,0.0625,0
0.0043578,0.75,0.0625,0
-0.022678,0.8125,0.0625,0
0.041537,0.875,0.0625,0
0.019218,0.9375,0.0625,0
-0.017642,1,0.0625,0
0.11908,0,0.125,0
0.11385,0.0625,0.125,0
-0.093392,0.125,0.125,0
-0.027229,0.1875,0.125,0
0.099021,0.25,0.125,0
0.13377,0.3125,0.125,0
0.10641,0.375,0.125,0
0.051702,0.4375,0.125,0
-0.010531,0.5,0.125,0
-0.074811,0.5625,0.125,0
-0.13043,0.625,0.125,0
-0.15483,0.6875,0.125,0
-0.10245,0.75,0.125,0
-0.018385,0.8125,0.125,0
0.021247,0.875,0.125,0
0.022146,0.9375,0.125,0
0.0087623,1,0.125,0
0.066613,0,0.1875,0
0.014596,0.0625,0.1875,0
-0.039515,0.125,0.1875,0
0.2229,0.1875,0.1875,0
0.20966,0.25,0.1875,0
0.19049,0.3125,0.1875,0
0.11245,0.375,0.1875,0
0.052306,0.4375,0.1875,0
-0.0067395,0.5,0.1875,0
-0.064979,0.5625,0.1875,0
-0.12714,0.625,0.1875,0
-0.20233,0.6875,0.1875,0
-0.24026,0.75,0.1875,0
-0.18714,0.8125,0.1875,0
0.04201,0.875,0.1875,0
0.018512,0.9375,0.1875,0
-0.056241,1,0.1875,0
0.053793,0,0.25,0
0.043704,0.0625,0.25,0
0.13813,0.125,0.25,0
0.30413,0.1875,0.25,0
0.24378,0.25,0.25,0
0.1547,0.3125,0.25,0
0.10052,0.375,0.25,0
0.054236,0.4375,0.25,0
-0.0034525,0.5,0.25,0
-0.06063,0.5625,0.25,0
-0.11572,0.625,0.25,0
-0.1683,0.6875,0.25,0
-0.24733,0.75,0.25,0
-0.3222,0.8125,0.25,0
-0.17501,0.875,0.25,0
0.021522,0.9375,0.25,0
0.010039,1,0.25,0
0.032326,0,0.3125,0
0.10085,0.0625,0.3125,0
0.29369,0.125,0.3125,0
0.31207,0.1875,0.3125,0
0.20961,0.25,0.3125,0
0.17622,0.3125,0.3125,0
0.13806,0.375,0.3125,0
0.068898,0.4375,0.3125,0
0.0010691,0.5,0.3125,0
-0.062384,0.5625,0.3125,0
-0.12733,0.625,0.3125,0
-0.17883,0.6875,0.3125,0
-0.22314,0.75,0.3125,0
-0.29946,0.8125,0.3125,0
-0.37623,0.875,0.3125,0
-0.064623,0.9375,0.3125,0
0.030734,1,0.3125,0
0.03292,0,0.375,0
0.21446,0.0625,0.375,0
0.37002,0.125,0.375,0
0.29087,0.1875,0.375,0
0.22543,0.25,0.375,0
0.20692,0.3125,0.375,0
0.12076,0.375,0.375,0
0.058859,0.4375,0.375,0
0.0058881,0.5,0.375,0
-0.054576,0.5625,0.375,0
-0.11926,0.625,0.375,0
-0.18389,0.6875,0.375,0
-0.23923,0.75,0.375,0
-0.28187,0.8125,0.375,0
-0.39127,0.875,0.375,0
-0.30886,0.9375,0.375,0
0.13854,1,0.375,0
0.047571,0,0.4375,0
0.28047,0.0625,0.4375,0
0.37989,0.125,0.4375,0
0.28388,0.1875,0.4375,0
0.25265,0.25,0.4375,0
0.19946,0.3125,0.4375,0
0.12439,0.375,0.4375,0
0.099097,0.4375,0.4375,0
0.01478,0.5,0.4375,0
-0.059428,0.5625,0.4375,0
-0.11729,0.625,0.4375,0
-0.18132,0.6875,0.4375,0
-0.23894,0.75,0.4375,0
-0.2869,0.8125,0.4375,0
-0.35729,0.875,0.4375,0
-0.48087,0.9375,0.4375,0
0.12729,1,0.4375,0
0.054247,0,0.5,0
0.32921,0.0625,0.5,0
0.39371,0.125,0.5,0
0.29096,0.1875,0.5,0
0.2643,0.25,0.5,0
0.19499,0.3125,0.5,0
0.15177,0.375,0.5,0
0.095406,0.4375,0.5,0
