"u_sol","Points:0","Points:1","Points:2"
0.0038917,0,0,0
0.020663,0.0625,0,0
0.15711,0.125,0,0
0.08804,0.1875,0,0
-0.026715,0.25,0,0
0.036274,0.3125,0,0
0.020409,0.375,0,0
0.021459,0.4375,0,0
0.0066005,0.5,0,0
0.038994,0.5625,0,0
0.054139,0.625,0,0
0.078129,0.6875,0,0
0.0083918,0.75,0,0
0.03453,0.8125,0,0
0.016951,0.875,0,0
-0.016951,0.9375,0,0
-4.136e-05,1,0,0
0.0092676,0,0.0625,0
-0.098585,0.0625,0.0625,0
-0.18136,0.125,0.0625,0
-0.00044283,0.1875,0.0625,0
0.025911,0.25,0.0625,0
-0.086051,0.3125,0.0625,0
-0.17848,0.375,0.0625,0
-0.23905,0.4375,0.0625,0
-0.25313,0.5,0.0625,0
-0.22324,0.5625,0.0625,0
-0.14722,0.625,0.0625,0
-0.049516,0.6875,0.0625,0
0.030785,0.75,0.0625,0
0.042733,0.8125,0.0625,0
0.036313,0.875,0.0625,0
0.024395,0.9375,0.0625,0
-0.0034354,1,0.0625,0
0.007818,0,0.125,0
-0.037485,0.0625,0.125,0
0.035185,0.125,0.125,0
-0.13673,0.1875,0.125,0
-0.21717,0.25,0.125,0
-0.3101,0.3125,0.125,0
-0.35662,0.375,0.125,0
-0.38631,0.4375,0.125,0
-0.38621,0.5,0.125,0
-0.39414,0.5625,0.125,0
-0.36974,0.625,0.125,0
-0.30992,0.6875,0.125,0
-0.14511,0.75,0.125,0
-0.040465,0.8125,0.125,0
-0.0097158,0.875,0.125,0
-0.032431,0.9375,0.125,0
0.0063551,1,0.125,0
-0.0015547,0,0.1875,0
0.074701,0.0625,0.1875,0
0.057672,0.125,0.1875,0
-0.12072,0.1875,0.1875,0
-0.28416,0.25,0.1875,0
-0.33688,0.3125,0.1875,0
-0.31682,0.375,0.1875,0
-0.30821,0.4375,0.1875,0
-0.30028,0.5,0.1875,0
-0.3137,0.5625,0.1875,0
-0.32668,0.625,0.1875,0
-0.35547,0.6875,0.1875,0
-0.33451,0.75,0.1875,0
-0.18252,0.8125,0.1875,0
-0.011588,0.875,0.1875,0
-0.0091265,0.9375,0.1875,0
0.0058347,1,0.1875,0
-0.018001,0,0.25,0
-0.0027535,0.0625,0.25,0
-0.18152,0.125,0.25,0
-0.27143,0.1875,0.25,0
-0.26254,0.25,0.25,0
-0.22325,0.3125,0.25,0
-0.22701,0.375,0.25,0
-0.24686,0.4375,0.25,0
-0.26105,0.5,0.25,0
-0.25923,0.5625,0.25,0
-0.25556,0.625,0.25,0
-0.25579,0.6875,0.25,0
-0.2878,0.75,0.25,0
-0.30037,0.8125,0.25,0
-0.14227,0.875,0.25,0
0.066496,0.9375,0.25,0
-0.024027,1,0.25,0
0.0074271,0,0.3125,0
-0.019518,0.0625,0.3125,0
-0.13756,0.125,0.3125,0
-0.19483,0.1875,0.3125,0
-0.17081,0.25,0.3125,0
-0.19337,0.3125,0.3125,0
-0.23227,0.375,0.3125,0
-0.23161,0.4375,0.3125,0
-0.2299,0.5,0.3125,0
-0.23174,0.5625,0.3125,0
-0.23526,0.625,0.3125,0
-0.22229,0.6875,0.3125,0
-0.20957,0.75,0.3125,0
-0.2294,0.8125,0.3125,0
-0.22602,0.875,0.3125,0
-0.057344,0.9375,0.3125,0
0.021208,1,0.3125,0
0.010224,0,0.375,0
-0.05719,0.0625,0.375,0
-0.13639,0.125,0.375,0
-0.12806,0.1875,0.375,0
-0.13119,0.25,0.375,0
-0.16146,0.3125,0.375,0
-0.14293,0.375,0.375,0
-0.13922,0.4375,0.375,0
-0.15882,0.5,0.375,0
-0.16549,0.5625,0.375,0
-0.17318,0.625,0.375,0
-0.17951,0.6875,0.375,0
-0.17564,0.75,0.375,0
-0.16447,0.8125,0.375,0
-0.19027,0.875,0.375,0
-0.089995,0.9375,0.375,0
0.072253,1,0.375,0
0.0061676,0,0.4375,0
-0.034791,0.0625,0.4375,0
-0.069974,0.125,0.4375,0
-0.070016,0.1875,0.4375,0
-0.086804,0.25,0.4375,0
-0.091015,0.3125,0.4375,0
-0.089525,0.375,0.4375,0
-0.13203,0.4375,0.4375,0
-0.1363,0.5,0.4375,0
