"v_sol","Points:0","Points:1","Points:2"
4.0385e-06,0,0,0
0.00019564,0.03125,0,0
0.00028128,0.0625,0,0
-6.3727e-05,0.09375,0,0
1.5327e-05,0.125,0,0
-0.0029052,0.15625,0,0
0.0012386,0.1875,0,0
0.0063367,0.21875,0,0
-0.00014555,0.25,0,0
-0.0024924,0.28125,0,0
-0.0047714,0.3125,0,0
-0.00995,0.34375,0,0
-0.011203,0.375,0,0
-0.0088466,0.40625,0,0
-0.0047669,0.4375,0,0
-0.00098381,0.46875,0,0
0.0019234,0.5,0,0
0.0038166,0.53125,0,0
0.0050722,0.5625,0,0
0.0058989,0.59375,0,0
0.0067578,0.625,0,0
0.0073082,0.65625,0,0
0.0074594,0.6875,0,0
0.0062986,0.71875,0,0
0.0039287,0.75,0,0
0.00074071,0.78125,0,0
-0.0028992,0.8125,0,0
-0.0039639,0.84375,0,0
-0.0025845,0.875,0,0
-0.0012515,0.90625,0,0
-0.00039871,0.9375,0,0
-8.7916e-05,0.96875,0,0
8.0978e-05,1,0,0
0.00021768,0,0.03125,0
-0.0012168,0.03125,0.03125,0
-0.0011642,0.0625,0.03125,0
-0.0010236,0.09375,0.03125,0
-0.0011108,0.125,0.03125,0
0.011559,0.15625,0.03125,0
-0.018906,0.1875,0.03125,0
-0.022424,0.21875,0.03125,0
0.013561,0.25,0.03125,0
0.010276,0.28125,0.03125,0
0.022902,0.3125,0.03125,0
0.037632,0.34375,0.03125,0
0.042523,0.375,0.03125,0
0.041427,0.40625,0.03125,0
0.034275,0.4375,0.03125,0
0.023715,0.46875,0.03125,0
0.0098428,0.5,0.03125,0
-0.0064066,0.53125,0.03125,0
-0.024321,0.5625,0.03125,0
-0.042241,0.59375,0.03125,0
-0.055699,0.625,0.03125,0
-0.059921,0.65625,0.03125,0
-0.048102,0.6875,0.03125,0
-0.026319,0.71875,0.03125,0
-0.0049336,0.75,0.03125,0
0.010366,0.78125,0.03125,0
0.017311,0.8125,0.03125,0
0.018676,0.84375,0.03125,0
0.01225,0.875,0.03125,0
0.0056053,0.90625,0.03125,0
0.0017656,0.9375,0.03125,0
0.00013806,0.96875,0.03125,0
-0.00029079,1,0.03125,0
0.00038424,0,0.0625,0
-0.0046006,0.03125,0.0625,0
-0.0041506,0.0625,0.0625,0
-0.0032102,0.09375,0.0625,0
0.012056,0.125,0.0625,0
0.043598,0.15625,0.0625,0
-0.011852,0.1875,0.0625,0
-0.031258,0.21875,0.0625,0
0.039546,0.25,0.0625,0
0.081584,0.28125,0.0625,0
0.11065,0.3125,0.0625,0
0.11652,0.34375,0.0625,0
0.10532,0.375,0.0625,0
0.084438,0.40625,0.0625,0
0.060257,0.4375,0.0625,0
0.035022,0.46875,0.0625,0
0.0090133,0.5,0.0625,0
-0.018644,0.53125,0.0625,0
-0.048907,0.5625,0.0625,0
-0.081539,0.59375,0.0625,0
-0.11388,0.625,0.0625,0
-0.13752,0.65625,0.0625,0
-0.14034,0.6875,0.0625,0
-0.11205,0.71875,0.0625,0
-0.063089,0.75,0.0625,0
-0.017033,0.78125,0.0625,0
0.0065577,0.8125,0.0625,0
0.02112,0.84375,0.0625,0
0.028643,0.875,0.0625,0
0.019774,0.90625,0.0625,0
0.010301,0.9375,0.0625,0
0.0036536,0.96875,0.0625,0
-0.00034837,1,0.0625,0
-0.00013335,0,0.09375,0
-0.0090902,0.03125,0.09375,0
-0.0081464,0.0625,0.09375,0
-0.0052404,0.09375,0.09375,0
0.0017076,0.125,0.09375,0
0.0031356,0.15625,0.09375,0
0.032947,0.1875,0.09375,0
0.10111,0.21875,0.09375,0
0.15361,0.25,0.09375,0
0.18052,0.28125,0.09375,0
0.1763,0.3125,0.09375,0
0.15354,0.34375,0.09375,0
0.1239,0.375,0.09375,0
0.09331,0.40625,0.09375,0
0.063918,0.4375,0.09375,0
0.035515,0.46875,0.09375,0
0.0073198,0.5,0.09375,0
-0.02195,0.53125,0.09375,0
-0.053451,0.5625,0.09375,0
-0.088598,0.59375,0.09375,0
-0.12797,0.625,0.09375,0
-0.16971,0.65625,0.09375,0
-0.20434,0.6875,0.09375,0
-0.21276,0.71875,0.09375,0
-0.1752,0.75,0.09375,0
-0.098838,0.78125,0.09375,0
-0.028342,0.8125,0.09375,0
0.0018493,0.84375,0.09375,0
0.019431,0.875,0.09375,0
0.027488,0.90625,0.09375,0
0.017842,0.9375,0.09375,0
0.0098676,0.96875,0.09375,0
0.0008008,1,0.09375,0
-0.0013291,0,0.125,0
-0.016162,0.03125,0.125,0
-0.0091144,0.0625,0.125,0
0.0072412,0.09375,0.125,0
0.014704,0.125,0.125,0
0.055333,0.15625,0.125,0
0.14571,0.1875,0.125,0
0.21312,0.21875,0.125,0
0.23133,0.25,0.125,0
0.21665,0.28125,0.125,0
0.18586,0.3125,0.125,0
0.15267,0.34375,0.125,0
0.12032,0.375,0.125,0
0.090304,0.40625,0.125,0
0.061292,0.4375,0.125,0
0.032987,0.46875,0.125,0
0.0044109,0.5,0.125,0
-0.024748,0.53125,0.125,0
-0.054824,0.5625,0.125,0
-0.086239,0.59375,0.125,0
-0.11949,0.625,0.125,0
-0.15709,0.65625,0.125,0
-0.201,0.6875,0.125,0
-0.24727,0.71875,0.125,0
-0.27173,0.75,0.125,0
-0.23801,0.78125,0.125,0
-0.13586,0.8125,0.125,0
-0.034294,0.84375,0.125,0
0.0058207,0.875,0.125,0
0.019756,0.90625,0.125,0
0.023723,0.9375,0.125,0
0.014867,0.96875,0.125,0
0.00080003,1,0.125,0
-0.004004,0,0.15625,0
-0.024384,0.03125,0.15625,0
-0.0038397,0.0625,0.15625,0
0.01927,0.09375,0.15625,0
0.069048,0.125,0.15625,0
0.17263,0.15625,0.15625,0
0.25526,0.1875,0.15625,0
0.27399,0.21875,0.15625,0
0.25301,0.25,0.15625,0
0.2173,0.28125,0.15625,0
0.18293,0.3125,0.15625,0
0.15157,0.34375,0.15625,0
0.12251,0.375,0.15625,0
0.093577,0.40625,0.15625,0
0.064239,0.4375,0.15625,0
0.034352,0.46875,0.15625,0
0.0037937,0.5,0.15625,0
-0.027453,0.53125,0.15625,0
-0.059685,0.5625,0.15625,0
-0.09244,0.59375,0.15625,0
-0.12517,0.625,0.15625,0
-0.1561,0.65625,0.15625,0
-0.18654,0.6875,0.15625,0
-0.22249,0.71875,0.15625,0
-0.27225,0.75,0.15625,0
-0.31422,0.78125,0.15625,0
-0.2903,0.8125,0.15625,0
-0.16175,0.84375,0.15625,0
-0.029537,0.875,0.15625,0
0.013987,0.90625,0.15625,0
0.01958,0.9375,0.15625,0
0.019945,0.96875,0.15625,0
0.0023394,1,0.15625,0
-0.010681,0,0.1875,0
-0.026059,0.03125,0.1875,0
0.011235,0.0625,0.1875,0
0.068636,0.09375,0.1875,0
0.18196,0.125,0.1875,0
0.28603,0.15625,0.1875,0
0.31057,0.1875,0.1875,0
0.2846,0.21875,0.1875,0
0.24651,0.25,0.1875,0
0.21198,0.28125,0.1875,0
0.18347,0.3125,0.1875,0
0.15534,0.34375,0.1875,0
0.12632,0.375,0.1875,0
0.09564,0.40625,0.1875,0
0.065053,0.4375,0.1875,0
0.034207,0.46875,0.1875,0
0.0033898,0.5,0.1875,0
-0.027841,0.53125,0.1875,0
-0.059706,0.5625,0.1875,0
-0.092329,0.59375,0.1875,0
-0.12628,0.625,0.1875,0
-0.16079,0.65625,0.1875,0
-0.19414,0.6875,0.1875,0
-0.22256,0.71875,0.1875,0
-0.25096,0.75,0.1875,0
-0.29668,0.78125,0.1875,0
-0.34904,0.8125,0.1875,0
-0.32619,0.84375,0.1875,0
-0.15961,0.875,0.1875,0
-0.011613,0.90625,0.1875,0
0.022782,0.9375,0.1875,0
0.021107,0.96875,0.1875,0
0.00060505,1,0.1875,0
-0.017565,0,0.21875,0
-0.022306,0.03125,0.21875,0
0.053275,0.0625,0.21875,0
0.16311,0.09375,0.21875,0
0.29033,0.125,0.21875,0
0.33629,0.15625,0.21875,0
0.31366,0.1875,0.21875,0
0.27903,0.21875,0.21875,0
0.24569,0.25,0.21875,0
0.21975,0.28125,0.21875,0
0.19111,0.3125,0.21875,0
0.16013,0.34375,0.21875,0
0.12807,0.375,0.21875,0
0.097064,0.40625,0.21875,0
0.06616,0.4375,0.21875,0
0.034976,0.46875,0.21875,0
0.0033526,0.5,0.21875,0
-0.02884,0.53125,0.21875,0
-0.061235,0.5625,0.21875,0
-0.093969,0.59375,0.21875,0
-0.12624,0.625,0.21875,0
-0.15887,0.65625,0.21875,0
-0.19181,0.6875,0.21875,0
-0.22604,0.71875,0.21875,0
-0.25559,0.75,0.21875,0
-0.28272,0.78125,0.21875,0
-0.32726,0.8125,0.21875,0
-0.38413,0.84375,0.21875,0
-0.33807,0.875,0.21875,0
-0.11618,0.90625,0.21875,0
0.01454,0.9375,0.21875,0
0.020224,0.96875,0.21875,0
0.010583,1,0.21875,0
-0.022108,0,0.25,0
0.0042861,0.03125,0.25,0
0.12323,0.0625,0.25,0
0.26563,0.09375,0.25,0
0.35616,0.125,0.25,0
0.35006,0.15625,0.25,0
0.31541,0.1875,0.25,0
0.27875,0.21875,0.25,0
0.25131,0.25,0.25,0
0.22313,0.28125,0.25,0
0.19011,0.3125,0.25,0
0.15953,0.34375,0.25,0
0.12946,0.375,0.25,0
0.099417,0.40625,0.25,0
0.06777,0.4375,0.25,0
0.036115,0.46875,0.25,0
0.0039768,0.5,0.25,0
-0.028293,0.53125,0.25,0
-0.060906,0.5625,0.25,0
-0.09409,0.59375,0.25,0
-0.12748,0.625,0.25,0
-0.16118,0.65625,0.25,0
-0.19391,0.6875,0.25,0
-0.22629,0.71875,0.25,0
-0.25838,0.75,0.25,0
-0.28649,0.78125,0.25,0
-0.31375,0.8125,0.25,0
-0.36511,0.84375,0.25,0
-0.41836,0.875,0.25,0
-0.30303,0.90625,0.25,0
-0.039087,0.9375,0.25,0
0.038796,0.96875,0.25,0
-0.011488,1,0.25,0
-0.017955,0,0.28125,0
0.051771,0.03125,0.28125,0
0.20946,0.0625,0.28125,0
0.34396,0.09375,0.28125,0
0.37955,0.125,0.28125,0
0.34555,0.15625,0.28125,0
0.30876,0.1875,0.28125,0
0.28248,0.21875,0.28125,0
0.25799,0.25,0.28125,0
0.22445,0.28125,0.28125,0
0.19529,0.3125,0.28125,0
0.1658,0.34375,0.28125,0
0.13406,0.375,0.28125,0
0.10127,0.40625,0.28125,0
0.069019,0.4375,0.28125,0
0.036961,0.46875,0.28125,0
0.00445,0.5,0.28125,0
-0.028193,0.53125,0.28125,0
-0.061248,0.5625,0.28125,0
-0.094032,0.59375,0.28125,0
-0.12703,0.625,0.28125,0
-0.15956,0.65625,0.28125,0
-0.19291,0.6875,0.28125,0
-0.2259,0.71875,0.28125,0
-0.26041,0.75,0.28125,0
-0.29243,0.78125,0.28125,0
-0.31727,0.8125,0.28125,0
-0.34593,0.84375,0.28125,0
-0.41246,0.875,0.28125,0
-0.43279,0.90625,0.28125,0
-0.18371,0.9375,0.28125,0
0.028724,0.96875,0.28125,0
0.0066436,1,0.28125,0
-0.0064357,0,0.3125,0
0.11988,0.03125,0.3125,0
0.28812,0.0625,0.3125,0
0.39005,0.09375,0.3125,0
0.38466,0.125,0.3125,0
0.3455,0.15625,0.3125,0
0.31872,0.1875,0.3125,0
0.29127,0.21875,0.3125,0
0.25816,0.25,0.3125,0
0.227,0.28125,0.3125,0
0.19884,0.3125,0.3125,0
0.16497,0.34375,0.3125,0
0.13326,0.375,0.3125,0
0.10228,0.40625,0.3125,0
0.071166,0.4375,0.3125,0
0.038615,0.46875,0.3125,0
0.0058521,0.5,0.3125,0
-0.027141,0.53125,0.3125,0
-0.060515,0.5625,0.3125,0
-0.093913,0.59375,0.3125,0
-0.12793,0.625,0.3125,0
-0.16141,0.65625,0.3125,0
-0.19486,0.6875,0.3125,0
-0.22654,0.71875,0.3125,0
-0.25841,0.75,0.3125,0
-0.29289,0.78125,0.3125,0
-0.32652,0.8125,0.3125,0
-0.3464,0.84375,0.3125,0
-0.3869,0.875,0.3125,0
-0.46595,0.90625,0.3125,0
-0.36341,0.9375,0.3125,0
-0.022503,0.96875,0.3125,0
0.040399,1,0.3125,0
0.017574,0,0.34375,0
0.19001,0.03125,0.34375,0
0.34886,0.0625,0.34375,0
0.41486,0.09375,0.34375,0
0.38284,0.125,0.34375,0
0.34772,0.15625,0.34375,0
0.31977,0.1875,0.34375,0
0.29097,0.21875,0.34375,0
0.26177,0.25,0.34375,0
0.2334,0.28125,0.34375,0
0.20086,0.3125,0.34375,0
0.16886,0.34375,0.34375,0
0.13969,0.375,0.34375,0
0.10652,0.40625,0.34375,0
0.073026,0.4375,0.34375,0
0.039649,0.46875,0.34375,0
0.0068145,0.5,0.34375,0
-0.026507,0.53125,0.34375,0
-0.059828,0.5625,0.34375,0
-0.093169,0.59375,0.34375,0
-0.12647,0.625,0.34375,0
-0.15981,0.65625,0.34375,0
