"u_sol","Points:0","Points:1","Points:2"
-1.5209e-05,0,0,0
-3.5161e-05,0.03125,0,0
0.00024516,0.0625,0,0
0.00068917,0.09375,0,0
0.0049571,0.125,0,0
0.013852,0.15625,0,0
0.028844,0.1875,0,0
0.041662,0.21875,0,0
0.022933,0.25,0,0
0.018158,0.28125,0,0
0.025344,0.3125,0,0
0.028304,0.34375,0,0
0.028221,0.375,0,0
0.019047,0.40625,0,0
0.001227,0.4375,0,0
-0.021737,0.46875,0,0
-0.042465,0.5,0,0
-0.055013,0.53125,0,0
-0.053837,0.5625,0,0
-0.037475,0.59375,0,0
-0.0075475,0.625,0,0
0.026537,0.65625,0,0
0.053472,0.6875,0,0
0.059639,0.71875,0,0
0.051828,0.75,0,0
0.033906,0.78125,0,0
0.017146,0.8125,0,0
0.0043361,0.84375,0,0
-0.00063706,0.875,0,0
-0.0017023,0.90625,0,0
-0.0011464,0.9375,0,0
-0.00010375,0.96875,0,0
2.3901e-05,1,0,0
-0.00021306,0,0.03125,0
0.00093094,0.03125,0.03125,0
0.0038466,0.0625,0.03125,0
0.0051561,0.09375,0.03125,0
0.0018097,0.125,0.03125,0
-0.025038,0.15625,0.03125,0
-0.052625,0.1875,0.03125,0
-0.0085814,0.21875,0.03125,0
0.014283,0.25,0.03125,0
-0.0085423,0.28125,0.03125,0
-0.059126,0.3125,0.03125,0
-0.13385,0.34375,0.03125,0
-0.21608,0.375,0.03125,0
-0.28947,0.40625,0.03125,0
-0.34288,0.4375,0.03125,0
-0.37493,0.46875,0.03125,0
-0.38543,0.5,0.03125,0
-0.37692,0.53125,0.03125,0
-0.34889,0.5625,0.03125,0
-0.30206,0.59375,0.03125,0
-0.23553,0.625,0.03125,0
-0.15349,0.65625,0.03125,0
-0.065735,0.6875,0.03125,0
0.010009,0.71875,0.03125,0
0.057324,0.75,0.03125,0
0.075015,0.78125,0.03125,0
0.071611,0.8125,0.03125,0
0.05488,0.84375,0.03125,0
0.030181,0.875,0.03125,0
0.012747,0.90625,0.03125,0
0.0038389,0.9375,0.03125,0
-6.8127e-05,0.96875,0.03125,0
-4.8534e-05,1,0.03125,0
-0.00037143,0,0.0625,0
0.0018058,0.03125,0.0625,0
0.0060643,0.0625,0.0625,0
0.010162,0.09375,0.0625,0
0.013085,0.125,0.0625,0
0.015669,0.15625,0.0625,0
0.021685,0.1875,0.0625,0
-0.031688,0.21875,0.0625,0
-0.10108,0.25,0.0625,0
-0.18982,0.28125,0.0625,0
-0.29148,0.3125,0.0625,0
-0.36852,0.34375,0.0625,0
-0.41955,0.375,0.0625,0
-0.44782,0.40625,0.0625,0
-0.4638,0.4375,0.0625,0
-0.47004,0.46875,0.0625,0
-0.47179,0.5,0.0625,0
-0.46786,0.53125,0.0625,0
-0.46025,0.5625,0.0625,0
-0.4446,0.59375,0.0625,0
-0.41818,0.625,0.0625,0
-0.37063,0.65625,0.0625,0
-0.29685,0.6875,0.0625,0
-0.19721,0.71875,0.0625,0
-0.099106,0.75,0.0625,0
-0.029107,0.78125,0.0625,0
0.0044776,0.8125,0.0625,0
0.024887,0.84375,0.0625,0
0.03218,0.875,0.0625,0
0.021401,0.90625,0.0625,0
0.0098561,0.9375,0.0625,0
0.0033934,0.96875,0.0625,0
-0.00056164,1,0.0625,0
-0.00062249,0,0.09375,0
0.0031111,0.03125,0.09375,0
0.0077267,0.0625,0.09375,0
0.0067632,0.09375,0.09375,0
0.0028478,0.125,0.09375,0
0.020631,0.15625,0.09375,0
-0.0028798,0.1875,0.09375,0
-0.12995,0.21875,0.09375,0
-0.26457,0.25,0.09375,0
-0.36152,0.28125,0.09375,0
-0.41245,0.3125,0.09375,0
-0.43396,0.34375,0.09375,0
-0.44004,0.375,0.09375,0
-0.44092,0.40625,0.09375,0
-0.43969,0.4375,0.09375,0
-0.43787,0.46875,0.09375,0
-0.43526,0.5,0.09375,0
-0.43264,0.53125,0.09375,0
-0.43082,0.5625,0.09375,0
-0.43169,0.59375,0.09375,0
-0.43532,0.625,0.09375,0
-0.43778,0.65625,0.09375,0
-0.42381,0.6875,0.09375,0
