"u_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.0042382,1,0,0.5,0,0
-0.021775,1,0.001,0.5,0.001,0
-0.039312,1,0.002,0.5,0.002,0
-0.056849,1,0.003,0.5,0.003,0
-0.074386,1,0.004,0.5,0.004,0
-0.091924,1,0.005,0.5,0.005,0
-0.10946,1,0.006,0.5,0.006,0
-0.127,1,0.007,0.5,0.007,0
-0.14341,1,0.008,0.5,0.008,0
-0.15493,1,0.009,0.5,0.009,0
-0.16645,1,0.01,0.5,0.01,0
-0.17798,1,0.011,0.5,0.011,0
-0.1895,1,0.012,0.5,0.012,0
-0.20103,1,0.013,0.5,0.013,0
-0.21255,1,0.014,0.5,0.014,0
-0.22407,1,0.015,0.5,0.015,0
-0.23441,1,0.016,0.5,0.016,0
-0.24277,1,0.017,0.5,0.017,0
-0.25113,1,0.018,0.5,0.018,0
-0.25948,1,0.019,0.5,0.019,0
-0.26784,1,0.02,0.5,0.02,0
-0.2762,1,0.021,0.5,0.021,0
-0.28456,1,0.022,0.5,0.022,0
-0.29292,1,0.023,0.5,0.023,0
-0.30069,1,0.024,0.5,0.024,0
-0.30801,1,0.025,0.5,0.025,0
-0.31532,1,0.026,0.5,0.026,0
-0.32264,1,0.027,0.5,0.027,0
-0.32996,1,0.028,0.5,0.028,0
-0.33728,1,0.029,0.5,0.029,0
-0.34459,1,0.03,0.5,0.03,0
-0.35191,1,0.031,0.5,0.031,0
-0.35833,1,0.032,0.5,0.032,0
-0.36444,1,0.033,0.5,0.033,0
-0.37055,1,0.034,0.5,0.034,0
-0.37667,1,0.035,0.5,0.035,0
-0.38278,1,0.036,0.5,0.036,0
-0.38889,1,0.037,0.5,0.037,0
-0.39501,1,0.038,0.5,0.038,0
-0.40112,1,0.039,0.5,0.039,0
-0.40555,1,0.04,0.5,0.04,0
-0.40986,1,0.041,0.5,0.041,0
-0.41418,1,0.042,0.5,0.042,0
-0.41849,1,0.043,0.5,0.043,0
-0.42281,1,0.044,0.5,0.044,0
-0.42712,1,0.045,0.5,0.045,0
-0.43144,1,0.046,0.5,0.046,0
-0.4355,1,0.047,0.5,0.047,0
-0.43775,1,0.048,0.5,0.048,0
-0.44001,1,0.049,0.5,0.049,0
-0.44227,1,0.05,0.5,0.05,0
-0.44452,1,0.051,0.5,0.051,0
-0.44678,1,0.052,0.5,0.052,0
-0.44904,1,0.053,0.5,0.053,0
-0.45129,1,0.054,0.5,0.054,0
-0.45297,1,0.055,0.5,0.055,0
-0.45337,1,0.056,0.5,0.056,0
-0.45376,1,0.057,0.5,0.057,0
-0.45416,1,0.058,0.5,0.058,0
-0.45456,1,0.059,0.5,0.059,0
-0.45495,1,0.06,0.5,0.06,0
-0.45535,1,0.061,0.5,0.061,0
-0.45575,1,0.062,0.5,0.062,0
-0.45549,1,0.063,0.5,0.063,0
-0.45458,1,0.064,0.5,0.064,0
-0.45366,1,0.065,0.5,0.065,0
-0.45275,1,0.066,0.5,0.066,0
-0.45183,1,0.067,0.5,0.067,0
-0.45092,1,0.068,0.5,0.068,0
-0.45001,1,0.069,0.5,0.069,0
-0.44909,1,0.07,0.5,0.07,0
-0.44772,1,0.071,0.5,0.071,0
-0.44614,1,0.072,0.5,0.072,0
-0.44456,1,0.073,0.5,0.073,0
-0.44298,1,0.074,0.5,0.074,0
-0.44141,1,0.075,0.5,0.075,0
-0.43983,1,0.076,0.5,0.076,0
-0.43825,1,0.077,0.5,0.077,0
-0.43667,1,0.078,0.5,0.078,0
-0.43496,1,0.079,0.5,0.079,0
-0.43324,1,0.08,0.5,0.08,0
-0.43151,1,0.081,0.5,0.081,0
-0.42979,1,0.082,0.5,0.082,0
-0.42806,1,0.083,0.5,0.083,0
-0.42634,1,0.084,0.5,0.084,0
-0.42461,1,0.085,0.5,0.085,0
-0.42289,1,0.086,0.5,0.086,0
