"u_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.01868,1,0,0.5,0,0
-0.024231,1,0.001,0.5,0.001,0
-0.029782,1,0.002,0.5,0.002,0
-0.035332,1,0.003,0.5,0.003,0
-0.040883,1,0.004,0.5,0.004,0
-0.046434,1,0.005,0.5,0.005,0
-0.051985,1,0.006,0.5,0.006,0
-0.057535,1,0.007,0.5,0.007,0
-0.063086,1,0.008,0.5,0.008,0
-0.068637,1,0.009,0.5,0.009,0
-0.074188,1,0.01,0.5,0.01,0
-0.079738,1,0.011,0.5,0.011,0
-0.085289,1,0.012,0.5,0.012,0
-0.09084,1,0.013,0.5,0.013,0
-0.096391,1,0.014,0.5,0.014,0
-0.10194,1,0.015,0.5,0.015,0
-0.10749,1,0.016,0.5,0.016,0
-0.11304,1,0.017,0.5,0.017,0
-0.11859,1,0.018,0.5,0.018,0
-0.12414,1,0.019,0.5,0.019,0
-0.1297,1,0.02,0.5,0.02,0
-0.13525,1,0.021,0.5,0.021,0
-0.1408,1,0.022,0.5,0.022,0
-0.14635,1,0.023,0.5,0.023,0
-0.1519,1,0.024,0.5,0.024,0
-0.15745,1,0.025,0.5,0.025,0
-0.163,1,0.026,0.5,0.026,0
-0.16855,1,0.027,0.5,0.027,0
-0.1741,1,0.028,0.5,0.028,0
-0.17965,1,0.029,0.5,0.029,0
-0.1852,1,0.03,0.5,0.03,0
-0.19075,1,0.031,0.5,0.031,0
-0.19572,1,0.032,0.5,0.032,0
-0.2005,1,0.033,0.5,0.033,0
-0.20528,1,0.034,0.5,0.034,0
-0.21005,1,0.035,0.5,0.035,0
-0.21483,1,0.036,0.5,0.036,0
-0.2196,1,0.037,0.5,0.037,0
-0.22438,1,0.038,0.5,0.038,0
-0.22916,1,0.039,0.5,0.039,0
-0.23393,1,0.04,0.5,0.04,0
-0.23871,1,0.041,0.5,0.041,0
-0.24349,1,0.042,0.5,0.042,0
-0.24826,1,0.043,0.5,0.043,0
-0.25304,1,0.044,0.5,0.044,0
-0.25781,1,0.045,0.5,0.045,0
-0.26259,1,0.046,0.5,0.046,0
-0.26737,1,0.047,0.5,0.047,0
-0.27214,1,0.048,0.5,0.048,0
-0.27692,1,0.049,0.5,0.049,0
-0.28169,1,0.05,0.5,0.05,0
-0.28647,1,0.051,0.5,0.051,0
-0.29125,1,0.052,0.5,0.052,0
-0.29602,1,0.053,0.5,0.053,0
-0.3008,1,0.054,0.5,0.054,0
-0.30558,1,0.055,0.5,0.055,0
-0.31035,1,0.056,0.5,0.056,0
-0.31513,1,0.057,0.5,0.057,0
-0.3199,1,0.058,0.5,0.058,0
-0.32468,1,0.059,0.5,0.059,0
-0.32946,1,0.06,0.5,0.06,0
-0.33423,1,0.061,0.5,0.061,0
-0.33901,1,0.062,0.5,0.062,0
-0.34248,1,0.063,0.5,0.063,0
-0.34464,1,0.064,0.5,0.064,0
-0.3468,1,0.065,0.5,0.065,0
-0.34897,1,0.066,0.5,0.066,0
-0.35113,1,0.067,0.5,0.067,0
-0.35329,1,0.068,0.5,0.068,0
-0.35546,1,0.069,0.5,0.069,0
-0.35762,1,0.07,0.5,0.07,0
-0.35978,1,0.071,0.5,0.071,0
-0.36194,1,0.072,0.5,0.072,0
-0.36411,1,0.073,0.5,0.073,0
-0.36627,1,0.074,0.5,0.074,0
-0.36843,1,0.075,0.5,0.075,0
-0.3706,1,0.076,0.5,0.076,0
-0.37276,1,0.077,0.5,0.077,0
-0.37492,1,0.078,0.5,0.078,0
-0.37708,1,0.079,0.5,0.079,0
-0.37925,1,0.08,0.5,0.08,0
-0.38141,1,0.081,0.5,0.081,0
-0.38357,1,0.082,0.5,0.082,0
-0.38574,1,0.083,0.5,0.083,0
-0.3879,1,0.084,0.5,0.084,0
-0.39006,1,0.085,0.5,0.085,0
-0.39222,1,0.086,0.5,0.086,0
-0.39439,1,0.087,0.5,0.087,0
-0.39655,1,0.088,0.5,0.088,0
-0.39871,1,0.089,0.5,0.089,0
-0.40088,1,0.09,0.5,0.09,0
-0.40304,1,0.091,0.5,0.091,0
-0.4052,1,0.092,0.5,0.092,0
-0.40736,1,0.093,0.5,0.093,0
-0.40891,1,0.094,0.5,0.094,0
-0.40861,1,0.095,0.5,0.095,0
-0.40831,1,0.096,0.5,0.096,0
-0.40801,1,0.097,0.5,0.097,0
-0.40771,1,0.098,0.5,0.098,0
-0.40741,1,0.099,0.5,0.099,0
-0.40711,1,0.1,0.5,0.1,0
-0.40681,1,0.101,0.5,0.101,0
-0.40651,1,0.102,0.5,0.102,0
-0.4062,1,0.103,0.5,0.103,0
-0.4059,1,0.104,0.5,0.104,0
-0.4056,1,0.105,0.5,0.105,0
-0.4053,1,0.106,0.5,0.106,0
-0.405,1,0.107,0.5,0.107,0
-0.4047,1,0.108,0.5,0.108,0
-0.4044,1,0.109,0.5,0.109,0
-0.4041,1,0.11,0.5,0.11,0
-0.4038,1,0.111,0.5,0.111,0
-0.4035,1,0.112,0.5,0.112,0
-0.4032,1,0.113,0.5,0.113,0
-0.4029,1,0.114,0.5,0.114,0
-0.4026,1,0.115,0.5,0.115,0
-0.4023,1,0.116,0.5,0.116,0
-0.40199,1,0.117,0.5,0.117,0
-0.40169,1,0.118,0.5,0.118,0
-0.40139,1,0.119,0.5,0.119,0
-0.40109,1,0.12,0.5,0.12,0
-0.40079,1,0.121,0.5,0.121,0
-0.40049,1,0.122,0.5,0.122,0
-0.40019,1,0.123,0.5,0.123,0
-0.39989,1,0.124,0.5,0.124,0
-0.39959,1,0.125,0.5,0.125,0
-0.39837,1,0.126,0.5,0.126,0
-0.39715,1,0.127,0.5,0.127,0
-0.39593,1,0.128,0.5,0.128,0
-0.39471,1,0.129,0.5,0.129,0
-0.39349,1,0.13,0.5,0.13,0
-0.39227,1,0.131,0.5,0.131,0
-0.39104,1,0.132,0.5,0.132,0
-0.38982,1,0.133,0.5,0.133,0
-0.3886,1,0.134,0.5,0.134,0
-0.38738,1,0.135,0.5,0.135,0
-0.38616,1,0.136,0.5,0.136,0
-0.38494,1,0.137,0.5,0.137,0
-0.38372,1,0.138,0.5,0.138,0
-0.3825,1,0.139,0.5,0.139,0
-0.38128,1,0.14,0.5,0.14,0
-0.38006,1,0.141,0.5,0.141,0
-0.37884,1,0.142,0.5,0.142,0
-0.37762,1,0.143,0.5,0.143,0
-0.3764,1,0.144,0.5,0.144,0
-0.37518,1,0.145,0.5,0.145,0
-0.37396,1,0.146,0.5,0.146,0
-0.37274,1,0.147,0.5,0.147,0
-0.37152,1,0.148,0.5,0.148,0
-0.3703,1,0.149,0.5,0.149,0
-0.36908,1,0.15,0.5,0.15,0
-0.36785,1,0.151,0.5,0.151,0
-0.36663,1,0.152,0.5,0.152,0
-0.36541,1,0.153,0.5,0.153,0
-0.36419,1,0.154,0.5,0.154,0
-0.36297,1,0.155,0.5,0.155,0
-0.36175,1,0.156,0.5,0.156,0
-0.36086,1,0.157,0.5,0.157,0
-0.36007,1,0.158,0.5,0.158,0
-0.35929,1,0.159,0.5,0.159,0
-0.3585,1,0.16,0.5,0.16,0
-0.35772,1,0.161,0.5,0.161,0
-0.35693,1,0.162,0.5,0.162,0
-0.35615,1,0.163,0.5,0.163,0
-0.35536,1,0.164,0.5,0.164,0
-0.35458,1,0.165,0.5,0.165,0
-0.35379,1,0.166,0.5,0.166,0
-0.353,1,0.167,0.5,0.167,0
-0.35222,1,0.168,0.5,0.168,0
-0.35143,1,0.169,0.5,0.169,0
-0.35065,1,0.17,0.5,0.17,0
-0.34986,1,0.171,0.5,0.171,0
-0.34908,1,0.172,0.5,0.172,0
-0.34829,1,0.173,0.5,0.173,0
-0.34751,1,0.174,0.5,0.174,0
-0.34672,1,0.175,0.5,0.175,0
-0.34594,1,0.176,0.5,0.176,0
-0.34515,1,0.177,0.5,0.177,0
-0.34436,1,0.178,0.5,0.178,0
-0.34358,1,0.179,0.5,0.179,0
-0.34279,1,0.18,0.5,0.18,0
-0.34201,1,0.181,0.5,0.181,0
-0.34122,1,0.182,0.5,0.182,0
-0.34044,1,0.183,0.5,0.183,0
-0.33965,1,0.184,0.5,0.184,0
-0.33887,1,0.185,0.5,0.185,0
-0.33808,1,0.186,0.5,0.186,0
-0.3373,1,0.187,0.5,0.187,0
-0.33648,1,0.188,0.5,0.188,0
-0.33564,1,0.189,0.5,0.189,0
-0.3348,1,0.19,0.5,0.19,0
-0.33396,1,0.191,0.5,0.191,0
-0.33312,1,0.192,0.5,0.192,0
-0.33227,1,0.193,0.5,0.193,0
-0.33143,1,0.194,0.5,0.194,0
-0.33059,1,0.195,0.5,0.195,0
-0.32975,1,0.196,0.5,0.196,0
-0.32891,1,0.197,0.5,0.197,0
-0.32806,1,0.198,0.5,0.198,0
-0.32722,1,0.199,0.5,0.199,0
-0.32638,1,0.2,0.5,0.2,0
-0.32554,1,0.201,0.5,0.201,0
-0.3247,1,0.202,0.5,0.202,0
-0.32386,1,0.203,0.5,0.203,0
-0.32301,1,0.204,0.5,0.204,0
-0.32217,1,0.205,0.5,0.205,0
-0.32133,1,0.206,0.5,0.206,0
-0.32049,1,0.207,0.5,0.207,0
-0.31965,1,0.208,0.5,0.208,0
-0.31881,1,0.209,0.5,0.209,0
-0.31796,1,0.21,0.5,0.21,0
-0.31712,1,0.211,0.5,0.211,0
-0.31628,1,0.212,0.5,0.212,0
-0.31544,1,0.213,0.5,0.213,0
-0.3146,1,0.214,0.5,0.214,0
-0.31375,1,0.215,0.5,0.215,0
-0.31291,1,0.216,0.5,0.216,0
-0.31207,1,0.217,0.5,0.217,0
-0.31123,1,0.218,0.5,0.218,0
-0.31035,1,0.219,0.5,0.219,0
-0.30937,1,0.22,0.5,0.22,0
-0.30839,1,0.221,0.5,0.221,0
-0.3074,1,0.222,0.5,0.222,0
-0.30642,1,0.223,0.5,0.223,0
-0.30544,1,0.224,0.5,0.224,0
-0.30446,1,0.225,0.5,0.225,0
-0.30348,1,0.226,0.5,0.226,0
-0.30249,1,0.227,0.5,0.227,0
-0.30151,1,0.228,0.5,0.228,0
-0.30053,1,0.229,0.5,0.229,0
